label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,I grew up eating meat at meals,positive,explicit,90,5,-1,1.0,0.0060880755809489,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,Meat-eating is a family tradition,positive,explicit,85,5,7,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,explicit,80,5,7,1.0,0.2932167997181229,1.0,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,explicit,95,-1,7,0.0060880755809489,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My parents served meat with dinner,positive,explicit,100,-1,7,0.0060880755809489,0.4418715475821483,,0.4418715475821483
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,explicit,75,-1,7,0.0060880755809489,0.2932167997181229,,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My family eats meat as main portion,positive,explicit,85,7,7,1.0,0.2932167997181229,1.0,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,explicit,90,7,7,1.0,0.4418715475821483,1.0,0.4418715475821483
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,explicit,50,5,22,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,explicit,75,18,5,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,explicit,80,18,22,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,Meat-eating is a family tradition,negative,implicit,35,18,7,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,implicit,30,18,7,1.0,0.2932167997181229,1.0,0.2932167997181229
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I grew up eating meat at meals,negative,implicit,25,18,-1,1.0,0.0060880755809489,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I am chronically anemic,positive,explicit,100,-1,10,0.0753845589369845,0.5465130987267719,,0.5465130987267719
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,explicit,80,-1,5,0.0753845589369845,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,explicit,80,-1,19,0.0753845589369845,1.0,,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I eat meat at least once daily,positive,explicit,90,7,5,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I was raised on a farm,positive,explicit,90,7,-1,1.0,0.1666922351732175,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,Some relatives hunt and eat game meats,positive,explicit,85,7,7,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I have no moral issues eating meat,positive,explicit,75,5,3,1.0,0.1346020715147106,1.0,0.1346020715147106
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I like the taste of meat,positive,explicit,70,5,-1,1.0,0.0122069029877914,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I sometimes reduce meat due to health issues,negative,explicit,70,5,19,1.0,1.0,1.0,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I like the taste of meat,positive,implicit,60,3,-1,0.1346020715147106,0.0122069029877914,0.1346020715147106,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I sometimes reduce meat due to health issues,positive,explicit,65,3,19,0.1346020715147106,1.0,0.1346020715147106,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,explicit,90,19,18,1.0,0.4338665376214846,1.0,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I like the taste of meat,I was raised on a farm,positive,implicit,50,-1,-1,0.0122069029877914,0.1666922351732175,,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I have no moral issues eating meat,positive,explicit,65,7,3,1.0,0.1346020715147106,1.0,0.1346020715147106
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I was raised on a farm,positive,explicit,80,5,-1,1.0,0.1666922351732175,1.0,
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,explicit,60,10,19,0.5465130987267719,1.0,0.5465130987267719,1.0
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,explicit,55,5,18,1.0,0.4338665376214846,1.0,0.4338665376214846
04__bert-base-nli-mean-tokens__run_20260210_222655_488612a3,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I think chicken and turkey are healthier,positive,explicit,100,2,1,1.0,0.1521451652302881,1.0,0.1521451652302881
