label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,I grew up eating meat at meals,positive,explicit,90,17,20,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,Meat-eating is a family tradition,positive,explicit,85,17,2,1.0,0.0611357276136869,1.0,0.0481547195821874
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,explicit,80,17,2,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,explicit,95,20,2,1.0,0.0611357276136869,1.0,0.0481547195821874
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My parents served meat with dinner,positive,explicit,100,20,2,1.0,0.4362334417969265,1.0,0.4362334417969265
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,explicit,75,20,2,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My family eats meat as main portion,positive,explicit,85,2,2,0.0611357276136869,1.0,0.0481547195821874,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,explicit,90,2,2,0.0611357276136869,0.4362334417969265,0.0481547195821874,0.4362334417969265
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,explicit,50,17,7,1.0,1.0,1.0,1.0
10__all-MiniLM-L6-v2__run_20260210_222517_e0058bf3,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,explicit,75,7,17,1.0,1.0,1.0,1.0
