label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I eat meat at least once a day,I grew up eating meat at meals,positive,explicit,90,11,20,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I eat meat at least once a day,Meat-eating is a family tradition,positive,explicit,85,11,17,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I eat meat at least once a day,My family eats meat as main portion,positive,explicit,80,11,4,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I grew up eating meat at meals,Meat-eating is a family tradition,positive,explicit,95,20,17,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My parents served meat with dinner,positive,explicit,100,20,4,1.0,0.2660899168578912,1.0,0.2660899168578912
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I grew up eating meat at meals,My family eats meat as main portion,positive,explicit,75,20,4,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My family eats meat as main portion,positive,explicit,85,17,4,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,Meat-eating is a family tradition,My parents served meat with dinner,positive,explicit,90,17,4,1.0,0.2660899168578912,1.0,0.2660899168578912
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I eat meat at least once a day,My religious beliefs justify eating animals,positive,explicit,50,11,8,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I eat meat at least once a day,negative,explicit,75,8,11,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My religious beliefs justify eating animals,negative,explicit,80,8,8,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I feel guilty about eating animals,Meat-eating is a family tradition,negative,implicit,35,8,17,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I feel guilty about eating animals,My family eats meat as main portion,negative,implicit,30,8,4,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,3d1ddc23b606b8c8,1,I feel guilty about eating animals,I grew up eating meat at meals,negative,implicit,25,8,20,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I am chronically anemic,positive,explicit,100,-1,3,0.0782295726065317,0.1008322281742317,,0.0823872338499857
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I eat meat at least once daily,positive,explicit,80,-1,11,0.0782295726065317,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues,negative,explicit,80,-1,9,0.0782295726065317,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I eat meat at least once daily,positive,explicit,90,17,11,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I was raised on a farm,positive,explicit,90,17,20,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Eating meat is a family tradition,Some relatives hunt and eat game meats,positive,explicit,85,17,4,1.0,0.4608496797035451,1.0,0.4608496797035451
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I eat meat at least once daily,I have no moral issues eating meat,positive,explicit,75,11,5,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I eat meat at least once daily,I like the taste of meat,positive,explicit,70,11,-1,1.0,0.0062105554897191,1.0,
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I eat meat at least once daily,I sometimes reduce meat due to health issues,negative,explicit,70,11,9,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I like the taste of meat,positive,implicit,60,5,-1,1.0,0.0062105554897191,1.0,
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I have no moral issues eating meat,I sometimes reduce meat due to health issues,positive,explicit,65,5,9,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,I believe too much meat can harm health,positive,explicit,90,9,5,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I like the taste of meat,I was raised on a farm,positive,implicit,50,-1,20,0.0062105554897191,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,Eating meat is a family tradition,I have no moral issues eating meat,positive,explicit,65,17,5,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I eat meat at least once daily,I was raised on a farm,positive,explicit,80,11,20,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I am chronically anemic,I sometimes reduce meat due to health issues,negative,explicit,60,3,9,0.1008322281742317,1.0,0.0823872338499857,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,242bdf6bc5bb0b94,1,I eat meat at least once daily,I believe too much meat can harm health,negative,explicit,55,11,5,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I think chicken and turkey are healthier,positive,explicit,100,0,0,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I reduce beef or pork when dieting,positive,explicit,80,0,9,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I choose chicken and turkey for health,I eat lean beef to reduce fat,positive,explicit,60,0,-1,1.0,0.0848836582038616,1.0,
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I reduce beef or pork when dieting,positive,explicit,80,-1,9,0.0848836582038616,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,I think chicken and turkey are healthier,positive,implicit,50,-1,0,0.0848836582038616,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I like the taste of meat,I eat meat every day,positive,explicit,90,-1,12,0.0062161540635181,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I like the taste of meat,I prefer beef for hamburgers and sloppy joes,positive,explicit,90,-1,0,0.0062161540635181,0.2279376480414017,,0.2279376480414017
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I like the taste of meat,Social contacts like the taste of meat,positive,explicit,70,-1,15,0.0062161540635181,1.0,,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I eat meat every day,Those around me eat meat regularly,positive,explicit,75,12,21,1.0,1.0,1.0,1.0
05__all-MiniLM-L6-v2__run_20260210_222351_76cefc5d,c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,I think chicken and turkey are healthier,negative,explicit,70,0,0,0.2279376480414017,1.0,0.2279376480414017,1.0
