Topic,Count,Name,Representation,Representative_Docs
-1,689,-1_meat_taste meat_enjoy_taste,"['meat', 'taste meat', 'enjoy', 'taste', 'eating', 'eat', 'eating meat', 'eat meat', 'enjoy taste meat', 'meat eat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,776,0_meat_red_red meat_avoid,"['meat', 'red', 'red meat', 'avoid', 'eating', 'pork', 'reduce', 'eat', 'health', 'consumption']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
1,376,1_want_weight_plantbased_vegetables,"['want', 'weight', 'plantbased', 'vegetables', 'healthy', 'meals', 'diet', 'healthier', 'food', 'foods']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
2,356,2_family_meat_eats_eats meat,"['family', 'meat', 'eats', 'eats meat', 'eat meat', 'meat family', 'regularly', 'eat', 'meat regularly', 'eating meat']","['My family eats meat regularly', 'My family eats meat regularly', 'My family eats meat regularly']"
3,215,3_meat_easy_prefer_believe,"['meat', 'easy', 'prefer', 'believe', 'protein', 'good', 'meat easy', 'eating', 'meat tastes', 'meat feels']","['Meat tastes good', 'Meat tastes good', 'Eating meat feels normal to me']"
4,203,4_chicken_eat chicken_fish_eat,"['chicken', 'eat chicken', 'fish', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'beef', 'prefer', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
5,111,5_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'vegetarian vegan']","['I am vegetarian', 'I am a vegetarian', 'I am a vegetarian']"
6,103,6_meat_eat meat_eat_crave,"['meat', 'eat meat', 'eat', 'crave', 'meat available', 'crave meat', 'available', 'people', 'people eat', 'feel']","[""I eat meat when it's available"", 'I eat meat', 'I eat meat']"
7,101,7_week_times_week eat_eat,"['week', 'times', 'week eat', 'eat', 'meat times', 'times week', 'weekly', 'eat meat times', 'eat meat', 'times week eat']","['I eat meat 2-4 times a week', 'I eat meat about three times a week', 'I eat meat a few times a week']"
8,101,8_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about health']"
9,92,9_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,91,10_protein_meat protein_meat_eat meat protein,"['protein', 'meat protein', 'meat', 'eat meat protein', 'eat meat', 'protein meat', 'eat', 'provides', 'meat provides', 'protein eat meat']","['I eat meat for protein', 'I eat meat to get protein', 'I eat meat for protein']"
11,84,11_eat meat_eat_meat meals_people,"['eat meat', 'eat', 'meat meals', 'people', 'eat meat meals', 'meat', 'people know', 'meals', 'people know eat', 'know eat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
12,82,12_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'want protein want', 'protein want protein', 'need', 'need protein', 'protein diet', 'high protein']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
13,78,13_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
