Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,689,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,My religious beliefs justify eating animals,I like the taste of meat,Doctor recommended I eat lean beef
0,776,"meat, red, red meat, avoid, eating, pork, reduce, eat, health, consumption",I feel guilty about eating animals,I avoid animal antibiotics and hormones,I have considered eating less meat to save money,I considered eating less meat after documentaries,My family has not reduced meat consumption
1,376,"want, weight, plantbased, vegetables, healthy, meals, diet, healthier, food, foods",Sometimes I make meals with just vegetables,We include more plant-based dishes at gatherings,I am trying to eat more vegetables,I sometimes consider buying straight from farm,I try plant-based options eating out
2,356,"family, meat, eats, eats meat, eat meat, meat family, regularly, eat, meat regularly, eating meat",My parents served meat with dinner,All my friends and family eat meat regularly,I cook meat for my husband,I ensure meat is fully cooked,I always eat meat at dinner
3,215,"meat, easy, prefer, believe, protein, good, meat easy, eating, meat tastes, meat feels",Chicken is more sustainable and healthier,I like clean meats,I believe meat is healthy,Meat tastes better to me,I find lean meats easiest for protein
4,203,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, beef, prefer, eat chicken fish",I choose chicken and turkey for health,Chicken is good for me,"I enjoy eating beef, pork, chicken, seafood",I eat beef and chicken regularly,My wife prefers fish and chicken
5,111,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",My family is vegetarian,I am more open to occasional vegetarian meals,My dad and stepmom are vegetarians,I am happy with vegetarian meals,My sister is a vegetarian
6,103,"meat, eat meat, eat, crave, meat available, crave meat, available, people, people eat, feel",I eat more meat during holidays,Meat fuels my body,People around me eat a lot of meat,I was forcing myself to eat meat,I crave meat during my follicular phase
7,101,"week, times, week eat, eat, meat times, times week, weekly, eat meat times, eat meat, times week eat",I eat meat one to three times weekly,I eat one serving of meat per day,I eat meat three times a week,I include meat with meals once daily,I eat meat multiple times a week
8,101,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have general health concerns,I am concerned about my health,I am concerned about health impacts,I had colon cancer
9,92,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, welfare concerned animal, concerned, animals",I am concerned about animal rights,I am concerned about animal welfare,My mom cares about animal welfare,I am an animal welfare advocate,My family values animal welfare
10,91,"protein, meat protein, meat, eat meat protein, eat meat, protein meat, eat, provides, meat provides, protein eat meat",I include meat by personal choice,I need meat for protein,I eat meat for iron,I eat meat to maintain healthy weight,I get protein from meat
11,84,"eat meat, eat, meat meals, people, eat meat meals, meat, people know, meals, people know eat, know eat",Most friends eat a lot of meat,Most people I know eat meat regularly,Meat is part of almost every meal locally,I eat meat with most meals,Most people around me eat meat
12,82,"protein, want protein, want, protein want, want protein want, protein want protein, need, need protein, protein diet, high protein",I need high protein intake,I need protein,I want to get enough protein,I want protein for energy and focus,I try to include more protein
13,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
