Topic,Count,Name,Representation,Representative_Docs
-1,683,-1_meat_enjoy_taste_eating,"['meat', 'enjoy', 'taste', 'eating', 'eat', 'eating meat', 'eat meat', 'taste meat', 'enjoy taste meat', 'enjoy taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,361,0_family_meat family_social_meat,"['family', 'meat family', 'social', 'meat', 'friends', 'contacts', 'social contacts', 'eats', 'family eats', 'eats meat']","['My family eats meat with me', 'My family eats more meat', 'My family eats more meat than I do']"
1,240,1_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I eat mostly chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
2,217,2_meat_red meat_red_consumption,"['meat', 'red meat', 'red', 'consumption', 'limit', 'meat consumption', 'cut', 'try', 'reduce', 'reducing']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
3,180,3_avoid_avoid eating_pork_meat avoid,"['avoid', 'avoid eating', 'pork', 'meat avoid', 'eating', 'processed', 'meat', 'beef', 'avoid pork', 'meats avoid']","['I avoid pork', 'I avoid pork', 'I avoid pork']"
4,178,4_vegetarian_vegan_plantbased_vegetables,"['vegetarian', 'vegan', 'plantbased', 'vegetables', 'meals', 'vegetarian meals', 'plantbased meals', 'balance', 'balance meat', 'vegetarians']","['I became vegetarian', 'I am a vegetarian', 'I am vegetarian']"
5,169,5_concerns_meat_health_red meat,"['concerns', 'meat', 'health', 'red meat', 'red', 'environmental', 'health concerns', 'unhealthy', 'ethical', 'eating']","['Health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
6,149,6_expensive_meat expensive_meat_prices,"['expensive', 'meat expensive', 'meat', 'prices', 'meat prices', 'choices', 'cost', 'convenient', 'influences', 'price']","['Meat is sometimes expensive', 'Meat is expensive for me', 'Meat can be expensive for me']"
7,137,7_husband_wife_meat_red meat,"['husband', 'wife', 'meat', 'red meat', 'red', 'meat health', 'friends', 'reasons', 'eats', 'meat husband']","['Some social contacts avoid meat for health reasons', 'My mom eats less meat for health reasons', 'People avoid red meat for health reasons']"
8,123,8_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,113,9_protein_believe_meat protein_believe meat,"['protein', 'believe', 'meat protein', 'believe meat', 'protein meat', 'source', 'meat', 'protein believe', 'eat meat protein', 'meat good']","['I eat meat for protein', 'I eat meat for protein', 'Meat is my go-to protein']"
10,105,10_health_cholesterol_concerned health_concerned,"['health', 'cholesterol', 'concerned health', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'cholesterol concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
11,103,11_habit_eating_eating meat_crave,"['habit', 'eating', 'eating meat', 'crave', 'meat habit', 'eating meat habit', 'like', 'meat', 'meat crave', 'meat feels']","['Eating meat is a habit', 'Eating meat is a habit', 'Eating meat is a habit for me']"
12,99,12_eat_eat meat regularly_regularly_regularly eat,"['eat', 'eat meat regularly', 'regularly', 'regularly eat', 'meat regularly', 'eat meat', 'meat regularly eat', 'regularly eat meat', 'meat', 'meat eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
13,99,13_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'motivated health', 'healthy', 'lose weight', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
14,96,14_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want enough protein', 'I want to get enough protein']"
15,88,15_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
16,83,16_like taste meat_like taste_meat meat_like,"['like taste meat', 'like taste', 'meat meat', 'like', 'taste meat meat', 'taste meat', 'taste', 'meat tastes', 'tastes', 'meat']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
17,82,17_diet_balanced_moderation_want,"['diet', 'balanced', 'moderation', 'want', 'balanced diet', 'meat moderation', 'foods', 'variety', 'try', 'eat healthier']","['I want a more balanced diet', 'I want a balanced diet', 'I want a balanced diet']"
18,77,18_day eat_day_day eat meat_meat day eat,"['day eat', 'day', 'day eat meat', 'meat day eat', 'meat day', 'eat meat day', 'daily eat', 'daily', 'eat meat', 'daily eat meat']","['I eat meat every day', 'I eat meat almost every day', 'I eat meat almost every day']"
19,76,19_meat meals_meals eat meat_meat meal_meals,"['meat meals', 'meals eat meat', 'meat meal', 'meals', 'meals eat', 'eat meat meals', 'eat meat', 'meat meals eat', 'meal', 'eat meat meal']","['I eat meat in most meals', 'I eat meat with some meals', 'I eat meat in most meals']"
