Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,641,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,Those around me eat meat regularly
0,333,"meat, expensive, meats, believe, health, believe meat, processed, prices, meat prices, meat expensive",I reduce meat consumption if price increases,I would eat less meat if it was expensive,I look for the best meat prices,Meat is relatively cheap,Affordability limits access to high-quality meat
1,256,"meat, eating, consumption, eating meat, reducing, feel, reducing meat, meat consumption, beef, considered",I try to limit my meat consumption,I feel alienated for reducing meat,I limit the meat that I eat,I reduced pork consumption significantly,I want to lower my meat intake
2,242,"want, health, weight, concerned, concerned health, cholesterol, diet, healthy, healthier, lose",I have health concerns,I want to lose weight,I want to eat healthier and add variety,I want to be healthy,I have high blood pressure
3,238,"family, meat family, family eats, eats, meat, family eats meat, eats meat, friends, family eat, eat meat family",My children eat more meat than I do,My family eats meat with me,My household needs meat to live,I eat meat with mother and grandmother,My family members eat meat frequently
4,192,"meals, meat, meat meals, eat, meal, eat meat, eat meat meals, meals meat, meat meal, eat meat meal",Meat makes meals tastier,"Meals usually include beef, chicken, or burgers",Meat has variety for different meals,Meat is easy to cook,I usually have meat at breakfast
5,175,"chicken, eat chicken, turkey, chicken turkey, eat, prefer, beef, fish, chicken eat, ground",I choose chicken and turkey for health,I prefer poultry,I primarily eat chicken or turkey,I believe chicken and turkey are healthier,"I eat chicken, fish, and red meat"
6,167,"red, red meat, meat, eat red meat, eat red, eating red, eating red meat, avoid, avoid red meat, avoid red",Red meat is traditional in my culture,My parents rarely ate red meat,I wish more people would stop eating red meat,I avoid eating red meat,I occasionally eat red meat
7,147,"fish, eat, times, week, week eat, eat meat times, meat times, weekly, eat meat, eat fish",I eat meat four to five days weekly,I eat meat a few times a week,I eat one serving of meat per day,I eat meat four to five nights weekly,I eat meat two to three times daily
8,139,"social, contacts, social contacts, friends, meat social, meat social contacts, meat, meat friends, contacts eat, contacts eat meat",Friends or family sometimes restrict meat for health,Social contacts eat meat regularly,Social contacts choose less fatty meats,Social contacts watch their weight,Social contacts enjoy the taste of meat
9,132,"animal, animal welfare, welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I avoid eating intelligent animals,I feel moral unease about eating animals,I consider animal intelligence
10,131,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, friends, vegetarian options, years, vegetarianism",I tried being vegetarian,I wish I could be vegetarian,I lack vegan recipes I like,My nephew is vegan,I prepare vegan meals for social occasions
11,124,"protein, meat protein, protein meat, iron, source, eat meat protein, meat, protein source, protein eat, provides",I see meat as a good protein source,I enjoy the protein in meat,I seek complete protein from meat,I eat meat for protein,Meat is a good protein source
12,108,"plantbased, vegetables, foods, plantbased meals, meals, balance, plantbased foods, balance meat, food, eat plantbased",One friend eats more fruits and vegetables,I find plant-based meals easy and light,Trying new vegetable recipes excites me,I have easy access to fresh vegetables,I enjoy vegetables and salads
13,102,"eat meat regularly, eat, meat regularly, eat meat, crave, regularly, meat regularly eat, regularly eat, meat eat, meat",I eat various meats regularly,I eat meat regularly,I eat meat often,I eat wild meats,I still eat meat at restaurants
14,87,"protein, want protein, want, protein want, protein want protein, want protein want, need, protein diet, high protein, need protein",I feel sick without protein,I want high-quality protein,I want to get enough protein,I want protein for energy and focus,I try to include more protein
15,86,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want a smaller environmental footprint,I am concerned about environmental impacts,I am not concerned about climate change
16,83,"enjoy eating, enjoy, enjoy eating meat, meat enjoy, meat enjoy eating, eating, eating meat, eating meat enjoy, meat, meat like",I enjoy eating meat,I like exploring meatless dishes,I enjoy eating different kinds of meat,I eat foods I like,I get satisfaction from eating meat
17,75,"eat meat day, meat day, day, eat meat, day eat, day eat meat, meat day eat, meat daily, daily, eat meat daily",I sometimes avoid meat for days,I eat meat most days,I eat meat almost every day,I eat meat almost daily,Eating meat is part of my routine
