Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,499,OUTLIER,I enjoy eating meat,I like the taste of meat,Those around me eat meat regularly,I do not control grocery shopping or meal planning,I reduce meat when it is expensive
0,400,"family, social, meat family, contacts, meat, social contacts, friends, eats, family eats, eats meat",My family likes meat,My family eats meat,Social contacts do not influence my choices,Most family and friends eat meat,Social contacts eat red meat frequently
1,244,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, chicken eat, prefer, eat fish",I mostly eat chicken,I eat beef and chicken regularly,My family prefers eating chicken,I interchange meats with fish and chicken,I eat a lot of chicken
2,215,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, alternatives, substitutes, vegetarians, plantbased meals",My family is vegetarian,I was vegetarian for 19 years,My family includes a vegetarian,I wish I could be vegetarian,I am open to trying a vegan diet
3,214,"red meat, red, consumption, meat, limit, meat consumption, cut, try, reducing, reduce",I think eating less meat is healthier,I have reduced eating meat to every other day,I seek to reduce meat consumption,Eating meat helps me avoid snacking,I cut back on red meat
4,187,"concerns, meat, health, red meat, red, environmental, unhealthy, health concerns, ethical, eating",I believe pork is unhealthy,I have health concerns about beef and pork,I am concerned about health problems from meat,Family has concerns about red meat health effects,I am concerned about meat origins and labeling
5,165,"avoid, avoid eating, pork, meat avoid, red, eating, beef, red meat, processed, meats avoid",I avoid red meat and pork,I avoid beef and pork,I avoid steak and pork,I avoid red meat on weekdays,I avoid high-carbohydrate foods
6,155,"expensive, meat expensive, prices, meat, choices, meat prices, cost, convenient, influences, price",Red meat is expensive,Rising meat prices,Meat is very expensive,I am concerned about meat cost,Prices of beef have gone up
7,145,"protein, meat protein, believe, protein meat, believe meat, source, meat, iron, eat meat protein, meat good",I eat meat for protein,Meat adds protein to my diet,I think meat is a complete protein,Meat provides essential amino acids,I focus on meat for protein
8,123,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I worry about animal welfare,I am concerned about harming animals,I dislike how animals are treated
9,109,"want, weight, motivated, weight want, lose, motivated health, lose weight, healthy, health, lose weight want",I want to lose weight,I want more longevity,I want to avoid weight loss,I work out a lot,I work out and lift weights
10,102,"health, cholesterol, concerned health, concerned, concerns, health concerns, health concerned, concerned health concerned, heart, cholesterol concerned",I have health concerns,Health concerns about diabetes,I discuss health risks with my friend,I had colon cancer,I am concerned about my health
11,100,"eat, eat meat regularly, regularly eat, regularly, meat regularly, meat regularly eat, eat meat, regularly eat meat, meat eat, meat",I am comfortable with my meat routine,I eat meat regularly,I am a heavy meat eater,I sometimes eat meat during holidays,I include meat while breastfeeding
12,93,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I need high protein intake,I want to get enough protein,I try to include more protein,I want more protein,I want more protein for athletic needs
13,76,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, daily eat, daily, eat meat, daily eat meat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
14,75,"environmental, environmental impact, impact, concerned, concerned environmental, environment, concerned environmental impact, environment concerned, concerned environment, impact concerned",I care about sustainability,I am concerned about chemical additives,I want a smaller environmental footprint,I am concerned about environmental impacts,I am concerned about environmental impact
15,72,"crave, like, crave meat, meat crave, meat, meat eat, eat, steak, like eating, different",I eat meat when craving it,I crave filling meat-based dishes sometimes,I have a deep desire for meat,I crave the taste of meat,I value variety in types of meat
16,71,"friends, reasons, meat health, family, meat friends, meat health reasons, health, meat, red meat, red",Some family avoid red meat for health,Friends reduce meat for ethical reasons,Friends or family sometimes restrict meat for health,My family stopped eating meat,Discussions with family prompt eating less meat
17,69,"times, week eat, week, meat times, eat meat times, weekly, week eat meat, weekly eat, times week, times week eat",I eat meat five times per week,I eat red meat two times a week,I eat meat one to three times weekly,I eat meat four to five days weekly,I eat meat four or five times weekly
18,67,"husband, wife, partner, boyfriend, prefers, meat wife, eats, meat partner, wife eats, eating",My husband avoids red meat,My wife cannot tolerate beef,My husband likes eating meat,My husband loves steak and pork,My wife suggests eating less meat
19,60,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, eating, meat grew, raised eating meat, meat grew eating",I was raised eating pork,I was raised eating meat,I grew up eating meat,Southern cuisine was central when growing up,I grew up eating a lot of meat
20,59,"diet, balanced, balanced diet, want, variety, eat healthier, mindful, healthier, want balanced, foods",I am very conscious about my diet,I am more mindful about portion sizes,I want a more balanced diet,I want a healthier diet,I want proper nutrition
21,55,"meat tastes, tastes, filling, meat tastes good, tastes good, filling meat, meat, meat fills, tastes good meat, fills",Meat tastes great with meals,Meat is tasty to eat,Meat feels familiar and satisfying,Meat tastes great to me,Meat-centered meals feel complete
22,52,"habit, meat habit, eating meat habit, eating meat, eating, meat feels, habit eating, habit eating meat, eating meat feels, feels",My religious beliefs influence meat choices,Eating meat is a habit for me,I sometimes feel self-conscious eating all meats,I view eating meat as natural,Meat-eating is ingrained in my lifestyle
23,51,"enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, taste meat, taste, meat enjoy flavor, meat",I enjoy the taste of meat,I enjoy the flavor of some meats,I enjoy pleasant meat aromas during cooking,I enjoy the flavor of meat,I enjoy having steak and ribs
