Topic,Count,Name,Representation,Representative_Docs
-1,597,-1_meat_like_eat_family,"['meat', 'like', 'eat', 'family', 'meal', 'like taste meat', 'like taste', 'meats', 'taste', 'eat meat']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
0,237,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
1,201,1_avoid_avoid eating_pork_meat avoid,"['avoid', 'avoid eating', 'pork', 'meat avoid', 'eating', 'beef', 'avoid pork', 'meats avoid', 'processed', 'rarely eat']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
2,148,2_consumption_meat consumption_cut_limit,"['consumption', 'meat consumption', 'cut', 'limit', 'reducing', 'try', 'reducing meat', 'red meat', 'red', 'try limit']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
3,121,3_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'welfare concerned', 'animal welfare concerned', 'concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
4,100,4_cholesterol_health_concerned health_concerned,"['cholesterol', 'health', 'concerned health', 'concerned', 'concerns', 'health concerns', 'health concerned', 'concerned health concerned', 'heart', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about health']"
5,92,5_habit_meat habit_eating_eating meat,"['habit', 'meat habit', 'eating', 'eating meat', 'eating meat habit', 'meat feels', 'eating meat feels', 'feels', 'natural', 'habit eating']","['Eating meat is a habit for me', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
6,85,6_community_tradition_family tradition_family,"['community', 'tradition', 'family tradition', 'family', 'meat family tradition', 'cultural', 'eating meat family', 'gatherings', 'culture', 'eating']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
7,80,7_vegetarian_vegan_vegetarians_years,"['vegetarian', 'vegan', 'vegetarians', 'years', 'friends', 'vegetarian friends', 'vegetarian vegan', 'vegan vegetarian', 'vegans', 'vegan family']","['I became vegetarian', 'I am a vegetarian', 'I am vegetarian']"
8,76,8_diet_moderation_balanced_meat moderation,"['diet', 'moderation', 'balanced', 'meat moderation', 'balanced diet', 'want', 'variety', 'mindful', 'eat healthier', 'want balanced']","['I want a balanced diet', 'I want a more balanced diet', 'I want a balanced diet']"
9,74,9_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'eat meat protein', 'source protein', 'protein source', 'protein eat', 'high protein', 'meat good']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
10,72,10_reasons_friends_meat health_meat health reasons,"['reasons', 'friends', 'meat health', 'meat health reasons', 'meat friends', 'avoid meat', 'reasons friends', 'family', 'health reasons', 'health']","['My mom eats less meat for health reasons', 'People avoid red meat for health reasons', 'Some social contacts avoid meat for health reasons']"
11,66,11_times_week eat_meat times_week,"['times', 'week eat', 'meat times', 'week', 'eat meat times', 'week eat meat', 'weekly', 'weekly eat', 'times week', 'times week eat']","['I eat meat a few times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
12,64,12_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'contacts eat meat', 'social contacts eat', 'eating meat social', 'social contacts value']","['Social contacts eat meat regularly', 'Most social contacts eat meat', 'My social contacts eat meat regularly']"
13,63,13_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
14,63,14_friends_friends eat_friends family_friends eat meat,"['friends', 'friends eat', 'friends family', 'friends eat meat', 'meat friends', 'friends family eat', 'family eat', 'family', 'family eat meat', 'eat meat friends']","['My friends and family eat meat regularly', 'Friends and family eat meat regularly', 'My friends and family eat meat regularly']"
15,61,15_husband_wife_partner_boyfriend,"['husband', 'wife', 'partner', 'boyfriend', 'prefers', 'meat wife', 'meat husband', 'meat partner', 'wife eats', 'eats']","['My husband prefers red meat', 'My wife eats the same as I do', 'My husband prefers eating meat']"
16,58,16_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'expensive meat', 'meat expensive meat', 'high', 'price', 'red meat expensive', 'high meat prices']","['Meat is very expensive', 'Meat is expensive', 'Meat is expensive']"
17,57,17_vegetables_vegetarian_vegetarian meals_meals,"['vegetables', 'vegetarian', 'vegetarian meals', 'meals', 'eat vegetables', 'vegan', 'eat vegetarian', 'options', 'recipes', 'vegan meals']","['Some days I eat vegetarian meals', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
