Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,597,OUTLIER,I like the taste of meat,I eat meat at least once a day,My parents served meat with dinner,I eat meat at least once daily,Doctor recommended I eat lean beef
0,237,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken eat, chicken turkey, eat fish, eat chicken fish",I mostly eat chicken,Chicken and fish agree with me,I eat a lot of chicken,I like the taste of chicken and fish,I switch to poultry for burgers
1,201,"avoid, avoid eating, pork, meat avoid, eating, beef, avoid pork, meats avoid, processed, rarely eat",Some family members avoid pork,I avoid eating dark meat,I do not desire beef as much,I avoid eating octopus,I avoid processed meats
2,148,"consumption, meat consumption, cut, limit, reducing, try, reducing meat, red meat, red, try limit",I have reduced how much meat I eat,I have reduced red meat intake over time,I have reduced my beef consumption,I have cut back on meat,I have cut down on meat
3,121,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, welfare concerned, animal welfare concerned, concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about harming animals,I am concerned about animal welfare,I worry about animal welfare,I love animals
4,100,"cholesterol, health, concerned health, concerned, concerns, health concerns, health concerned, concerned health concerned, heart, cholesterol concerned",I have health concerns,My health focus has increased with age,I had colon cancer,I am concerned about my health,My family has health challenges
5,92,"habit, meat habit, eating, eating meat, eating meat habit, meat feels, eating meat feels, feels, natural, habit eating",I eat meat out of habit,Eating meat is a long-standing habit,Eating meat is a habit among my friends,Eating meat is a habit,Meat gets tiring when eaten too much
6,85,"community, tradition, family tradition, family, meat family tradition, cultural, eating meat family, gatherings, culture, eating",Red meat is traditional in my culture,Eating meat is cultural in my family,Eating meat is a family tradition,Meat meals symbolize family and community,Meat is a staple in my culture
7,80,"vegetarian, vegan, vegetarians, years, friends, vegetarian friends, vegetarian vegan, vegan vegetarian, vegans, vegan family",I was vegan or vegetarian for years,I know vegetarians or vegans,I am vegetarian,I am a vegan,I have been vegetarian for 13 years
8,76,"diet, moderation, balanced, meat moderation, balanced diet, want, variety, mindful, eat healthier, want balanced","We focus on a varied, balanced diet",I aim for dietary balance,I try to eat healthier,I want proper nutrition,I am motivated by nutrition
9,74,"protein, protein meat, meat protein, source, eat meat protein, source protein, protein source, protein eat, high protein, meat good",I think meat is a complete protein,Meat is my main source of protein,I eat beef for high protein,I eat meat for protein,I think animal proteins are easy to replace
