Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,498,OUTLIER,People around me eat meat regularly,Most people I know eat meat regularly,I feel guilty about eating animals,I am chronically anemic,I prefer beef for hamburgers and sloppy joes
0,240,"chicken, fish, eat chicken, turkey, eat, chicken fish, chicken eat, chicken turkey, eat fish, eat chicken fish",I mostly eat chicken,I eat mostly chicken and fish,I eat chicken two times a week,I eat fish and seafood twice a week,I grew up eating chicken frequently
1,217,"consumption, red meat, red, meat, limit, meat consumption, cut, try, reduce, reducing",I want to eat less meat,I wish more people would stop eating red meat,I have reduced red meat consumption,I try to reduce meat consumption,I frequently think about reducing meat consumption
2,206,"family, friends, family eats, meat family, eats, family eats meat, eats meat, friends eat, friends eat meat, meat",Most friends eat a lot of meat,Family and friends eat much more meat,My friends include meat in their meals,My friends and family eat meat regularly,My family eats meat frequently
3,180,"avoid, avoid eating, pork, meat avoid, processed, eating, avoid pork, beef, meats avoid, pork avoid",I avoid red meat and pork,I avoid processed meat products,I avoid eating red meat,Some family do not eat pork,I avoid processed meat
4,178,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, plantbased meals, balance, balance meat, vegetarians",I sometimes have vegetarian meals,I missed variety in vegetarian menus,I lack confidence cooking vegetarian meals,I am vegetarian,I was vegan or vegetarian for years
5,169,"concerns, meat, health, red meat, red, environmental, unhealthy, health concerns, ethical, grassfed",I am concerned about fake meat products,Health concerns influence my meat intake,Eating meat may cause physical illness,I told people about fake meat products,Red meat causes health complications for me
6,149,"expensive, meat expensive, prices, meat prices, choices, cost, meat, convenient, influences, price",Red meat is expensive,The cost of beef is high,Meat is expensive for me,Non-meat alternatives are often expensive,Local meat is too expensive for me
7,123,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,Social contacts are concerned about animal rights,Concern for animal welfare,I am concerned about animal welfare,I thought briefly about animal welfare
8,113,"protein, believe, meat protein, believe meat, protein meat, source, protein believe, eat meat protein, meat, meat good",I think meat is a complete protein,I focus on meat for protein,I eat meat for protein,Meat is a good protein source,Meat gives us protein
9,105,"health, cholesterol, concerned health, concerned, concerns, health concerns, health concerned, heart, concerned health concerned, cholesterol concerned",I have health concerns,I am concerned about health,I discuss health risks with my friend,I am concerned about my health,My family has health challenges
10,103,"habit, eating, crave, eating meat, meat habit, eating meat habit, like, meat crave, meat, meat feels",I eat meat when craving it,Meat-eating is ingrained in my lifestyle,I crave meat during pregnancy,Eating meat is normal for me,I am obsessed with being a carnivore
11,99,"regularly eat, eat meat regularly, regularly, eat, meat regularly, meat regularly eat, eat meat, regularly eat meat, meat eat, occasionally",I have always eaten and cooked with meat,I am a heavy meat eater,I eat meat regularly,I have always eaten meat,I have eaten meat for a long time
12,99,"want, weight, motivated, weight want, lose, motivated health, lose weight, healthy, health, lose weight want",I am motivated by health concerns,I want to stay healthy,I want to feel healthier,I want to be healthy,Health is my main motivator
13,96,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I need protein,I want to consume a lot of protein,I want enough protein,I want to get more protein
14,88,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want to reduce environmental blueprint,I am concerned about the environment,I care about the environment
