key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,17,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,23,1.0,1.0
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,2,0.26721880576050755,0.26721880576050755
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,2,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,20,1.0,1.0
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,-1,0.09390366762881946,
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,10,1.0,1.0
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,17,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,15,1.0,1.0
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,5,0.09987843106716869,0.09987843106716869
242bdf6bc5bb0b94,1,I was raised on a farm,True,23,1.0,1.0
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,20,1.0,1.0
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,1,0.08632217967259884,0.08632217967259884
242bdf6bc5bb0b94,1,I am chronically anemic,True,-1,0.03611935322644619,
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,2,0.2005245592950293,0.2005245592950293
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,1,0.2742985854390532,0.2742985854390532
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,5,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,17,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,15,1.0,1.0
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,0,0.316219621482706,0.316219621482706
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,0,0.31858005631114794,0.31858005631114794
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,1,0.19267099231720905,0.19267099231720905
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,-1,0.03901737533962101,
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,1,0.21346156397446425,0.21346156397446425
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,-1,0.07213400917890446,
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,26,1.0,1.0
8f96fa223f234180,1,I eat meat whenever I choose to,True,10,1.0,1.0
8f96fa223f234180,1,I eat more chicken and fish now,True,0,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on red meat,True,1,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,1,1.0,1.0
8f96fa223f234180,1,I am concerned about my health,True,9,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,9,0.07827378954457402,0.07827378954457402
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,3,0.055358952414613756,0.05103320056822577
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,0,0.49582036066673446,0.49582036066673446
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,17,1.0,1.0
24e9f4a8dba444ba,1,I eat a lot of chicken,True,0,1.0,1.0
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,10,1.0,1.0
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,11,1.0,1.0
