Topic,Count,Name,Representation,Representative_Docs
-1,498,-1_meat_people_eat_taste,"['meat', 'people', 'eat', 'taste', 'love', 'love taste', 'eat meat', 'know', 'love taste meat', 'people eat']","['People around me eat meat regularly', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
0,240,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'eat', 'chicken fish', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
1,217,1_consumption_red meat_red_meat,"['consumption', 'red meat', 'red', 'meat', 'limit', 'meat consumption', 'cut', 'try', 'reduce', 'reducing']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
2,206,2_family_friends_family eats_meat family,"['family', 'friends', 'family eats', 'meat family', 'eats', 'family eats meat', 'eats meat', 'friends eat', 'friends eat meat', 'meat']","['All my family eats meat', 'My family eats meat with me', 'My family eats meat']"
3,180,3_avoid_avoid eating_pork_meat avoid,"['avoid', 'avoid eating', 'pork', 'meat avoid', 'processed', 'eating', 'avoid pork', 'beef', 'meats avoid', 'pork avoid']","['I avoid pork', 'I avoid pork', 'I sometimes avoid pork']"
4,178,4_vegetarian_vegan_plantbased_vegetables,"['vegetarian', 'vegan', 'plantbased', 'vegetables', 'meals', 'vegetarian meals', 'plantbased meals', 'balance', 'balance meat', 'vegetarians']","['I am a vegetarian', 'I am vegetarian', 'I became vegetarian']"
5,169,5_concerns_meat_health_red meat,"['concerns', 'meat', 'health', 'red meat', 'red', 'environmental', 'unhealthy', 'health concerns', 'ethical', 'grassfed']","['I have health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
6,149,6_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'choices', 'cost', 'meat', 'convenient', 'influences', 'price']","['Meat can be expensive for me', 'Meat is expensive for me', 'Meat is expensive']"
7,123,7_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,113,8_protein_believe_meat protein_believe meat,"['protein', 'believe', 'meat protein', 'believe meat', 'protein meat', 'source', 'protein believe', 'eat meat protein', 'meat', 'meat good']","['I eat meat to get protein', 'I eat meat for protein', 'Meat is my go-to protein']"
9,105,9_health_cholesterol_concerned health_concerned,"['health', 'cholesterol', 'concerned health', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'concerned health concerned', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
10,103,10_habit_eating_crave_eating meat,"['habit', 'eating', 'crave', 'eating meat', 'meat habit', 'eating meat habit', 'like', 'meat crave', 'meat', 'meat feels']","['Eating meat is mostly out of habit', 'Eating meat is a habit', 'Eating meat is a habit for me']"
11,99,11_regularly eat_eat meat regularly_regularly_eat,"['regularly eat', 'eat meat regularly', 'regularly', 'eat', 'meat regularly', 'meat regularly eat', 'eat meat', 'regularly eat meat', 'meat eat', 'occasionally']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
