Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,589,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,Meat-eating is a family tradition,I like the taste of meat,I was raised on a farm
0,362,"avoid, meat, eating, red, red meat, feel, pork, avoid eating, meat avoid, meats",I avoid red meat and pork,I feel unwell after eating lots of red meat,I avoid eating octopus,I have concerns about processed fake meats,I avoid eating swine
1,339,"eat, eat meat, meat, times, week, meat eat, enjoy, meat times, enjoy eating, meat eat meat",I eat red meat occasionally,I usually eat meat at dinner,Meat is just part of my diet,I mostly eat meat,I eat meat most days
2,283,"meat, buy, believe, believe meat, easy, protein, meat easy, eating meat, meat feels, eating",Meat tastes great with meals,Meat is a part of everyday life,Meat helps me feel full,I eat meat to feel full,I believe meat gives me energy
3,270,"social, friends, contacts, social contacts, meat, people, eat meat, eat, meat social, friends eat",My social contacts eat meat for nutrition,Social contacts follow the same meat habits,My social contacts do not limit meat at all,People around me like the taste of meat,Social contacts eat meat regularly
4,255,"meat, consumption, red meat, red, meat consumption, eating, limit, eating meat, cut, try",I have stopped eating beef,I want to eliminate meat from my diet,I am trying to cut down on red meat,I try to reduce meat consumption,I am thinking of cutting back on pork
5,225,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, parents, mom",Family enjoys eating meat,My family enjoys the taste of meat,My family eats meat frequently,My family finds red meat convenient,My family eats meat every day
6,216,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, prefer, eat fish, chicken eat",I mostly eat chicken,I eat more fish when more is available,I eat fried chicken and fried fish,I eat chicken and fish,I eat pork and chicken regularly
7,173,"protein, want, want protein, meat protein, iron, protein want, eat meat protein, protein eat, need, protein meat",I prioritize eating high protein foods,I want to get enough protein,I need protein,I want to hit protein goals,I need protein in my diet
8,166,"want, motivated, diet, healthy, health, healthier, motivated health, want healthier, balanced, food",I am motivated by health concerns,I focus more on health as I age,I work out frequently,I like variety in my food,I care about my health
9,123,"meals, plantbased, vegetables, vegetarian, vegetarian meals, plantbased meals, meatless, balance, balance meat, eat",I sometimes eat no meat,Some days I eat vegetarian meals,Sometimes I eat meals without meat,I have meatless meals to save money,I sometimes skip meat to eat lighter
10,115,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am in favor of animal rights,I approve eating animals if not cruel,My mom cares about animal welfare,I am concerned about animal welfare
11,93,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, meat, price, limited",Red meat is expensive,Rising meat prices may reduce consumption,Limited money sometimes reduces meat consumption,Financial limitations affect my meat choices,Meat can be expensive for me
12,88,"health, concerned, concerned health, concerns, concerned health concerned, health concerned, health concerns, cholesterol, health concerned health, heart",I have health concerns,Doctor required me to watch fat intake,I am concerned about my health,I am concerned about health effects,I have high cholesterol
13,82,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I hear about environmental impact in the news,I am concerned about the environment,I am concerned about chemical additives,I am concerned about environmental impact
14,79,"wife, husband, partner, prefers, boyfriend, eats, meat husband, meat wife, eating, meat",My husband avoids red meat,My wife changed her eating habits with me,My wife cannot tolerate beef,My wife makes veggie dishes sometimes,My wife has similar eating habits
