Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,660,OUTLIER,I enjoy the taste of meat,I like the taste of meat,I eat meat whenever I choose to,I eat a lot of chicken,I have always eaten and cooked with meat
0,358,"family, friends, meat, eats, family eats, eating, meat family, eating meat, eats meat, family eats meat",My family eats meat,My family mostly eats meat like I do,My family eats meat regularly,My family eats various meats,All my family eats meat
1,277,"chicken, fish, eat chicken, pork, eat, turkey, chicken fish, beef, eat fish, chicken turkey",I mostly eat chicken,I like the taste of chicken and fish,"I eat mainly fish, shrimp, or chicken",I prepare chicken with an air fryer,I try to eat more fish
2,197,"red, red meat, meat, eat red meat, eat red, cut, eating red, eating red meat, avoid red, avoid red meat",I avoid red meat during the week,I motivate my wife to limit red meat,I enjoy red meat,I love eating red meat,My partner avoids eating red meat
3,197,"want, weight, cholesterol, motivated, diet, healthy, healthier, lose, motivated health, health",I plan elimination and reintegration diets,I want to lose weight,I want to eat healthier and add variety,I want a balanced diet,I want to regulate my weight
4,186,"protein, want protein, want, source, protein meat, protein want, meat protein, high protein, high, need",I feel sick without protein,My spouse values protein for fitness,Protein is important to me,I need protein for workouts,I want more protein for athletic needs
5,163,"meals, meat, meals meat, include, convenient, include meat, incomplete, meat tastes, meal, tastes",Meat makes meals tastier,My opinions about meat are met with scorn,Meat is the meal standard for me,Meat is the focal point of big meals,Meat tastes better to me
6,137,"expensive, prices, meat prices, meat expensive, alternatives, meat, cost, choices, substitutes, meat alternatives",Meat for breakfast is expensive,Non-meat alternatives are often expensive,Prices of beef have gone up,Meat is sometimes expensive,The cost of beef is high
7,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, friends, years",I ignore advice from vegetarians and vegans,My wife eats a partial vegetarian diet,I am a vegetarian,I am a vegan,Someone in my family is vegan
8,129,"animal, animal welfare, welfare, concerned animal, animals, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal",I am concerned about animal rights,I don't like eating animals,I want animals to have decent lives,I care about animal welfare,I am concerned about animal deaths
9,129,"reducing, reducing meat, consumption, meat, considered, meat consumption, reduced, reduce, eat meat, meat health",Vegetarian coworker encourages meat reduction,I try to eat enough meat,I try to reduce meat consumption,I try to eat meat more healthily,I reduce beef and pork for health reasons
10,122,"believe, believe meat, health, meat, limit meat, limit, meat healthy, try limit, try limit meat, nutritious",I try to limit my meat consumption,I believe my body needs meat,I try to limit meat to once daily,I believe meat is nutritious,I think excess meat is unhealthy
11,80,"times, eat meat times, meat times, eat meat, week, week eat meat, weekly eat meat, days, weekly eat, week eat",I eat meat at least once a day,I eat meat 2-3 times a week,I eat meat a few times weekly,I eat meat less than once a week,I eat meat four to five times weekly
12,72,"health, concerned health, concerned, health concerns, concerns, concerned health concerned, health concerned, diabetes, heart, health concerned health",I have health concerns,I have experienced serious health issues,I am concerned about my health,I am concerned about health effects,I am concerned about health
13,71,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, social contacts eat, contacts eat meat, eating meat social, taste meat social",Social contacts are concerned about heart disease,Social contacts are motivated by animal welfare,Social contacts also eat meat out of habit,Social contacts prefer eating meat,Social contacts eat meat out of habit
14,71,"feel, filling, moderation, meat, feel better, better, eating, filling meat, meat filling, meat feel",I eat meat when I feel like it,I feel fatigued without meat,Eating meat makes me feel better,I feel energized after eating a burger,Meat is satisfying and filling
15,69,"eat meat day, meat day, day, eat meat, meat day eat, day eat, meat daily, day eat meat, daily, eat meat daily",I have meat every evening with dinner,I eat meat for dinner every night,I eat meat almost every day,I eat meat almost daily,Eating meat is part of my routine
16,65,"processed, processed meats, ethical, avoid, meats, avoid processed, avoid processed meats, farming, processed meat, ethically",I avoid processed meats,I do not trust negative media about meat,I really like processed meats,I think processed meats are more harmful,I avoid processed meat products
17,64,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, eating, meat grew, raised eating meat, meat grew eating",I was raised eating pork,I grew up eating meat,I grew up eating meat regularly,I grew up eating meat-centered meals,Southern cuisine was central when growing up
18,62,"buy, buy meat, meat, avoid, available, meat available, eat, avoid fatty, meat sale, meat buy meat",I avoid fatty meat portions,I often do not eat any meat,I avoid fatty meats,I run out of the right foods sometimes,I buy meat available at grocery stores
19,56,"eat meat meals, eat meat, meal eat, meat meal eat, meat meal, meat meals eat, meal eat meat, meals eat, eat meat meal, meat meals",I eat meat with most meals,I eat meat at most meals,I eat meat with most dinners,I have meat with every meal,I eat meat during dinner meals
20,53,"crave, steak, meat crave, crave meat, husband, meat crave meat, eat steak, boyfriend, meat, eat meat crave",My husband loves steak and pork,Taste motivates me to eat meat,I do not crave steak,My husband prefers meals with meat,I eat steak when dining out
21,53,"people, meat people, know, people eat, people eat meat, eat meat people, people know, people know eat, meat people eat, know eat",People I live with eat meat,People around me eat meat regularly,People around me like the taste of meat,Everyone in my life eats meat,People around me eat a lot of meat
22,52,"beef, eat beef, beef eat, lean, venison, eat, eat lean, avoid, week eat beef, beef eat beef",I try to avoid beef,I eat beef given by others,I eat beef occasionally,I avoid eating beef,I avoid buying beef at grocery stores
