Topic,Count,Name,Representation,Representative_Docs
-1,667,-1_meat_eat_eat meat_eating,"['meat', 'eat', 'eat meat', 'eating', 'day', 'eating meat', 'eat meat day', 'meat day', 'love', 'taste meat']","['I eat meat almost every day', 'I eat meat every day', 'I eat mostly meat']"
0,376,0_want_weight_plantbased_vegetables,"['want', 'weight', 'plantbased', 'vegetables', 'healthy', 'diet', 'healthier', 'meals', 'food', 'foods']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
1,215,1_easy_meat_meat easy_good,"['easy', 'meat', 'meat easy', 'good', 'believe', 'prefer', 'protein', 'meat tastes', 'meat feels', 'tastes']","['Meat tastes good', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
2,203,2_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'prefer', 'eat chicken fish', 'beef']","['I eat chicken most often', 'I mostly eat chicken', 'I mostly eat chicken']"
3,111,3_vegetarian_vegan_vegetarian meals_years,"['vegetarian', 'vegan', 'vegetarian meals', 'years', 'vegetarians', 'meals', 'friends', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I am a vegetarian', 'I am a vegetarian', 'I am vegetarian']"
4,109,4_family_tradition_meat family_eating meat family,"['family', 'tradition', 'meat family', 'eating meat family', 'family tradition', 'cultural', 'meat family tradition', 'meat', 'eating meat', 'eating']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
5,103,5_meat_eat meat_meat available_crave,"['meat', 'eat meat', 'meat available', 'crave', 'crave meat', 'available', 'eat', 'people', 'people eat', 'eat meat available']","['I eat meat when it is available', 'I eat whatever meat is available', ""I eat meat when it's available""]"
6,101,6_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about health']"
7,78,7_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
8,72,8_avoid_avoid eating_meats avoid_processed,"['avoid', 'avoid eating', 'meats avoid', 'processed', 'avoid processed', 'meats', 'meat avoid', 'pork', 'processed meats avoid', 'meats avoid eating']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
