Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,517,OUTLIER,I love the taste of meat,I am chronically anemic,Some relatives hunt and eat game meats,I prefer beef for hamburgers and sloppy joes,I reduce meat when it is expensive
0,251,"meat, red meat, red, consumption, limit, try, meat consumption, cut, reducing, eat",I want to lower my meat intake,I try to minimize meat consumption,I have cut back on meat,I have reduced my beef consumption,I eliminated red meat from my diet
1,247,"chicken, fish, eat chicken, turkey, eat, chicken fish, chicken turkey, chicken eat, eat fish, eat chicken fish",I mostly eat chicken,I eat chicken for most meals,Chicken does not get stuck in my teeth,I think chicken is filling and low calorie,My family prefers eating chicken
2,204,"vegetarian, vegan, meals, vegetables, plantbased, vegetarian meals, picky, options, plantbased meals, foods",I do not control grocery shopping or meal planning,Vegetarian meals can be more interesting,Trying new vegetable recipes excites me,I plan to eat more vegetables,I prepare vegan meals for social occasions
3,174,"family, meat family, family eats, eats, family eats meat, eats meat, friends, meat, family friends, eat meat family",My children eat more meat than I do,My son and daughter-in-law eat mostly meat,Family plans meals around meat,My family eats meat daily,My family serves meat with every meal
4,164,"concerns, health, meat, red meat, red, unhealthy, health concerns, ethical, environmental, grassfed",I am concerned about altered meat products,I am concerned about soy and estrogen,Extra fat is not good for my liver,Health risks are associated with eating too much meat,Eating meat may cause physical illness
5,126,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,Social contacts are motivated by animal welfare,I am concerned about animal welfare,I want more humane animal treatment,I am concerned about animal pain
6,123,"husband, wife, friends, reasons, red meat, red, meat health, partner, meat, eats",My husband dislikes vegetable dishes,My wife cannot tolerate beef,My significant other has IBS,My boyfriend eats steak frequently,I eat more meat when my wife cooks
7,111,"avoid, avoid eating, pork, pork avoid, meats avoid, processed, avoid pork, meat avoid, avoid red, avoid red meat",I avoid foods that cause allergies,I avoid eating veal,I avoid greasy foods,We avoid fast food at home,I try to avoid beef
8,110,"want, weight, motivated, weight want, lose, motivated health, lose weight, healthy, health, lose weight want",I want to be healthier,I want to be as healthy as possible,I want to be healthy,I want more longevity,I want to regulate my weight
9,108,"expensive, meat expensive, prices, meat prices, cost, price, choices, meat, expensive meat, influences",Red meat is expensive,Red meat is more expensive than chicken,Meat expense is a concern for me,High meat prices reduce what I buy,Ethically-sourced meat is often too expensive
10,106,"health, cholesterol, concerned health, concerned, concerns, health concerns, health concerned, heart, cholesterol concerned, concerned health concerned",I have health concerns,I am concerned about health impacts,I discuss health risks with my friend,I have high blood pressure,My wife has liver issues
11,99,"like taste meat, like taste, meat meat, like, taste meat meat, taste meat, taste, meat tastes, tastes, meat",Meat tastes great with meals,Meat fills my family up faster,I feel a meal is incomplete without meat,Meat is the meal standard for me,Meat is a part of everyday life
12,98,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I need high protein intake,I want to consume a lot of protein,I want enough protein,I have a hard time getting enough protein
13,89,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I want to reduce environmental blueprint,I am concerned about the environment
14,79,"eat meat regularly, meat regularly eat, regularly eat, meat regularly, regularly, regularly eat meat, eat meat, eat, meat eat, meat eat meat",I eat more meat during special occasions,I am used to eating meat,I eat meat regularly,I keep kosher and eat kosher meat,I eat more meat during holidays
15,77,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, daily eat, daily, daily eat meat, eat meat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
16,75,"protein, protein meat, meat protein, source, eat meat protein, protein eat, protein source, source protein, protein eat meat, high protein",I see meat as a good protein source,I eat meat for protein,I choose meat as my protein source,White meat is high in protein,Meat has high protein and low carb
17,71,"habit, meat habit, eating, eating meat habit, eating meat, feels, meat feels, eating meat feels, habit eating, natural",Meat gets tiring when eaten too much,Christianity supports eating meat for me,Eating meat is a traditional habit for me,I feel guilty eating animals,My religious beliefs influence meat choices
18,67,"times, week eat, meat times, week, eat meat times, weekly eat, week eat meat, weekly, times week, times week eat",I eat meat five times per week,I eat red meat two times a week,I eat meat one to three times weekly,I eat meat four to five days weekly,I eat red meat up to twice a week
19,66,"crave, like, crave meat, meat crave, meat available, available, meat, like eating, eat meat available, available crave",I eat whatever I am craving,I question eating meat after seeing animal videos,I like eating meat,I eat 'cheat meals' when unprepared,I really like processed meats
20,62,"alternatives, dislike, substitutes, meat substitutes, meat alternatives, substitute, balance meat, balance, tofu, taste",I do not like beans,I balance meat with grains and beans,Meat substitutes do not taste like real meat,I dislike soy products,I substitute meat with cheese or eggs
21,61,"grew, grew eating, raised, grew eating meat, raised eating, eating meat, meat grew, eating, raised eating meat, meat grew eating",I was raised eating pork,I grew up in a hunting family,I grew up eating meat-centered meals,I grew up eating meat,I grew up eating meat regularly
22,60,"tradition, family, family tradition, eating meat family, meat family tradition, community, gatherings, meat family, culture, eating",Red meat is traditional in my culture,Meat eating is normal in my community,Meals and gatherings usually include meat,Meat is prevalent in my cultural cuisine,Meat is central in my family culture
23,56,"meat meals, eat meat meals, meals eat meat, meals eat, meals, meat meals eat, eat meat, dinner, include, include meat",I eat meat for dinner most days,I always include meat in my meals,I eat meat in most meals,I include meat in most meals,My typical meals usually include meat
24,54,"enjoy taste meat, enjoy taste, taste meat enjoy, meat enjoy taste, meat enjoy, enjoy, taste meat, taste, meat enjoy flavor, flavor",I enjoy the taste of meat,I enjoy the flavor of some meats,I enjoy pleasant meat aromas during cooking,I enjoy the flavor of meat,I enjoy having steak and ribs
25,53,"believe meat, believe, meat healthy, healthy, nutritious, essential, meat nutritious, meat, energy, necessary",Meat supports my strength training,I believe meat is necessary for health,Meat fuels my body,I believe eating meat is healthy,I believe meat is nutrient-rich
26,50,"enjoy eating meat, enjoy eating, meat enjoy eating, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, love, love eating",I enjoy eating meat,I get satisfaction from eating meat,I enjoy red meat,I love to eat meat,Eating meat is my favorite thing
27,50,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, eating meat social, contacts enjoy",Social contacts regulate red meat intake,Healthy eating is valued by social contacts,Social contacts find meat nutritious,Social contacts enjoy the taste of meat,Social contacts choose less fatty meats
28,50,"people, meat people, know, people eat, people eat meat, eat meat people, people know, know eat, people know eat, meat people eat",People around me eat meat regularly,Most people around me eat meat,Everyone in my life eats meat,People around me eat a lot of meat,People close to me like meat
