Topic,Count,Name,Representation,Representative_Docs
-1,790,-1_meat_eating_eating meat_taste meat,"['meat', 'eating', 'eating meat', 'taste meat', 'taste', 'enjoy', 'eat', 'enjoy taste meat', 'enjoy taste', 'eat meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,462,0_want_protein_want protein_weight,"['want', 'protein', 'want protein', 'weight', 'diet', 'plantbased', 'vegetables', 'meals', 'healthy', 'healthier']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
1,254,1_meat_easy_believe_good,"['meat', 'easy', 'believe', 'good', 'prefer', 'meat easy', 'protein', 'eating', 'meat tastes', 'tastes']","['Meat tastes good to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
2,201,2_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'chicken eat', 'prefer', 'fish eat']","['I eat mostly chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
3,169,3_avoid_avoid eating_pork_meat avoid,"['avoid', 'avoid eating', 'pork', 'meat avoid', 'eating', 'avoid meat', 'red', 'processed', 'meats avoid', 'meat']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
4,118,4_want_want reduce_reduce_eat meat,"['want', 'want reduce', 'reduce', 'eat meat', 'eat', 'cholesterol', 'meat want', 'meat', 'want avoid', 'stopped']","['I want to reduce cholesterol', 'I want to reduce cholesterol', 'I want to reduce cholesterol']"
5,117,5_times_week_week eat_weekly,"['times', 'week', 'week eat', 'weekly', 'meat times', 'eat meat times', 'eat', 'weekly eat', 'times week', 'eat meat']","['I eat meat four or five times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
6,117,6_regularly_meat regularly_eats_eats meat,"['regularly', 'meat regularly', 'eats', 'eats meat', 'meat meal', 'family', 'meal', 'family eats meat', 'family eats', 'eat meat regularly']","['My family eats meat regularly', 'My family eats meat regularly', 'My family eats meat regularly']"
7,109,7_family_meat family_tradition_meat,"['family', 'meat family', 'tradition', 'meat', 'eating meat family', 'family tradition', 'eating meat', 'eating', 'family eats', 'meat family tradition']","['Eating meat is family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
8,109,8_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I am a vegetarian', 'I am vegetarian', 'I am vegetarian']"
9,106,9_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,101,10_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
11,86,11_eat meat_eat_meat meals_eat meat meals,"['eat meat', 'eat', 'meat meals', 'eat meat meals', 'people', 'people know', 'people know eat', 'know eat', 'know', 'know eat meat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
12,82,12_protein_meat protein_eat meat protein_meat,"['protein', 'meat protein', 'eat meat protein', 'meat', 'protein meat', 'eat meat', 'provides', 'meat provides', 'protein eat meat', 'protein eat']","['I eat meat to get protein', 'I eat meat for protein', 'I eat meat for protein']"
13,78,13_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
14,70,14_red meat_red_limit red_limit red meat,"['red meat', 'red', 'limit red', 'limit red meat', 'red meat consumption', 'meat', 'limit', 'cut red', 'cut red meat', 'cut']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
15,69,15_meat_meat available_eat meat_crave,"['meat', 'meat available', 'eat meat', 'crave', 'available', 'eat', 'people eat', 'crave meat', 'people', 'eat meat available']","['I eat meat when it is available', 'I eat whatever meat is available', ""I eat meat when it's available""]"
