Topic,Count,Name,Representation,Representative_Docs
-1,664,-1_meat_eating_eating meat_social,"['meat', 'eating', 'eating meat', 'social', 'contacts', 'social contacts', 'people', 'enjoy', 'love', 'habit']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
0,244,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'eat', 'chicken fish', 'chicken eat', 'chicken turkey', 'prefer', 'eat fish']","['I eat more chicken and fish now', 'I eat chicken and fish', 'I eat chicken and fish']"
1,232,1_consumption_meat_red meat_red,"['consumption', 'meat', 'red meat', 'red', 'meat consumption', 'limit', 'try', 'cut', 'reduce', 'reducing']","['I try to limit my meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
2,210,2_expensive_meat_meat expensive_choices,"['expensive', 'meat', 'meat expensive', 'choices', 'prices', 'meat prices', 'cost', 'influences', 'convenient', 'eating']","['Meat is expensive for me', 'Meat can be expensive for me', 'Meat is expensive for me']"
3,154,3_protein_meat protein_believe_protein meat,"['protein', 'meat protein', 'believe', 'protein meat', 'believe meat', 'meat', 'source', 'iron', 'eat meat protein', 'meat good']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
4,123,4_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
5,122,5_husband_wife_meat health_reasons,"['husband', 'wife', 'meat health', 'reasons', 'red meat', 'red', 'meat', 'meat husband', 'friends', 'partner']","['My mom eats less meat for health reasons', 'Some social contacts avoid meat for health reasons', 'People avoid red meat for health reasons']"
6,111,6_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'motivated health', 'lose weight', 'healthy', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
7,110,7_family_family eats_family eats meat_eats,"['family', 'family eats', 'family eats meat', 'eats', 'eats meat', 'meat family', 'meat family eats', 'meat', 'eats meat family', 'eats meat regularly']","['My family eats meat', 'My family eats more meat', 'Everyone in my family eats meat']"
8,110,8_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'years', 'vegan vegetarian', 'friends', 'vegetarian vegan', 'veganism']","['I am vegetarian', 'I am a vegetarian', 'I am vegetarian']"
9,107,9_health_cholesterol_concerned health_concerned,"['health', 'cholesterol', 'concerned health', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'concerned health concerned', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
10,105,10_avoid_avoid eating_pork_pork avoid,"['avoid', 'avoid eating', 'pork', 'pork avoid', 'meats avoid', 'processed', 'avoid pork', 'avoid red meat', 'avoid red', 'meat avoid']","['I avoid pork', 'I sometimes avoid pork', 'I avoid pork']"
11,99,11_health_concerns_red meat_red,"['health', 'concerns', 'red meat', 'red', 'unhealthy', 'health concerns', 'meat', 'meat unhealthy', 'digestive', 'concerns red']","['I have health concerns about red meat', 'Health concerns about red meat', 'I have health concerns about red meat']"
12,96,12_friends_family_friends eat_friends eat meat,"['friends', 'family', 'friends eat', 'friends eat meat', 'meat friends', 'family friends', 'friends family', 'family friends eat', 'friends family eat', 'eat meat']","['My family and friends eat meat regularly', 'Family and friends eat meat regularly', 'Family and friends eat meat regularly']"
13,94,13_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
14,93,14_times_week eat_week_meat times,"['times', 'week eat', 'week', 'meat times', 'eat meat times', 'week eat meat', 'weekly', 'eat', 'weekly eat', 'times week']","['I eat meat five times per week', 'I eat meat four times a week', 'I eat meat a few times a week']"
15,92,15_dislike_meals_picky_picky eater,"['dislike', 'meals', 'picky', 'picky eater', 'meat', 'like', 'meatfree', 'eater', 'meat dislike', 'meatless']","['I am a picky eater', 'I am a picky eater', 'I am a picky eater']"
16,88,16_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
17,84,17_like taste meat_like taste_meat meat_like,"['like taste meat', 'like taste', 'meat meat', 'like', 'taste meat meat', 'taste meat', 'meat tastes', 'taste', 'tastes', 'incomplete']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
