Topic,Count,Name,Representation,Representative_Docs
-1,668,-1_meat_enjoy_eat_eat meat,"['meat', 'enjoy', 'eat', 'eat meat', 'eating', 'taste meat', 'taste', 'eating meat', 'enjoy taste meat', 'enjoy taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,376,0_meat_red meat_red_consumption,"['meat', 'red meat', 'red', 'consumption', 'try', 'eat', 'meat consumption', 'eating', 'limit', 'reducing']","['I try to limit meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
1,368,1_family_meat_social_meat family,"['family', 'meat', 'social', 'meat family', 'friends', 'eats', 'contacts', 'social contacts', 'family eats', 'eats meat']","['All my family eats meat', 'My family eats more meat', 'My family eats meat with me']"
2,356,2_vegetarian_meals_vegan_plantbased,"['vegetarian', 'meals', 'vegan', 'plantbased', 'eating', 'vegetables', 'habit', 'like', 'eating meat', 'meat']","['I became vegetarian', 'I am vegetarian', 'I am vegetarian']"
3,247,3_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'eat fish', 'prefer']","['I mostly eat chicken', 'I eat mostly chicken', 'I mostly eat chicken']"
4,164,4_concerns_meat_health_red meat,"['concerns', 'meat', 'health', 'red meat', 'red', 'environmental', 'health concerns', 'unhealthy', 'ethical', 'concerned']","['I have health concerns about red meat', 'Health concerns about red meat', 'I have health concerns about red meat']"
5,153,5_protein_meat protein_believe_meat,"['protein', 'meat protein', 'believe', 'meat', 'believe meat', 'protein meat', 'source', 'iron', 'eat meat protein', 'meat good']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
6,126,6_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
7,123,7_husband_wife_meat_friends,"['husband', 'wife', 'meat', 'friends', 'red meat', 'red', 'reasons', 'meat health', 'eats', 'partner']","['My mom eats less meat for health reasons', 'Some social contacts avoid meat for health reasons', 'People avoid red meat for health reasons']"
8,111,8_avoid_avoid eating_pork_pork avoid,"['avoid', 'avoid eating', 'pork', 'pork avoid', 'meats avoid', 'processed', 'avoid pork', 'meat avoid', 'eating', 'avoid red']","['I avoid pork', 'I avoid pork', 'I avoid pork']"
9,110,9_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'motivated health', 'health', 'healthy', 'lose weight', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
10,108,10_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'cost', 'meat', 'price', 'choices', 'expensive meat', 'influences']","['Meat can be expensive for me', 'Meat is expensive', 'Meat is very expensive']"
11,106,11_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'cholesterol concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
12,99,12_like taste meat_like taste_meat meat_like,"['like taste meat', 'like taste', 'meat meat', 'like', 'meat', 'taste meat', 'taste', 'taste meat meat', 'meat tastes', 'tastes']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
13,98,13_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
14,89,14_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
15,79,15_eat meat regularly_meat regularly_regularly eat_regularly,"['eat meat regularly', 'meat regularly', 'regularly eat', 'regularly', 'meat regularly eat', 'eat meat', 'eat', 'regularly eat meat', 'meat', 'meat eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
16,77,16_day eat_day_day eat meat_meat day eat,"['day eat', 'day', 'day eat meat', 'meat day eat', 'meat day', 'eat meat day', 'daily eat', 'daily', 'eat meat', 'daily eat meat']","['I eat meat every day', 'I eat meat every day', 'I eat meat at least once a day']"
