Topic,Count,Name,Representation,Representative_Docs
-1,447,-1_meat_taste meat_taste_enjoy,"['meat', 'taste meat', 'taste', 'enjoy', 'eating', 'eating meat', 'enjoy taste meat', 'enjoy taste', 'eat', 'meat enjoy']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,915,0_meat_family_eat meat_eat,"['meat', 'family', 'eat meat', 'eat', 'eating', 'eating meat', 'protein', 'eats', 'eats meat', 'meat meat']","['I eat meat often', 'I eat meat', 'I eat meat']"
1,467,1_want_protein_diet_weight,"['want', 'protein', 'diet', 'weight', 'want protein', 'plantbased', 'vegetables', 'meals', 'healthy', 'healthier']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
2,277,2_red meat_red_meat_reduce,"['red meat', 'red', 'meat', 'reduce', 'avoid', 'meat health', 'reasons', 'want', 'health', 'eat']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat']"
3,256,3_meat_expensive_meat expensive_health,"['meat', 'expensive', 'meat expensive', 'health', 'concerned', 'eating', 'concerns', 'unhealthy', 'choices', 'prices']","['Meat is too expensive', 'Meat is expensive for me', 'Meat is very expensive']"
4,207,4_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'eat', 'chicken fish', 'beef', 'chicken turkey', 'prefer', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
5,145,5_eat meat_eat_day_eat meat day,"['eat meat', 'eat', 'day', 'eat meat day', 'meat day', 'meat', 'daily', 'meat daily', 'eat meat daily', 'meat meals']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
6,109,6_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'friends', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'vegetarian vegan']","['I am a vegetarian', 'I am a vegetarian', 'I am vegetarian']"
7,101,7_week_times_week eat_eat,"['week', 'times', 'week eat', 'eat', 'meat times', 'times week', 'weekly', 'eat meat times', 'eat meat', 'times week eat']","['I eat meat a few times a week', 'I eat meat three or four times a week', 'I eat meat a few times a week']"
8,100,8_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
9,97,9_consumption_meat consumption_meat_limit meat,"['consumption', 'meat consumption', 'meat', 'limit meat', 'limit', 'reducing', 'reducing meat', 'reduce', 'reduce meat consumption', 'reduce meat']","['I am reducing meat consumption', 'I try to limit meat consumption', 'I try to limit my meat consumption']"
10,93,10_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'animal welfare concerned', 'welfare concerned', 'concerned', 'welfare concerned animal', 'animals']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
11,83,11_avoid_avoid eating_meats avoid_processed,"['avoid', 'avoid eating', 'meats avoid', 'processed', 'meats', 'pork', 'avoid processed', 'eating', 'meat avoid', 'meats avoid eating']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
12,83,12_dislike_like_limited_hard,"['dislike', 'like', 'limited', 'hard', 'meat', 'meat dislike', 'taste', 'options', 'pork', 'alternatives']","['I dislike the taste of fish', 'I dislike the taste of some meats', 'I dislike the taste of beef and pork']"
13,78,13_concerned_environmental_impact_environmental impact,"['concerned', 'environmental', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
