Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,447,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I have no moral issues eating meat,I do not control grocery shopping or meal planning
0,915,"meat, family, eat meat, eat, eating, eating meat, protein, eats, eats meat, meat meat",I eat more meat during holidays,"I seek organic, pasture-raised, grass-fed meat",I grew up eating a lot of meat,Meat-eating is ingrained in our behavior,My community farms and hunts meat
1,467,"want, protein, diet, weight, want protein, plantbased, vegetables, meals, healthy, healthier",I am open to trying new meats,I think moderation is important,Protein is important to me,My spouse values protein for fitness,I want optimal health from protein and iron
2,277,"red meat, red, meat, reduce, avoid, meat health, reasons, want, health, eat",My partner eats less meat now,My wife suggests eating less meat,I want to eat less meat for health,My family supports me eating less meat,I eat less beef due to mad cow disease
3,256,"meat, expensive, meat expensive, health, concerned, eating, concerns, unhealthy, choices, prices",TV and commercials influence my meat choices,I feel moral unease about eating animals,Meat looks gross to me,I choose meat for quality and health,I am health conscious about meat choice
4,207,"chicken, eat chicken, fish, turkey, eat, chicken fish, beef, chicken turkey, prefer, eat chicken fish",I mostly eat chicken,"Meals usually include beef, chicken, or burgers","I eat chicken, beef, and pork",I save money buying chicken and pork,"I regularly eat chicken, fish, and turkey"
5,145,"eat meat, eat, day, eat meat day, meat day, meat, daily, meat daily, eat meat daily, meat meals",Most friends eat a lot of meat,I include meat in most meals,Most family members eat meat,Most people around me eat meat,Most family and friends eat meat
6,109,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",My family is vegetarian,I enjoy being a vegetarian,I partake in vegan meals at family gatherings,My dad and stepmom are vegetarians,I am happy with vegetarian meals
7,101,"week, times, week eat, eat, meat times, times week, weekly, eat meat times, eat meat, times week eat",I eat meat a few times a week,I eat red meat up to twice a week,I eat meat multiple times a week,I eat red meat 3-4 times weekly,I eat meat at least once daily
8,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about health,I am motivated by health reasons,I am motivated by health advice,I am concerned about my health
9,97,"consumption, meat consumption, meat, limit meat, limit, reducing, reducing meat, reduce, reduce meat consumption, reduce meat",I try to limit my meat consumption,I eat smaller portions of meat,I want to eliminate meat from my diet,I am trying to reduce meat consumption,My partner is also reducing meat consumption
10,93,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animal welfare concerned, welfare concerned, concerned, welfare concerned animal, animals",I am concerned about animal rights,I care about animal welfare,I consider animal intelligence,My mom cares about animal welfare,I am concerned about animal welfare
11,83,"avoid, avoid eating, meats avoid, processed, meats, pork, avoid processed, eating, meat avoid, meats avoid eating",I avoid eating fish,I lack recipes for other meats,I avoid eating swine,I avoid meat when I don't crave it,I avoid pork
12,83,"dislike, like, limited, hard, meat, meat dislike, taste, options, pork, alternatives",I dislike the taste of fish,My wife dislikes pork,My wife cannot tolerate beef,I miss meat when I do not eat it,I do not like the taste of meat
13,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
