Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,356,OUTLIER,I grew up eating meat,I grew up eating meat at meals,I was raised on a farm,Doctor recommended I eat lean beef,I eat lean beef to reduce fat
0,871,"meat, eat, eat meat, meals, meats, health, eating, feel, eating meat, meal",I am concerned about soy and estrogen,I sometimes think about health risks of meat,I aim to reduce meat consumption,Meat is convenient,I try to reduce meat consumption
1,446,"family, meat, friends, social, meat family, contacts, eats, social contacts, eat meat, family eats",Most friends eat a lot of meat,Friends and family eat less meat and pork,Most family and friends eat meat,Vegetarian friends avoid meat for health,My family enjoys eating meat
2,243,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, eat fish, prefer, chicken eat",I mostly eat chicken,I eat beef and chicken regularly,Beef and chicken are my most eaten meats,"I prefer beef, pork, and chicken","I eat chicken, beef, and pork"
3,203,"protein, want, want protein, meat protein, source, protein want, protein meat, iron, high protein, protein eat",I believe meat provides necessary protein,I want to get enough protein,I feel sick without protein,Meat is a good source of protein,High protein is important to me
4,186,"red, red meat, meat, eat red, eat red meat, cut, eating red, eating red meat, avoid, avoid red meat",Red meat is traditional in my culture,Red meat causes health complications for me,I feel better eating less red meat,I eat red meat a few times yearly,Family has concerns about red meat health effects
5,159,"eat meat, eat, day eat, day, times, day eat meat, meat day, meat day eat, eat meat day, daily",I eat meat three days a week,I eat meat two or three times weekly,I eat meat four to five nights weekly,I eat meat two to three times daily,I eat meat at least once a day
6,146,"want, weight, motivated, diet, healthy, healthier, health, lose, motivated health, lose weight",I want to avoid hunger,I want to lose weight,I want better health,I want healthy hair,I want to stay healthy
7,137,"vegetarian, vegan, vegetarian meals, meals, vegetarians, options, friends, vegetarian options, pescatarian, years",I sometimes have vegetarian meals,I am open to trying a vegan diet,My nephew is vegan,My dad and stepmom are vegetarians,I am happy with vegetarian meals
8,125,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, animals, concerned, animal welfare concerned, welfare concerned, welfare concerned animal",I am concerned about animal rights,I am in favor of animal rights,I consider animal intelligence,I approve eating animals if not cruel,My mom cares about animal welfare
9,121,"taste, taste meat, enjoy taste, enjoy taste meat, enjoy, taste meat enjoy, meat enjoy, meat enjoy taste, like taste, like taste meat",I dislike the taste of fish,I love the taste of meat,I did not like pork or beef taste,I like the taste of meat,I like the texture of meat
10,109,"health, concerned, cholesterol, concerned health, concerns, health concerns, concerned health concerned, health concerned, want, diabetes",I have health concerns,I am concerned about chemical additives,I want to lower my cholesterol,I am concerned about my health,I am concerned about health effects
11,107,"avoid, pork, beef, eat beef, avoid pork, pork avoid, beef avoid, avoid eating, eat, avoid beef",I avoid fatty meat portions,I believe pork is unclean,I avoid eating pork,I avoid eating beef and pork,I am not a fan of pork
12,86,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I want a smaller environmental footprint,I am concerned about environmental impacts,I am not concerned about climate change
13,82,"enjoy eating, enjoy, enjoy eating meat, meat enjoy eating, meat enjoy, eating meat, eating, eating meat enjoy, meat, meat like",I enjoy eating meat,I enjoy eating different kinds of meat,I eat foods I like,I get satisfaction from eating meat,I am obsessed with being a carnivore
14,81,"vegetables, plantbased, foods, plantbased meals, plantbased foods, meals, eat plantbased, eat vegetables, vegetable, veggie",One friend eats more fruits and vegetables,I think vegetables are more delicious,Trying new vegetable recipes excites me,I have easy access to fresh vegetables,I enjoy vegetables and salads
