Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,830,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,I eat meat every day
0,765,"meat, eat, meals, eat meat, beef, meats, avoid, meal, meat meals, health",Most recipes I know use meat,Alternative meats are expensive,Meat is expensive at every meal,Meat is the focal point of big meals,I believe meat is healthy and high protein
1,325,"family, meat, friends, meat family, eats, family eats, eats meat, family eats meat, eating, friends eat",My family stopped eating meat,A family member only eats white meat,My family eats meat frequently,I encourage family to eat organic meat,My family supports me eating less meat
2,255,"want, health, weight, concerned, cholesterol, motivated, concerned health, concerns, health concerns, diet",I want to regulate my weight,I aim for dietary balance,I want healthy hair,I want better health,I want to lose weight
3,248,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, eat fish, beef, prefer",I mostly eat chicken,My family prefers eating chicken,My household primarily eats chicken,Chicken is easy to cook and incorporate,We believe fish and chicken are healthier
4,227,"meat, feel, reducing, eating, reducing meat, consumption, eat, meat consumption, eating meat, eat meat",I sometimes reduce meat due to health issues,I considered reducing meat for weight loss,I have reduced my beef consumption,I eat less beef than I used to,I eat less meat than before
5,198,"red, red meat, meat, eat red meat, eat red, eating red, cut, eating red meat, avoid, avoid red",My parents rarely ate red meat,Suspicious smell or appearance discourages me,I avoid more than two servings of red meat weekly,I feel fish is healthier than red meat,I eat red meat up to twice weekly
6,186,"protein, want protein, want, meat protein, protein meat, source, protein want, high protein, high, meat",I feel sick without protein,I enjoy the protein in meat,I want protein for energy and focus,Meat provides essential amino acids,Meat is a good source of protein
7,135,"vegetarian, vegan, vegetarian meals, meals, vegetarians, options, friends, vegetarian options, pescatarian, years",Eating vegetarian is cheaper for me,Cheaper meals motivate vegetarian choices,I am happy with vegetarian meals,I lack confidence cooking vegetarian meals,I am vegetarian
8,128,"animal, animal welfare, welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I care about animal welfare,I am an animal welfare advocate,I watch animal welfare documentaries,I feel guilty about animal suffering
9,83,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, contacts eat meat, social contacts eat, friends, meat",Social contacts are concerned about heart disease,My social contacts follow similar eating habits,Friends avoid chemical additives in food,Social contacts follow the same meat habits,My social contacts do not limit meat at all
10,78,"times, eat meat, eat meat times, meat times, eat, week, week eat meat, week eat, weekly eat meat, weekly eat",I sometimes avoid meat for days,I eat white meat twice a week,I eat meat two to three times weekly,I eat meat two or three times weekly,I eat one serving of meat per day
