Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,399,OUTLIER,Most people I know eat meat,I eat meat at least once a day,I eat meat at least once daily,I was raised on a farm,I eat meat 1-2 times a day
0,231,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, parents, son",My family has always eaten meat,My family eats meat daily,My family eats meat regularly,Family eats healthier meat when possible,Family loves the flavor of meat
1,222,"social, contacts, social contacts, friends, people, people eat, community, friends eat, people eat meat, eat meat",I have vegetarian friends,Friends consider meat essential for meals,Social contacts vary in meat consumption habits,Some social contacts eat meat for protein,Friends are becoming vegetarians for health
2,199,"consumption, red meat, red, limit, meat consumption, cut, try, meat, reducing, reduce",I eat red meat less frequently,I try to reduce meat consumption,I eat less meat than most people,I eat less red meat,I limit meat consumption for financial reasons
3,173,"protein, want protein, want, meat protein, iron, protein want, eat meat protein, protein eat, need, protein meat",I prioritize eating high protein foods,I want to get enough protein,I want protein for energy and focus,I eat meat for protein,I get most of my protein from meat
4,123,"plantbased, meals, vegetables, vegetarian, vegetarian meals, plantbased meals, meatless, balance, balance meat, eat plantbased",I sometimes eat no meat,I include plant-based proteins in meals,I eat more plant-based foods,I am happy with vegetarian meals,I want to eat more plant-based foods
5,106,"health, concerned health, cholesterol, concerned, concerns, concerned health concerned, health concerned, health concerns, want reduce, heart",I have health concerns,I have had colon cancer,I am concerned about my health,I have acid reflux,I have dental problems
6,98,"fish, chicken, eat chicken, turkey, eat chicken fish, eat fish, chicken fish, fish eat, eat, chicken turkey",I eat more chicken and fish now,I eat more chicken and fish,I mainly eat chicken or fish,I eat chicken and fish,I eat fried chicken and fried fish
7,93,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat expensive meat, limited",Red meat is expensive,Beef is expensive,Eating less meat is hard in this economy,Meat is expensive at every meal,Rising meat prices
8,85,"times, week, week eat, meat times, eat meat times, weekly, weekly eat, week eat meat, times week, times week eat",I eat meat five times per week,I eat meat four or five times a week,I eat meat one to three times weekly,I eat meat three to four times weekly,I eat meat three or four times a week
9,82,"wife, husband, partner, prefers, boyfriend, meat husband, eats, meat wife, wife eats, husband prefers",My husband avoids red meat,My significant other has Crohn's,My partner limits meat consumption,I share meat-eating habits with my partner,My partner is also reducing meat consumption
10,82,"environmental, impact, concerned, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I am concerned about environmental impact,I am concerned about environmental impacts,I am curious about environmental impact,Environmental concerns make me sad
11,77,"diet, balanced, new, balanced diet, variety, food, new meats, trying new, mindful, try",I want a more balanced diet,"I want a balanced, healthy diet",I want a balanced diet,I am more mindful about portion sizes,I am considering portion control
