Topic,Count,Name,Representation,Representative_Docs
-1,399,-1_eat_meat_chicken_day,"['eat', 'meat', 'chicken', 'day', 'eat meat', 'meats', 'meat eat', 'eating', 'people know', 'know']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
0,231,0_family_family eats_eats_meat family,"['family', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat family eats', 'meat', 'parents', 'son']","['My family eats meat with me', 'My family eats meat', 'Everyone in my family eats meat']"
1,222,1_social_contacts_social contacts_friends,"['social', 'contacts', 'social contacts', 'friends', 'people', 'people eat', 'community', 'friends eat', 'people eat meat', 'eat meat']","['Most social contacts eat meat', 'My social contacts eat meat regularly', 'Social contacts eat meat regularly']"
2,199,2_consumption_red meat_red_limit,"['consumption', 'red meat', 'red', 'limit', 'meat consumption', 'cut', 'try', 'meat', 'reducing', 'reduce']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
3,173,3_protein_want protein_want_meat protein,"['protein', 'want protein', 'want', 'meat protein', 'iron', 'protein want', 'eat meat protein', 'protein eat', 'need', 'protein meat']","['I want enough protein', 'I want to get enough protein', 'I want more protein']"
4,123,4_plantbased_meals_vegetables_vegetarian,"['plantbased', 'meals', 'vegetables', 'vegetarian', 'vegetarian meals', 'plantbased meals', 'meatless', 'balance', 'balance meat', 'eat plantbased']","['I try to balance meat with vegetables', 'I eat more vegetables now', 'I sometimes have vegetarian meals']"
5,106,5_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'concerns', 'concerned health concerned', 'health concerned', 'health concerns', 'want reduce', 'heart']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
6,98,6_fish_chicken_eat chicken_turkey,"['fish', 'chicken', 'eat chicken', 'turkey', 'eat chicken fish', 'eat fish', 'chicken fish', 'fish eat', 'eat', 'chicken turkey']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish']"
7,93,7_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'price', 'meat expensive meat', 'limited']","['Meat is too expensive', 'Meat is sometimes expensive', 'Meat is expensive']"
8,85,8_times_week_week eat_meat times,"['times', 'week', 'week eat', 'meat times', 'eat meat times', 'weekly', 'weekly eat', 'week eat meat', 'times week', 'times week eat']","['I eat meat three times a week', 'I eat meat 2-4 times a week', 'I eat meat four times a week']"
9,82,9_wife_husband_partner_prefers,"['wife', 'husband', 'partner', 'prefers', 'boyfriend', 'meat husband', 'eats', 'meat wife', 'wife eats', 'husband prefers']","['My husband prefers eating meat', 'My wife prefers red meat', 'My wife eats the same as I do']"
