Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,551,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,I prefer beef for hamburgers and sloppy joes
0,605,"family, meat, friends, social, eats, meat family, eat meat, contacts, social contacts, eat",My family likes meat,My family includes meat in their meals,My family eats meat traditionally,My family eats all types of meat,All my family eats meat
1,339,"meat, expensive, eating, eating meat, habit, meat expensive, choices, feel, meat habit, prices",Red meat is expensive,Financial cost affects meat choices,Meat is expensive at every meal,Ethically-sourced meat is often too expensive,Meat price influences my choices
2,239,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken eat, chicken turkey, eat fish, prefer",I choose chicken and turkey for health,I incorporate fish weekly,"I prefer chicken, beef, and bacon",I eat chicken and fish,I mostly eat chicken or turkey
3,237,"protein, want protein, want, believe, meat protein, protein meat, source, meat, believe meat, iron",I was advised to limit protein,I wish for enjoyable non-meat protein options,I want to get more protein,I want enough protein,I want protein for energy and focus
4,226,"meat, red meat, red, consumption, meat consumption, limit, try, cut, reduce, reducing",I feel less full without eating meat,I believe humans should eat less meat,I think eating less meat is healthier,I am trying to reduce meat eating,I am reducing animal product consumption
5,210,"avoid, pork, avoid eating, meat avoid, beef, eating, meat, red, red meat, processed",I avoid red meat and pork,I avoid eating animal products,I avoid processed meat,I avoid high animal fat options,I avoid eating red meat and pork
6,181,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, vegetarians, plantbased meals, balance, balance meat",My family is vegetarian,My nephew is vegan,I discuss meat-eating with vegans,No vegetarians in my social circle,I am happy with vegetarian meals
7,168,"eat, eat meat, meat, meat eat, regularly, eat meat regularly, meat regularly, crave, meat eat meat, regularly eat",I eat red meat occasionally,I eat beef regularly,I eat what is available,I occasionally enjoy steak at restaurants,I eat steak as a reward
8,132,"concerns, health, meat, red meat, red, environmental, health concerns, unhealthy, concerned, impact",I believe pork is unhealthy,Red meat upsets my stomach,I worry plant meat substitutes are highly processed,I am aware of ecological concerns from cattle production,Eating too much meat is unhealthy
9,123,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I am concerned about animal cruelty,I am sad about animal treatment on large farms,I want to limit animal suffering
10,106,"want, weight, motivated, lose, weight want, motivated health, healthy, lose weight, health, want healthy",I want to be healthier,I lost over 100 pounds eating this way,I want to be healthy,I want to stay healthy,I want to be as healthy as possible
11,101,"health, cholesterol, concerned, concerned health, concerns, health concerns, health concerned, concerned health concerned, heart, cholesterol concerned",I have health concerns,I am concerned about my health,I am concerned about health,I am concerned about health impacts,I discuss health risks with my friend
12,88,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am motivated by environmental concerns,I am concerned about chemical additives,I am concerned about environmental impact,I want a smaller environmental footprint
13,77,"diet, balanced, moderation, want, balanced diet, meat moderation, variety, eat healthier, mindful, healthier",I am very conscious about my diet,"We focus on a varied, balanced diet",I cannot stick to eating only salads,I want variety in my diet,I want to eat healthier
14,75,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, eat meat, daily eat, daily, daily eat meat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
