Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,502,OUTLIER,I eat meat regularly,I often do not eat any meat,I eat mostly meat,I grew up eating meat at meals,I like the taste of meat
0,614,"meat, eat meat, eat, family, eats, eats meat, family eats, friends, protein, regularly",My parents served meat with dinner,My family regularly eats meat,I am conscious of meat amount,My family serves meat with every meal,My friends and family eat meat regularly
1,408,"want, protein, want protein, diet, plantbased, vegetables, meals, healthy, healthier, foods",I want a high protein diet,I will eat more vegetables if prepared deliciously,I am concerned about soy and estrogen,I want high-quality protein,I am trying to eat more vegetables
2,248,"expensive, meat, meat expensive, eating, dislike, unhealthy, prices, meat prices, red meat, red",Changing family habits would be difficult,My husband dislikes vegetable dishes,I feel guilty eating animals,I dislike the taste of fish,I do not trust negative media about meat
3,201,"red meat, red, consumption, meat, meat consumption, limit, reduce, try, reducing, meat health",I wish I could be vegetarian,I want to eat less meat for health,My religion restricts some meats,My father reduced meat for health reasons,I wish I ate less meat
4,199,"chicken, eat chicken, fish, eat, turkey, chicken fish, chicken turkey, chicken eat, prefer, eat chicken fish",I eat chicken and fish,I eat more chicken and fish,I switch to poultry for burgers,I interchange meats with fish and chicken,I eat more fish and chicken
5,182,"meat, easy, good, believe, meat easy, meat tastes, meat feels, tastes, protein, meat good",Easy availability of healthy meat alternatives matters,Meat is easy to cook,Meat is easy to prepare,Meat is cheap,I believe meat is not bad for you
6,142,"avoid, avoid eating, pork, eating, processed, meats avoid, meat avoid, meat, meats, avoid processed",I avoid foods that cause allergies,I avoid animal antibiotics and hormones,I avoid eating veal,I avoid fatty and fried meats,I avoid greasy foods
7,118,"times, week, week eat, weekly, meat times, eat, eat meat times, weekly eat, times week, eat meat",I eat meat at least once a day,I eat meat at least once daily,I eat meat once or twice a week,I eat meat at least twice a day,I eat meat a few times a week
8,106,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegan, vegetarian vegetarian",My family is vegetarian,I often choose vegetarian options,My sister is a vegetarian,I am vegetarian,I became vegetarian
9,102,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, welfare concerned, animal welfare concerned, concerned, welfare concerned animal, animals",I am concerned about animal rights,I watch animal welfare documentaries,I am concerned about animal welfare,I want more humane animal treatment,I worry about animal welfare
10,101,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about health impacts,I have heart disease in my family,I am concerned about health,I am concerned about diabetes
11,78,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am environmentally conscious,I am concerned about the environment,I care about the environment,I am concerned about environmental impact
12,75,"eat meat, eat, meat meals, eat meat meals, people, people know, people know eat, know eat, know, meals",Most friends and family eat meat,My children eat more meat than I do,I eat meat at most meals,I eat meat for most meals,I include meat in most meals
13,71,"rarely, rarely eat, incomplete, feel, meat rarely, incomplete meat, meat, meat feel, eat, meat rarely eat",I sometimes eat no meat,I eat almost no beef,"I rarely eat steak, only every few months",I feel a meal is incomplete without meat,I rarely eat red meat
14,70,"stopped, meat eat, red meat, red, stopped eating, eat, meat, eat red meat, eat red, eating",I eat less meat than I used to,My husband eats less red meat,My wife eats less red meat,My partner eats less meat now,I eat more fish instead of meat
15,70,"enjoy taste meat, enjoy taste, enjoy, taste meat, meat enjoy, taste meat enjoy, meat enjoy taste, taste, meat, flavor",I enjoy the taste of meat,I enjoy meat,Housemates enjoy the taste of meat,People around me like the taste of meat,People close to me like meat
16,62,"meat family, family, prefer, enjoys, eating meat, eating, meat, meat prefer, enjoys eating meat, enjoys eating",My husband loves steak and pork,I prefer eating meat,My family enjoys eating meat,My child is a picky eater for meat,My husband prefers meals with meat
17,59,"enjoy eating, meat enjoy eating, enjoy eating meat, enjoy, meat enjoy, eating meat enjoy, eating meat, eating, meat love, meat like",I enjoy eating meat,I love eating meat,I love to eat meat,I like eating meat,I get satisfaction from eating meat
18,50,"weight, lose, lose weight, cholesterol, want lose, financial limitations, limitations, high, financial, want lose weight",Doctor required me to watch fat intake,I am trying to lose weight,I am concerned about cholesterol,I have financial limitations,Social contacts watch their weight
