key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,11,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,17,1.0,1.0
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,0,0.27754165176062634,0.27754165176062634
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,0,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,0,0.037982438157756204,0.037982438157756204
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,8,1.0,1.0
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,8,1.0,1.0
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,11,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.005549523806590179,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,16,1.0,1.0
242bdf6bc5bb0b94,1,I was raised on a farm,True,17,1.0,1.0
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,0,0.03742864636024329,0.03742864636024329
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,22,1.0,1.0
242bdf6bc5bb0b94,1,I am chronically anemic,True,3,0.07361976209867187,0.07040827242491723
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,0,0.8242082157275676,0.8242082157275676
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,9,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,10,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,15,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.005543760944234525,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,1,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,1,1.0,1.0
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,22,1.0,1.0
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,1,1.0,1.0
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,9,0.4399873417299776,0.4399873417299776
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,21,1.0,1.0
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,13,1.0,1.0
8f96fa223f234180,1,I eat meat whenever I choose to,True,-1,0.06152826077168078,
8f96fa223f234180,1,I eat more chicken and fish now,True,1,0.5110957231299867,0.5110957231299867
8f96fa223f234180,1,I have tried to cut back on red meat,True,2,0.03879148592037191,0.03879148592037191
8f96fa223f234180,1,I have tried to cut back on processed meat,True,2,0.036720896547711074,0.034517636402873926
8f96fa223f234180,1,I am concerned about my health,True,12,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,3,0.16323312276941307,0.16323312276941307
