Topic,Count,Name,Representation,Representative_Docs
-1,660,-1_enjoy_taste meat_taste_meat,"['enjoy', 'taste meat', 'taste', 'meat', 'environmental', 'impact', 'enjoy taste meat', 'enjoy taste', 'environmental impact', 'eating']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,358,0_family_friends_meat_eats,"['family', 'friends', 'meat', 'eats', 'family eats', 'eating', 'meat family', 'eating meat', 'eats meat', 'family eats meat']","['Everyone in my family eats meat', 'My family eats meat', 'My family eats meat with me']"
1,277,1_chicken_fish_eat chicken_pork,"['chicken', 'fish', 'eat chicken', 'pork', 'eat', 'turkey', 'chicken fish', 'beef', 'eat fish', 'chicken turkey']","['I eat more chicken and fish now', 'I eat more chicken and fish', 'I eat chicken and fish']"
2,197,2_red_red meat_meat_eat red meat,"['red', 'red meat', 'meat', 'eat red meat', 'eat red', 'cut', 'eating red', 'eating red meat', 'avoid red', 'avoid red meat']","['I eat less red meat', 'I eat less red meat now', 'I eat less red meat']"
3,197,3_want_weight_cholesterol_motivated,"['want', 'weight', 'cholesterol', 'motivated', 'diet', 'healthy', 'healthier', 'lose', 'motivated health', 'health']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
4,186,4_protein_want protein_want_source,"['protein', 'want protein', 'want', 'source', 'protein meat', 'protein want', 'meat protein', 'high protein', 'high', 'need']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
5,163,5_meals_meat_meals meat_include,"['meals', 'meat', 'meals meat', 'include', 'convenient', 'include meat', 'incomplete', 'meat tastes', 'meal', 'tastes']","['I include meat in most meals', 'I include meat in most meals', 'I include meat in most meals']"
6,137,6_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'alternatives', 'meat', 'cost', 'choices', 'substitutes', 'meat alternatives']","['Meat is too expensive', 'Meat is expensive', 'Meat is expensive for me']"
7,135,7_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'friends', 'years']","['I am vegetarian', 'I became vegetarian', 'I am a vegetarian']"
8,129,8_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
9,129,9_reducing_reducing meat_consumption_meat,"['reducing', 'reducing meat', 'consumption', 'meat', 'considered', 'meat consumption', 'reduced', 'reduce', 'eat meat', 'meat health']","['I considered reducing meat for my health', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
10,122,10_believe_believe meat_health_meat,"['believe', 'believe meat', 'health', 'meat', 'limit meat', 'limit', 'meat healthy', 'try limit', 'try limit meat', 'nutritious']","['I believe meat is nutritious', 'I believe meat is healthy', 'I believe meat is healthy']"
11,80,11_times_eat meat times_meat times_eat meat,"['times', 'eat meat times', 'meat times', 'eat meat', 'week', 'week eat meat', 'weekly eat meat', 'days', 'weekly eat', 'week eat']","['I eat meat four times a week', 'I eat meat 2-3 times a week', 'I eat meat a few times a week']"
12,72,12_health_concerned health_concerned_health concerns,"['health', 'concerned health', 'concerned', 'health concerns', 'concerns', 'concerned health concerned', 'health concerned', 'diabetes', 'heart', 'health concerned health']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
13,71,13_contacts_social contacts_social_meat social,"['contacts', 'social contacts', 'social', 'meat social', 'meat social contacts', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'eating meat social', 'taste meat social']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
14,71,14_feel_filling_moderation_meat,"['feel', 'filling', 'moderation', 'meat', 'feel better', 'better', 'eating', 'filling meat', 'meat filling', 'meat feel']","['Eating meat makes me feel better', 'I feel better eating less meat', 'I feel better eating less meat']"
15,69,15_eat meat day_meat day_day_eat meat,"['eat meat day', 'meat day', 'day', 'eat meat', 'meat day eat', 'day eat', 'meat daily', 'day eat meat', 'daily', 'eat meat daily']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
16,65,16_processed_processed meats_ethical_avoid,"['processed', 'processed meats', 'ethical', 'avoid', 'meats', 'avoid processed', 'avoid processed meats', 'farming', 'processed meat', 'ethically']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
17,64,17_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'eating meat', 'eating', 'meat grew', 'raised eating meat', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
18,62,18_buy_buy meat_meat_avoid,"['buy', 'buy meat', 'meat', 'avoid', 'available', 'meat available', 'eat', 'avoid fatty', 'meat sale', 'meat buy meat']","['I buy meat when it is on sale', 'I buy more meat when it is on sale', 'I buy meat on sale']"
19,56,19_eat meat meals_eat meat_meal eat_meat meal eat,"['eat meat meals', 'eat meat', 'meal eat', 'meat meal eat', 'meat meal', 'meat meals eat', 'meal eat meat', 'meals eat', 'eat meat meal', 'meat meals']","['I eat meat with most meals', 'I eat meat at most meals', 'I eat meat for most meals']"
20,53,20_crave_steak_meat crave_crave meat,"['crave', 'steak', 'meat crave', 'crave meat', 'husband', 'meat crave meat', 'eat steak', 'boyfriend', 'meat', 'eat meat crave']","['I crave meat sometimes', 'I crave meat', 'I do not crave steak']"
