Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,591,OUTLIER,I am concerned about climate change,I am not concerned about climate change,Doctor recommended I eat lean beef,I eat lean beef to reduce fat,I do not control grocery shopping or meal planning
0,247,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, eat fish, chicken eat, eat chicken fish",I eat chicken and fish,I eat poultry most of the time,I eat a lot of chicken,My aunts eat more fish for health,I can afford to buy fish
1,186,"red, red meat, eat red meat, eat red, cut, meat, eating red, eating red meat, avoid red meat, avoid red",I feel fish is healthier than red meat,I have not eaten red meat in 20 years,Red meat causes health complications for me,Some family avoid red meat for health,I eat less red meat
2,166,"expensive, prices, meat prices, meat expensive, meat, choices, alternatives, cost, meat easy, easy",Meat is very expensive,Meat prices distress me,Prices of beef have gone up,Meat is cost prohibitive,Meat is expensive at every meal
3,137,"family, family eats, eats, family eats meat, meat family, eats meat, meat family eats, meat, eating meat family, eats meat regularly",My family eats meat regularly,My family has always eaten meat,My family consumes lots of meat,My family eats a lot of meat,Meat fills my family up faster
4,137,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, vegetarian options, pescatarian, years, friends",I sometimes have vegetarian meals,I wish I could be vegetarian,My nephew is vegan,My dad and stepmom are vegetarians,I am happy with vegetarian meals
5,129,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, animals, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I would prefer less interaction with killing animals,I am concerned about animal cruelty,I am sensitive about animal harm
6,99,"reducing, reducing meat, consumption, meat consumption, limit meat, limit, try, reduce meat, considered, reduce",I am reducing meat consumption,I try to reduce meat consumption,I want to lower my meat intake,I am open to reducing meat consumption,I seek to reduce meat consumption
7,91,"protein, want protein, protein want, want, protein want protein, want protein want, need, protein diet, need protein, high protein",I want to get enough protein,I want enough protein,I want more protein for athletic needs,I aim to meet protein goals,I want to hit protein goals
8,83,"times, eat meat times, meat times, week, week eat, week eat meat, weekly eat meat, weekly eat, weekly, eat meat",I eat meat four or five times weekly,I eat meat two to three times daily,I eat meat at least twice a day,I eat meat once or twice daily,I eat meat three to four times weekly
