Topic,Count,Name,Representation,Representative_Docs
-1,591,-1_meat_eating_meals_iron,"['meat', 'eating', 'meals', 'iron', 'eating meat', 'eat', 'change', 'food', 'avoid', 'health']","['I am concerned about climate change', 'I am not concerned about climate change', 'I am concerned about climate change']"
0,247,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'eat fish', 'chicken eat', 'eat chicken fish']","['I eat mostly chicken and fish', 'I eat more chicken and fish', 'I eat more chicken and fish now']"
1,186,1_red_red meat_eat red meat_eat red,"['red', 'red meat', 'eat red meat', 'eat red', 'cut', 'meat', 'eating red', 'eating red meat', 'avoid red meat', 'avoid red']","['I eat less red meat now', 'I eat less red meat', 'I eat less red meat']"
2,166,2_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'meat', 'choices', 'alternatives', 'cost', 'meat easy', 'easy']","['Meat is expensive', 'Meat is very expensive', 'Meat is sometimes expensive']"
3,137,3_family_family eats_eats_family eats meat,"['family', 'family eats', 'eats', 'family eats meat', 'meat family', 'eats meat', 'meat family eats', 'meat', 'eating meat family', 'eats meat regularly']","['My family eats meat', 'My family eats meat', 'My family eats more meat']"
4,137,4_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'years', 'friends']","['I am vegetarian', 'I am vegetarian', 'I became vegetarian']"
5,129,5_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'animals', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
6,99,6_reducing_reducing meat_consumption_meat consumption,"['reducing', 'reducing meat', 'consumption', 'meat consumption', 'limit meat', 'limit', 'try', 'reduce meat', 'considered', 'reduce']","['I try to limit my meat consumption', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
7,91,7_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'protein diet', 'need protein', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
8,83,8_times_eat meat times_meat times_week,"['times', 'eat meat times', 'meat times', 'week', 'week eat', 'week eat meat', 'weekly eat meat', 'weekly eat', 'weekly', 'eat meat']","['I eat meat three or four times a week', 'I eat meat four or five times a week', 'I eat meat five times per week']"
9,82,9_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'eat meat protein', 'protein source', 'source protein', 'high protein', 'meat good', 'high']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
10,75,10_eat meat day_meat day_day_day eat,"['eat meat day', 'meat day', 'day', 'day eat', 'meat day eat', 'day eat meat', 'meat daily', 'eat meat daily', 'daily', 'eat meat']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
11,74,11_meat regularly eat_eat meat regularly_regularly eat_meat regularly,"['meat regularly eat', 'eat meat regularly', 'regularly eat', 'meat regularly', 'regularly', 'regularly eat meat', 'eat meat', 'eat', 'meat eat', 'meat eat meat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,71,12_concerned health_health_concerned_health concerns,"['concerned health', 'health', 'concerned', 'health concerns', 'concerned health concerned', 'health concerned', 'concerns', 'diabetes', 'heart', 'health concerned health']","['I am concerned about health', 'I am concerned about health', 'I am concerned about my health']"
13,68,13_meals_meals meat_include_incomplete,"['meals', 'meals meat', 'include', 'incomplete', 'include meat', 'incomplete meat', 'meat meals', 'meal', 'include meat meals', 'feel']","['I include meat in most meals', 'I include meat in most meals', 'I include meat in most meals']"
14,64,14_contacts_social contacts_social_meat social,"['contacts', 'social contacts', 'social', 'meat social', 'meat social contacts', 'contacts eat', 'contacts eat meat', 'social contacts eat', 'taste meat social', 'eating meat social']","['My social contacts eat meat regularly', 'Social contacts eat meat regularly', 'Most social contacts eat meat']"
15,62,15_enjoy taste meat_enjoy taste_meat enjoy_meat enjoy taste,"['enjoy taste meat', 'enjoy taste', 'meat enjoy', 'meat enjoy taste', 'taste meat enjoy', 'enjoy', 'taste meat', 'taste', 'texture', 'texture meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
16,60,16_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'eating meat grew']","['I grew up eating meat', 'We grew up eating meat', 'I grew up eating meat']"
17,58,17_weight_want_lose_weight want,"['weight', 'want', 'lose', 'weight want', 'lose weight', 'diet', 'balanced', 'want lose', 'diet want', 'balanced diet']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
18,57,18_eat meat meals_meat meal eat_meal eat_meat meals eat,"['eat meat meals', 'meat meal eat', 'meal eat', 'meat meals eat', 'meal eat meat', 'meals eat', 'meat meal', 'eat meat meal', 'meat meals', 'meals eat meat']","['I eat meat with most meals', 'I eat meat at most meals', 'I eat meat with most meals']"
19,51,19_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'eat meat people', 'people know', 'people know eat', 'know eat', 'meat people eat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
20,51,20_feel_filling_feel better_better,"['feel', 'filling', 'feel better', 'better', 'filling meat', 'meat filling', 'meat meat', 'meat fills', 'fills', 'eating meat meat']","['I feel better eating less meat', 'I feel better eating less meat', 'Eating meat makes me feel better']"
