Topic,Count,Name,Representation,Representative_Docs
-1,521,-1_meat_meals_cook_eating,"['meat', 'meals', 'cook', 'eating', 'home', 'filling', 'eating meat', 'food', 'eat', 'change']","['Meat tastes good to me', 'I cook meat at home', 'I am concerned about climate change']"
0,251,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'eat fish', 'chicken eat', 'eat chicken fish']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat more chicken and fish']"
1,204,1_protein_want protein_want_meat protein,"['protein', 'want protein', 'want', 'meat protein', 'source', 'protein want', 'protein meat', 'iron', 'high protein', 'protein eat']","['I want protein', 'I want enough protein', 'I want to get enough protein']"
2,190,2_red_red meat_eat red_eat red meat,"['red', 'red meat', 'eat red', 'eat red meat', 'cut', 'eating red', 'meat', 'eating red meat', 'avoid red', 'avoid red meat']","['I eat less red meat', 'I eat less red meat now', 'I eat less red meat']"
3,138,3_family_family eats_eats_family eats meat,"['family', 'family eats', 'eats', 'family eats meat', 'meat family', 'eats meat', 'meat family eats', 'meat', 'eats meat regularly', 'family members']","['My family eats meat', 'My family eats meat', 'All my family eats meat']"
4,135,4_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'vegetarian options', 'pescatarian', 'years', 'friends']","['I became vegetarian', 'I am vegetarian', 'I am vegetarian']"
5,106,5_reducing_reducing meat_consumption_meat consumption,"['reducing', 'reducing meat', 'consumption', 'meat consumption', 'limit meat', 'limit', 'considered', 'reduce meat', 'reduce', 'try']","['I try to limit meat consumption', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
6,88,6_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'choices', 'cost', 'price', 'meat choices', 'expensive meat', 'influences']","['Meat is expensive', 'Meat is too expensive', 'Meat is sometimes expensive']"
7,82,7_animals_animal_eating animals_care,"['animals', 'animal', 'eating animals', 'care', 'rights', 'animal rights', 'care animal', 'concerned animal', 'welfare', 'animal welfare']","['I care about animal welfare', 'I care about animal welfare', 'I care about animal welfare']"
8,80,8_times_eat meat times_meat times_week,"['times', 'eat meat times', 'meat times', 'week', 'week eat', 'week eat meat', 'weekly eat meat', 'weekly eat', 'weekly', 'times week']","['I eat meat five times per week', 'I eat meat 2-4 times a week', 'I eat meat about three times a week']"
9,72,9_concerned health_health_concerned_health concerns,"['concerned health', 'health', 'concerned', 'health concerns', 'concerned health concerned', 'health concerned', 'concerns', 'diabetes', 'heart', 'health concerned health']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
10,68,10_weight_want_diet_lose,"['weight', 'want', 'diet', 'lose', 'lose weight', 'weight want', 'balanced', 'diet want', 'want lose', 'balanced diet']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
11,64,11_contacts_social contacts_social_meat social,"['contacts', 'social contacts', 'social', 'meat social', 'meat social contacts', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'taste meat social', 'eating meat social']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
12,63,12_meat regularly eat_eat meat regularly_regularly eat_meat regularly,"['meat regularly eat', 'eat meat regularly', 'regularly eat', 'meat regularly', 'regularly eat meat', 'regularly', 'eat meat', 'meat eat meat', 'eat', 'meat eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
13,61,13_tradition_family tradition_family_cultural,"['tradition', 'family tradition', 'family', 'cultural', 'meat family tradition', 'eating meat family', 'gatherings', 'meat family', 'culture', 'include']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
14,61,14_enjoy taste meat_enjoy taste_meat enjoy taste_taste meat enjoy,"['enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'taste meat enjoy', 'meat enjoy', 'enjoy', 'taste meat', 'taste', 'texture', 'texture meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
15,60,15_eat meat meals_meal eat_meat meal eat_meat meals eat,"['eat meat meals', 'meal eat', 'meat meal eat', 'meat meals eat', 'meal eat meat', 'meals eat', 'meat meal', 'eat meat meal', 'meat meals', 'meals eat meat']","['I eat meat with almost every meal', 'I eat meat at every meal', 'I eat meat at every meal']"
16,59,16_include_include meat_meat easy_convenient,"['include', 'include meat', 'meat easy', 'convenient', 'meals', 'easy', 'meat convenient', 'include meat meals', 'meals meat', 'meat easy cook']","['I always include meat in my meals', 'I include meat in most meals', 'I include meat in most meals']"
17,55,17_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'eating meat grew']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
18,52,18_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'eat meat people', 'people know', 'people know eat', 'know eat', 'meat people eat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
19,51,19_feel_better_feel better_helps,"['feel', 'better', 'feel better', 'helps', 'meat helps', 'energy', 'eating meat', 'eating', 'feel energized', 'energized']","['Eating meat makes me feel better', 'I feel better eating less meat', 'I feel better eating less meat']"
20,47,20_habit_meat habit_habit eating meat_habit eating,"['habit', 'meat habit', 'habit eating meat', 'habit eating', 'eating meat habit', 'meat feels', 'feels', 'eating meat', 'eating meat feels', 'eating']","['Eating meat is a habit for me', 'Eating meat is a habit', 'Eating meat is a habit for me']"
21,45,21_taste meat_taste_like taste meat_meat like taste,"['taste meat', 'taste', 'like taste meat', 'meat like taste', 'like taste', 'taste meat love', 'love taste', 'taste meat like', 'love taste meat', 'meat love taste']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
22,44,22_animal welfare_welfare_concerned animal welfare_concerned animal,"['animal welfare', 'welfare', 'concerned animal welfare', 'concerned animal', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal', 'animal', 'concerned', 'welfare family']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
23,43,23_enjoy eating meat_enjoy eating_meat enjoy eating_eating meat enjoy,"['enjoy eating meat', 'enjoy eating', 'meat enjoy eating', 'eating meat enjoy', 'enjoy', 'meat enjoy', 'eating meat', 'eating', 'meat', 'enjoy meat']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
