Topic,Count,Name,Representation,Representative_Docs
-1,536,-1_meat_eat meat_eat_eating,"['meat', 'eat meat', 'eat', 'eating', 'day', 'eating meat', 'people', 'meat day', 'eat meat day', 'taste']","['I eat meat at least once a day', 'I eat meat almost every day', 'I eat meat at least once a day']"
0,395,0_meat_eat meat_eat_meals,"['meat', 'eat meat', 'eat', 'meals', 'meat meals', 'meal', 'habit', 'regularly', 'eat meat regularly', 'meat regularly']","['I eat mostly meat', 'I sometimes eat no meat', 'I mostly eat meat']"
1,360,1_family_meat family_social_meat,"['family', 'meat family', 'social', 'meat', 'friends', 'eats', 'contacts', 'social contacts', 'family eats', 'eats meat']","['Everyone in my family eats meat', 'My family eats meat', 'My family eats meat with me']"
2,281,2_avoid_pork_avoid eating_meat,"['avoid', 'pork', 'avoid eating', 'meat', 'eating', 'red', 'red meat', 'meat avoid', 'alternatives', 'beef']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
3,251,3_meat_red meat_red_consumption,"['meat', 'red meat', 'red', 'consumption', 'try', 'meat consumption', 'limit', 'cut', 'eat', 'reducing']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
4,245,4_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'eat fish', 'eat chicken fish']","['I eat mostly chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
5,134,5_husband_wife_meat_red meat,"['husband', 'wife', 'meat', 'red meat', 'red', 'meat health', 'eats', 'reasons', 'friends', 'meat husband']","['Some social contacts avoid meat for health reasons', 'My mom eats less meat for health reasons', 'People avoid red meat for health reasons']"
6,123,6_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
7,120,7_protein_believe_protein meat_meat protein,"['protein', 'believe', 'protein meat', 'meat protein', 'believe meat', 'source', 'meat', 'eat meat protein', 'meat good', 'meat healthy']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
8,114,8_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'years', 'friends', 'vegan vegetarian', 'options', 'veganism']","['I am vegetarian', 'I became vegetarian', 'I am a vegetarian']"
9,106,9_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'concerned health concerned', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
10,105,10_health_concerns_environmental_health concerns,"['health', 'concerns', 'environmental', 'health concerns', 'meat', 'red meat', 'red', 'unhealthy', 'impact', 'concerned']","['I have health concerns about red meat', 'Health concerns about red meat', 'I have health concerns about red meat']"
11,101,11_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want enough protein', 'I want to get enough protein']"
12,100,12_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'motivated health', 'healthy', 'lose weight', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
13,88,13_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
14,82,14_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'price', 'meat expensive meat', 'meat']","['Meat is too expensive', 'Meat is expensive for me', 'Meat is expensive']"
15,80,15_diet_balanced_food_balanced diet,"['diet', 'balanced', 'food', 'balanced diet', 'foods', 'want', 'picky', 'variety', 'picky eater', 'eat healthier']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
16,68,16_times_week eat_meat times_week,"['times', 'week eat', 'meat times', 'week', 'eat meat times', 'weekly eat', 'week eat meat', 'weekly', 'times week', 'times week eat']","['I eat meat about three times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
17,63,17_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'eating', 'eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
18,54,18_enjoy taste meat_enjoy taste_meat enjoy_taste meat enjoy,"['enjoy taste meat', 'enjoy taste', 'meat enjoy', 'taste meat enjoy', 'meat enjoy taste', 'enjoy', 'taste meat', 'taste', 'meat', 'meat enjoy flavor']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
19,52,19_plantbased_vegetables_plantbased meals_eat plantbased,"['plantbased', 'vegetables', 'plantbased meals', 'eat plantbased', 'vegetables eat', 'eat vegetables', 'meals', 'plantbased foods', 'include plantbased', 'include']","['I enjoy few vegetables', 'I try to eat more vegetables', 'I eat more vegetables now']"
