key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,8,1.0,1.0
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.02905936600255663,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,1,0.8808173311444895,0.8808173311444895
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,1,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,1,0.4010795464744278,0.4010795464744278
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,7,1.0,1.0
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,7,1.0,1.0
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,8,1.0,1.0
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.005695133076806881,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,0,0.4663249906828603,0.4663249906828603
242bdf6bc5bb0b94,1,I was raised on a farm,True,-1,0.03084946630573602,
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,1,0.39850714250876096,0.39850714250876096
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,0,0.19501101694092937,0.19501101694092937
242bdf6bc5bb0b94,1,I am chronically anemic,True,3,0.2666541421940708,0.2666541421940708
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,1,1.0,1.0
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,0,1.0,1.0
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,9,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.005688908759775183,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,2,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,2,1.0,1.0
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,0,0.21081955548168924,0.21081955548168924
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,2,0.34252872307450277,0.34252872307450277
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,0,1.0,1.0
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,1,0.1807796031389519,0.1807796031389519
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,1,1.0,1.0
8f96fa223f234180,1,I eat meat whenever I choose to,True,0,0.2028483436532075,0.2028483436532075
8f96fa223f234180,1,I eat more chicken and fish now,True,2,0.44790757183416724,0.44790757183416724
8f96fa223f234180,1,I have tried to cut back on red meat,True,5,0.12073006696408914,0.12073006696408914
8f96fa223f234180,1,I have tried to cut back on processed meat,True,5,0.10771398461660706,0.10771398461660706
8f96fa223f234180,1,I am concerned about my health,True,3,0.09652629809237194,0.09652629809237194
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,3,0.2514942492325787,0.2514942492325787
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,1,0.1654703748275652,0.1654703748275652
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,2,1.0,1.0
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,8,1.0,1.0
24e9f4a8dba444ba,1,I eat a lot of chicken,True,2,0.6136054804677047,0.6136054804677047
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,0,0.19813034360387005,0.19813034360387005
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,0,0.25784040076429665,0.25784040076429665
24e9f4a8dba444ba,1,My parents cooked with meat,True,1,0.8154713752614878,0.8154713752614878
24e9f4a8dba444ba,1,Most friends and family eat meat,True,1,0.5853699384547779,0.5853699384547779
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,0,0.1745019445756077,0.1745019445756077
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,0,1.0,1.0
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,6,1.0,1.0
24e9f4a8dba444ba,1,I get bored with the same meals,True,0,0.34632778208880416,0.34632778208880416
5d5930b9486b3aef,1,I eat mostly chicken,True,2,1.0,1.0
5d5930b9486b3aef,1,I prefer chicken and fish,True,2,1.0,1.0
5d5930b9486b3aef,1,I find chicken easier to digest than beef,True,2,0.49945480393948605,0.49945480393948605
5d5930b9486b3aef,1,I find steak hard to chew,True,-1,0.08120614299763797,
5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,True,0,1.0,1.0
5d5930b9486b3aef,1,I buy more meat when it is on sale,True,0,0.41292971372052223,0.41292971372052223
c64e457f6d99d425,1,I eat meat when I feel like it,True,0,0.28438540853723615,0.28438540853723615
c64e457f6d99d425,1,My mood influences what meat I eat,False,0,0.31033994077773536,0.31033994077773536
c64e457f6d99d425,1,I sometimes choose to cut back on meat,True,5,0.10365552004791136,0.10365552004791136
c64e457f6d99d425,1,Meat consumption is a personal preference,True,0,0.598689435135304,0.598689435135304
0ec83457dd9ad9bb,1,I enjoy eating meat regularly,True,-1,0.0478156395055037,
0ec83457dd9ad9bb,1,I crave meat,True,-1,0.08300076417330714,
0ec83457dd9ad9bb,1,Meat tastes delicious to me,True,0,0.33861843240878353,0.33861843240878353
0ec83457dd9ad9bb,1,Most people I know eat meat regularly,True,1,0.13760607058623664,0.13760607058623664
cd254873c8c70b1f,1,I crave meat more during holidays,True,-1,0.08651264800493966,
cd254873c8c70b1f,1,I enjoy eating meat,True,-1,0.047988237944615965,
cd254873c8c70b1f,1,I want to be healthier,True,3,1.0,1.0
cd254873c8c70b1f,1,I eat more meat at gatherings,True,0,0.49343720385768974,0.49343720385768974
cd254873c8c70b1f,1,My family are big meat eaters,True,1,0.7260304878639522,0.7260304878639522
