Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,484,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,I find steak hard to chew
0,1159,"meat, eat, eating, eat meat, eating meat, meals, avoid, beef, meats, health",I aspire to eat less meat,I believe meat is nutritious,I have no health concerns about meat,I am concerned about meat prices,Meat is easy to cook
1,459,"family, meat, friends, social, contacts, meat family, eats, social contacts, eat meat, eat",Most friends eat a lot of meat,My family eats more meat than I do,Social contacts eat meat out of habit,Social contacts prefer eating meat,My family values eating common meat
2,289,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, eat fish, prefer, beef",I mostly eat chicken,Chicken is familiar in my meals,Chicken is more sustainable and healthier,I eat chicken for most meals,Chicken is filling and versatile
3,254,"want, health, weight, concerned, motivated, concerned health, cholesterol, concerns, health concerns, diet",I want to be healthier,I want to eat healthier and add variety,I want to exercise more,I want to feel healthier,I want a more balanced diet
4,207,"protein, want, want protein, meat protein, source, protein want, protein meat, iron, high protein, meat",I include plant-based proteins in meals,I need protein for workouts,I want more protein,I get most of my protein from meat,I eat meat for protein
5,190,"red, red meat, meat, eat red, eat red meat, cut, eating red, eating red meat, avoid, avoid red",Red meat is traditional in my culture,I avoid eating red meat,I have health concerns about red meat,Family has concerns about red meat health effects,Working in restaurants discouraged red meat eating
6,135,"vegetarian, vegan, vegetarian meals, meals, vegetarians, friends, options, pescatarian, vegetarian options, years",Eating vegetarian is cheaper for me,My sibling is vegan,I lack vegan recipes I like,My nephew is vegan,My dad and stepmom are vegetarians
7,126,"animal, welfare, animal welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I am in favor of animal rights,I feel moral unease about eating animals,I consider animal intelligence,I approve eating animals if not cruel
8,80,"times, week, eat meat, eat meat times, meat times, week eat, eat, week eat meat, weekly, weekly eat",I do intermittent fasting,I have meat-free days each week,I eat meat at least once daily,I eat about five servings of meat a week,I limit meat to two or three days weekly
9,75,"eat meat, eat meat day, meat day, day, eat, meat day eat, day eat, day eat meat, meat daily, daily",I eat meat for dinner most days,I eat meat most days,I eat meat almost every day,I eat meat almost daily,Eating meat is part of my routine
