Topic,Count,Name,Representation,Representative_Docs
-1,484,-1_enjoy_taste_taste meat_meat,"['enjoy', 'taste', 'taste meat', 'meat', 'eating', 'eating meat', 'enjoy taste meat', 'enjoy taste', 'environmental', 'meat enjoy']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,1159,0_meat_eat_eating_eat meat,"['meat', 'eat', 'eating', 'eat meat', 'eating meat', 'meals', 'avoid', 'beef', 'meats', 'health']","['I eat mostly meat', 'I eat less meat than before', 'I do not eat meat often']"
1,459,1_family_meat_friends_social,"['family', 'meat', 'friends', 'social', 'contacts', 'meat family', 'eats', 'social contacts', 'eat meat', 'eat']","['Everyone in my family eats meat', 'My family eats more meat than I do', 'My family eats more meat']"
2,289,2_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'eat fish', 'prefer', 'beef']","['I eat mostly chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
3,254,3_want_health_weight_concerned,"['want', 'health', 'weight', 'concerned', 'motivated', 'concerned health', 'cholesterol', 'concerns', 'health concerns', 'diet']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
4,207,4_protein_want_want protein_meat protein,"['protein', 'want', 'want protein', 'meat protein', 'source', 'protein want', 'protein meat', 'iron', 'high protein', 'meat']","['I want enough protein', 'I want to get enough protein', 'I want to get enough protein']"
5,190,5_red_red meat_meat_eat red,"['red', 'red meat', 'meat', 'eat red', 'eat red meat', 'cut', 'eating red', 'eating red meat', 'avoid', 'avoid red']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat']"
6,135,6_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'vegetarians', 'friends', 'options', 'pescatarian', 'vegetarian options', 'years']","['I became vegetarian', 'I am a vegetarian', 'I am a vegetarian']"
7,126,7_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,80,8_times_week_eat meat_eat meat times,"['times', 'week', 'eat meat', 'eat meat times', 'meat times', 'week eat', 'eat', 'week eat meat', 'weekly', 'weekly eat']","['I eat meat a few times a week', 'I eat meat a few times a week', 'I eat meat 2-4 times a week']"
9,75,9_eat meat_eat meat day_meat day_day,"['eat meat', 'eat meat day', 'meat day', 'day', 'eat', 'meat day eat', 'day eat', 'day eat meat', 'meat daily', 'daily']","['I eat meat every day', 'I eat meat every day', 'I eat meat every day']"
