Topic,Count,Name,Representation,Representative_Docs
-1,603,-1_meat_eat_taste_eat meat,"['meat', 'eat', 'taste', 'eat meat', 'taste meat', 'like', 'meal', 'like taste meat', 'like taste', 'meat eat']","['I like the taste of meat', 'I like the taste of meat', 'I do not like the taste of meat']"
0,236,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'chicken fish', 'eat', 'chicken turkey', 'chicken eat', 'eat fish', 'eat chicken fish']","['I eat chicken and fish', 'I eat more chicken and fish now', 'I eat chicken and fish']"
1,118,1_avoid_avoid eating_pork_pork avoid,"['avoid', 'avoid eating', 'pork', 'pork avoid', 'meats avoid', 'avoid pork', 'processed', 'meat avoid', 'avoid red meat', 'avoid red']","['I avoid pork', 'I avoid pork', 'I sometimes avoid pork']"
2,117,2_family_family eats_family eats meat_eats,"['family', 'family eats', 'family eats meat', 'eats', 'eats meat', 'meat family', 'meat family eats', 'eats meat family', 'eats meat regularly', 'meat regularly family']","['My family eats meat with me', 'My family eats more meat', 'My family eats more meat than I do']"
3,93,3_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
4,86,4_concerned health_health_concerned_cholesterol,"['concerned health', 'health', 'concerned', 'cholesterol', 'health concerned', 'concerned health concerned', 'health concerns', 'concerns', 'heart', 'diabetes']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about health']"
5,85,5_community_tradition_family tradition_family,"['community', 'tradition', 'family tradition', 'family', 'cultural', 'meat family tradition', 'eating meat family', 'gatherings', 'include', 'culture']","['Eating meat is a family tradition', 'Eating meat is family tradition', 'Eating meat is a family tradition']"
6,83,6_friends_friends eat_friends eat meat_friends family,"['friends', 'friends eat', 'friends eat meat', 'friends family', 'meat friends', 'family', 'friends family eat', 'family eat', 'family eat meat', 'regularly friends']","['Family and friends eat meat regularly', 'Family and friends eat meat regularly', 'Family and friends eat meat regularly']"
7,70,7_reasons_meat health_friends_meat health reasons,"['reasons', 'meat health', 'friends', 'meat health reasons', 'meat friends', 'reasons friends', 'health reasons', 'family', 'health', 'mom']","['My mom reduced meat for health reasons', 'My mom eats less meat for health reasons', 'People avoid red meat for health reasons']"
8,65,8_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'eating meat social', 'contacts value']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
9,65,9_better_feel_eating meat_eating,"['better', 'feel', 'eating meat', 'eating', 'try eat', 'want eat meat', 'reduces meat', 'reduces', 'feel better', 'meat']","['I believe eating less meat helps the environment', 'I feel better eating less meat', 'I feel better eating less meat']"
10,64,10_meat meals_meals eat meat_eat meat meals_meat meals eat,"['meat meals', 'meals eat meat', 'eat meat meals', 'meat meals eat', 'meals eat', 'dinner', 'meals', 'eat meat', 'include meat', 'include']","['I eat meat with most meals', 'I eat meat with most meals', 'I eat meat with some meals']"
11,63,11_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'meat grew', 'raised eating meat', 'eating meat', 'eating', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
12,63,12_plantbased_vegetables_balance_balance meat,"['plantbased', 'vegetables', 'balance', 'balance meat', 'plantbased meals', 'eat plantbased', 'eat vegetables', 'meals', 'plantbased foods', 'try']","['I try to eat more vegetables', 'I eat more vegetables now', 'I try to balance meat with vegetables']"
13,61,13_expensive_meat expensive_prices_meat prices,"['expensive', 'meat expensive', 'prices', 'meat prices', 'expensive meat', 'meat expensive meat', 'cost', 'high', 'price', 'high meat prices']","['Meat is sometimes expensive', 'Meat is expensive for me', 'Meat is expensive']"
14,60,14_cut_consumption_meat consumption_reduced,"['cut', 'consumption', 'meat consumption', 'reduced', 'reduce', 'reducing', 'cut red meat', 'cut red', 'reducing meat', 'cut meat']","['I cut back on red meat', 'I cut out red meat', 'I have cut back on red meat']"
