Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,627,OUTLIER,I eat meat every day,I eat meat almost every day,I eat meat often,I feel guilty about eating animals,My religious beliefs justify eating animals
0,300,"avoid, red, red meat, meat, avoid eating, pork, meat avoid, eating, meats, beef",I avoid red meat and pork,I am concerned about meat healthiness,I avoid processed meat products,I avoid beef,I try to avoid red meat
1,288,"friends, social, contacts, social contacts, meat, eat meat, people, friends eat, meat friends, eat",Most close contacts eat meat,Social contacts also eat meat out of habit,People around me eat a lot of meat,People I know enjoy the taste of meat,People around me like the taste of meat
2,278,"family, meat family, eats, family eats, eats meat, family eats meat, meat, eating meat family, eating, eating meat",My parents served meat with dinner,My family eats similar amounts of meat as me,My family eats meat with every meal,My family eats more meat than I do,My family eats meat frequently
3,245,"chicken, fish, eat chicken, prefer, eat, chicken fish, turkey, chicken turkey, buy, eat chicken fish",I eat more fish and chicken,I eat chicken and fish,I eat a lot of chicken and fish,I increase chicken and fish for weight loss,"I eat mainly fish, shrimp, or chicken"
4,207,"red meat, red, meat, consumption, meat consumption, reducing, limit, cut, try, reducing meat",I want to lower my meat intake,I am considering cutting pork out,I want to eat less meat,I want to eat less meat for health,I try to reduce cholesterol by eating less meat
5,148,"want, weight, diet, healthy, lose, lose weight, healthier, food, want healthier, balanced",I want to be healthy,Convenience motivates my food choices,I want to improve my digestion,I value knowing what's in my food,I aim for dietary balance
6,141,"meals, plantbased, vegetables, vegetarian, vegetarian meals, new, plantbased meals, meatless, balance, balance meat",I enjoy the challenge of vegetarian cooking,I eat more vegetables as snacks,I like vegetarian meals,I balance meat with plant-based meals,I balance meals with vegetables and salad
7,119,"protein, want protein, want, protein want, protein want protein, want protein want, need, iron, need protein, high protein",I need a source of protein,I want to consume enough protein,I need protein for endurance sports,My boyfriend wants a lot of protein,I want to get enough protein
8,118,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I am a big animal lover,I am concerned about animal welfare,I am an animal welfare advocate,My family values animal welfare
9,104,"times, week, week eat, meat times, eat meat times, eat, weekly, eat meat, weekly eat, week eat meat",I eat meat five times per week,I rotate meat dinners each week,I eat meat a few times a week,I eat meat five to six days weekly,I eat meat multiple times a week
10,94,"expensive, meat expensive, prices, cost, meat prices, choices, expensive meat, price, limited, meat expensive meat",Red meat is expensive,The cost of beef is high,High meat prices reduce what I buy,Ethically-sourced meat is often too expensive,Meat is expensive at every meal
11,93,"meat, meat easy, easy, protein meat, protein, meals, source, filling meat, filling, easier",Meat tastes great with meals,Meat is usually included in dinners,Meat feels familiar and satisfying,Meat is satisfying and filling,Eating meat is easier than vegetarian meals
12,91,"health, concerned, concerned health, concerns, health concerned, concerned health concerned, cholesterol, health concerns, diabetes, heart",I have health concerns,I have digestive concerns,I have had colon cancer,I have general health concerns,I am concerned about diabetes
13,90,"love, enjoy eating, meat love, enjoy eating meat, meat enjoy eating, enjoy, love taste, meat enjoy, love taste meat, eating meat",I enjoy eating meat,I like meat,I enjoy hunting and eating wild meat,I enjoy eating sushi,I get satisfaction from eating meat
14,85,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, meat enjoy, enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I enjoy the protein in meat,I like clean meats,I prefer the taste of meat
15,82,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I am concerned about environmental impact,I am concerned about the environment,I am concerned about environmental impacts,I am concerned about food processing and pollution
16,81,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, meat",My husband avoids red meat,My wife changed her eating habits with me,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
17,79,"meat meals, eat meat, eat meat meals, meals eat, meals, eat, meals eat meat, meat meals eat, include meat, meat",I eat meat during dinner meals,Most recipes I know use meat,I include meat while breastfeeding,I eat meat most days,My meals usually include meat
18,74,"grew, grew eating, raised, grew eating meat, eating, eating meat, meat grew, raised eating, raised eating meat, meat grew eating",I was raised vegetarian,I was raised eating meat,I grew up eating meat,I was raised eating pork,I grew up eating meat regularly
19,58,"believe, believe meat, meat feels, eating meat feels, feels, meat, natural, nutritious, normal, eating meat",I think meat is a complete protein,I select meat for health benefits,I believe meat is healthy,I choose meat for quality and health,I am health conscious about meat choice
20,56,"protein, meat protein, eat meat protein, protein eat, protein eat meat, eat meat, meat protein eat, eat, iron, meat",I value meat's high protein content,I choose meat for protein,I get most of my protein from meat,I eat meat for protein,Meat supports my strength training
