Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,569,OUTLIER,I eat meat at every meal,Most people I know eat meat regularly,Most people I know eat meat every meal,I eat meat at least once a day,I eat meat at least once daily
0,225,"family, family eats, eats, meat family, family eats meat, eats meat, meat family eats, meat, parents, members",My family prefers traditional meat-heavy meals,My family eats meat regularly,My family eats meat with every meal,My family values eating common meat,My family values red meat as prosperity
1,180,"social, contacts, social contacts, friends, people, meat friends, people eat, people eat meat, eat meat, friends eat",I discuss meat-eating with vegans,My social contacts prefer taste and satiety,Social contacts care about cost and nutrition,Social contacts vary in meat consumption habits,Social contacts eat red meat frequently
2,157,"chicken, fish, eat chicken, turkey, chicken fish, chicken turkey, eat chicken fish, prefer, eat fish, eat",I eat mostly ground beef and chicken,Beef and chicken are my most eaten meats,I mostly eat ground chicken or turkey,I eat chicken and red meat,I eat chicken and turkey often
3,121,"protein, want protein, want, protein want, want protein want, protein want protein, need, iron, need protein, high protein",I want proper nutrition,I want to consume a lot of protein,I struggle getting enough protein vegetarian,I want to get enough protein,I want enough protein
4,111,"expensive, meat expensive, prices, cost, meat prices, alternatives, choices, expensive meat, limited, meat choices",Red meat is expensive,Meat for breakfast is expensive,Prices of beef have gone up,TV and commercials influence my meat choices,Meat choices depend on beef sales
5,82,"environmental, impact, environmental impact, concerned, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I am concerned about the environment,I am concerned about sustainability,I am concerned about environmental impact,Environmental concerns make me sad
6,81,"buy, buy meat, grassfed, prefer, sale, affordable, ethically, meat sale, grassfed meat, seek",I try to buy organic meat,Cheap meat products are widely available,Meat presentation is important to me,I buy meat most nights,I stock up on meat when discounted
7,77,"wife, husband, partner, prefers, meat wife, boyfriend, eats, meat husband, wife eats, husband prefers",My wife avoids red meat,My wife's dietary needs limit meat at home,I eat more meat when my wife cooks,My wife is a heavy meat eater,I motivate my wife to limit red meat
8,73,"times, week, week eat, meat times, eat meat times, weekly, weekly eat, week eat meat, times week, times week eat",I eat meat five times per week,I eat meat two or three times weekly,I eat red meat two times a week,I eat meat one to three times weekly,I eat meat three days a week
9,69,"concerned animal, animal, concerned animal welfare, animal welfare, welfare, animal welfare concerned, welfare concerned, concerned, welfare concerned animal, farming",I am concerned about animal welfare,Concern for animal welfare,I am aware of animal welfare concerns,I thought briefly about animal welfare,I am concerned about animal cruelty
10,69,"meat meals, eat meat meals, meals eat meat, meals eat, meals, meat meals eat, eat meat, include meat, include, eat",I eat meat with most dinners,I eat meat with most meals,I eat meat mainly at dinner,I eat meat for most meals,I eat meat at most meals
