Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,685,OUTLIER,I enjoy the taste of meat,I eat meat often,I often do not eat any meat,I eat meat at least once a day,Meat-eating is a family tradition
0,306,"avoid, red, red meat, meat, avoid eating, pork, eating, meat avoid, meats, beef",I believe too much meat can harm health,I do not like beans,I never eat pork,I avoid eating intelligent animals,I avoid eating beef
1,255,"want, plantbased, vegetables, diet, meals, motivated, healthier, vegetarian, healthy, health",I enjoy the challenge of vegetarian cooking,I prefer eating sides and vegetables,I eat lots of fruits and vegetables,I tried meal kits with vegan options,I am more open to occasional vegetarian meals
2,234,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, parents, son",I cook meat for family preferences,My family shared traditional meat meals,My family enjoys eating meat,My family values eating common meat,My family likes meat
3,221,"social, contacts, social contacts, friends, people, eat meat, meat, people eat, community, friends eat",People around me eat meat regularly,I am influenced by friends eating vegetarian meals,My friends eat meat for convenience,People around me eat a lot of meat,People I know enjoy the taste of meat
4,162,"chicken, eat chicken, fish, eat, turkey, chicken eat, fish eat, eat fish, eat chicken fish, chicken fish","I eat chicken, fish, and red meat","I enjoy eating chicken, turkey, pork, and fish",I eat chicken and fish,I eat pork and chicken regularly,I sometimes substitute turkey for beef
5,160,"eat, eat meat, meat meals, meals, crave, meat, eat meat meals, meals eat, meat meals eat, occasionally",I eat red meat occasionally,Most dinners I cook include meat,I crave the taste of meat,I include meat in most meals,I choose meat dishes for special occasions
6,150,"red meat, red, cut, meat, consumption, reducing, reduce, meat consumption, reduced, reducing meat",I try to eat less meat for health,I stopped eating meat,I have reduced red meat intake over time,I have stopped eating beef,I stopped eating red meat as a teenager
7,118,"protein, want protein, want, protein want, protein want protein, want protein want, need, iron, high, need protein",I want to get enough protein,I want to meet protein needs,I need protein for endurance sports,I want to meet protein requirements,I need a source of protein
8,115,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,Concern for animal welfare,I am concerned about animal cruelty,I worry about animal welfare,I am concerned about animal welfare
9,115,"expensive, meat expensive, prices, meat prices, cost, alternatives, meat, choices, expensive meat, price",Red meat is expensive,Meat for breakfast is expensive,I am concerned about meat cost,Grocery costs are increasing,Prices of beef have gone up
10,113,"protein, believe, meat protein, believe meat, eat meat protein, meat, meat feels, eat meat, eating meat feels, feels",I think meat is a complete protein,I believe meat should be in every diet,I believe eating meat is healthy,Eating meat is normal for me,Meat is believed essential for fitness in my group
11,102,"enjoy eating, enjoy, enjoy eating meat, meat like, like, meat enjoy, like taste meat, like taste, meat enjoy eating, meat like taste",I think meat is delicious,I enjoy eating meat,I enjoy meat,I am set in eating meat,I enjoy social meals with meat
12,91,"concerned, health, concerned health, concerns, concerned health concerned, health concerned, cholesterol, health concerns, heart, concerned cholesterol",I am concerned about cholesterol,I am concerned about my health,My friends are concerned about weight,My friends are concerned about cholesterol,My spouse had elevated cholesterol
13,83,"limit, habit, try limit, limit meat, consumption, meat consumption, try, meat habit, moderation, meat",I try to limit my meat consumption,My spirituality allows use of animal bodies,I eat meat out of habit,My religion restricts some meats,Eating meat is a habit for me
14,81,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
15,79,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, husband prefers",My husband avoids red meat,My wife cannot tolerate beef,My wife has similar eating habits,Significant other rarely eats meat,I enjoy eating meat with my husband
16,71,"buy, grassfed, buy meat, sale, meat, affordable, ethically, prefer, seek, grassfed meat",I prefer grass-fed or ethical meat,I try to buy organic meat,I find meat convenient,I prefer sourcing meat from local producers,I buy pre-packaged meat for sandwiches
17,71,"times, week, meat times, week eat, eat meat times, weekly, weekly eat, week eat meat, times week, times week eat",I eat meat five times per week,I eat meat two or three days weekly,I eat meat four to five times weekly,I eat meat one to three times weekly,I eat meat three days a week
18,69,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, eating meat, eating, raised eating meat, meat grew eating",I was raised vegetarian,I was raised eating meat with every meal,I grew up eating meat regularly,I grew up eating meat,I grew up eating a lot of meat
19,68,"vegetarian, meatless, vegan, meals, years, meatfree, skip meat, skip, meatless meals, meals meat",I sometimes eat no meat,I eat 'cheat meals' when unprepared,I have tried vegetarian diets,I tried being vegetarian,I skip meat at breakfast
20,57,"meat, meat easy, easy, meals, convenient, meat convenient, easier, meat tastes, meat easy cook, tastes",Meat tastes great with meals,Well-cooked meat increases enjoyment,Meat provides comfort and satisfaction,Meat is usually included in dinners,Meat goes well with foods like pasta or rice
21,52,"prefer, chicken, prefer chicken, fish, chicken fish, turkey, chicken turkey, fish prefer, beef, prefer beef",I prefer chicken over beef,I prefer ground sirloin,I prefer chicken over red meat,I like the taste of chicken and fish,I prefer to eat chicken
