Topic,Count,Name,Representation,Representative_Docs
-1,671,-1_meat_eat_eat meat_enjoy,"['meat', 'eat', 'eat meat', 'enjoy', 'taste', 'taste meat', 'eating', 'eating meat', 'enjoy taste meat', 'enjoy taste']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,931,0_meat_eat_eating_eating meat,"['meat', 'eat', 'eating', 'eating meat', 'meals', 'eat meat', 'avoid', 'beef', 'health', 'feel']","['I am eating less meat', 'I eat less meat than before', 'I do not eat meat often']"
1,319,1_want_health_concerned_weight,"['want', 'health', 'concerned', 'weight', 'motivated', 'concerns', 'concerned health', 'environment', 'cholesterol', 'diet']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
2,315,2_family_friends_meat family_meat,"['family', 'friends', 'meat family', 'meat', 'eats', 'family eats', 'eats meat', 'family eats meat', 'eating', 'friends eat']","['My family eats more meat', 'My family eats meat with me', 'All my family eats meat']"
3,287,3_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'vegetables', 'eat fish', 'prefer', 'chicken turkey']","['I eat chicken and fish', 'I eat more chicken and fish', 'I eat mostly chicken and fish']"
4,209,4_protein_want_want protein_meat protein,"['protein', 'want', 'want protein', 'meat protein', 'source', 'protein meat', 'protein want', 'iron', 'high protein', 'meat']","['I want to get enough protein', 'I want more protein', 'I want to get enough protein']"
5,178,5_red_red meat_meat_eat red,"['red', 'red meat', 'meat', 'eat red', 'eat red meat', 'eating red', 'eating red meat', 'avoid', 'avoid red meat', 'avoid red']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat']"
6,155,6_vegetarian_vegan_raised_vegetarian meals,"['vegetarian', 'vegan', 'raised', 'vegetarian meals', 'raised eating', 'raised eating meat', 'meals', 'vegetarians', 'eating', 'options']","['I am vegetarian', 'I am a vegetarian', 'I am vegetarian']"
7,128,7_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'animals', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,106,8_expensive_meat_prices_meat prices,"['expensive', 'meat', 'prices', 'meat prices', 'meat expensive', 'cost', 'choices', 'price', 'buy', 'buy meat']","['Meat is sometimes expensive', 'Meat is expensive', 'Meat is expensive for me']"
9,81,9_contacts_social contacts_social_meat social,"['contacts', 'social contacts', 'social', 'meat social', 'meat social contacts', 'contacts eat', 'social contacts eat', 'contacts eat meat', 'friends', 'meat']","['My social contacts eat meat regularly', 'Social contacts eat meat regularly', 'Most social contacts eat meat']"
10,78,10_times_eat meat_eat meat times_meat times,"['times', 'eat meat', 'eat meat times', 'meat times', 'eat', 'week', 'week eat meat', 'week eat', 'weekly eat meat', 'weekly eat']","['I eat meat 2-3 times a week', 'I eat meat several times a week', 'I eat meat three times a week']"
