Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,671,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I eat meat every day,Those around me eat meat regularly
0,931,"meat, eat, eating, eating meat, meals, eat meat, avoid, beef, health, feel",I avoid uncommon meats like rabbit,I told people about fake meat products,I try to eat less meat for health,I always include meat in my meals,My wife suggests eating less meat
1,319,"want, health, concerned, weight, motivated, concerns, concerned health, environment, cholesterol, diet",I am chronically anemic,Health concerns about diabetes,I want better blood work numbers,My spouse had elevated cholesterol,Family has type 2 diabetes
2,315,"family, friends, meat family, meat, eats, family eats, eats meat, family eats meat, eating, friends eat",My family eats more meat than I do,Meat fills my family up faster,My family enjoys eating meat,I eat wild game from family,My children eat more meat than I do
3,287,"chicken, fish, eat chicken, eat, turkey, chicken fish, vegetables, eat fish, prefer, chicken turkey",I choose chicken and turkey for health,My significant other mostly eats chicken,"I eat beef, lamb, pork weekly",I enjoy chicken's versatility and flavors,I am happy with the chicken I eat
4,209,"protein, want, want protein, meat protein, source, protein meat, protein want, iron, high protein, meat",I want to consume enough protein,I want more protein for athletic needs,I get most of my protein from meat,I eat meat for protein,I try to include more protein
5,178,"red, red meat, meat, eat red, eat red meat, eating red, eating red meat, avoid, avoid red meat, avoid red",Red meat causes health complications for me,I substitute red meat with alternatives,Red meat is bad for health,Red meat makes you gain weight,I eat less red meat
6,155,"vegetarian, vegan, raised, vegetarian meals, raised eating, raised eating meat, meals, vegetarians, eating, options",Eating vegetarian is cheaper for me,No vegetarians in my social circle,My daughter is vegan,My son is vegan,I lack confidence cooking vegetarian meals
7,128,"animal, animal welfare, welfare, concerned animal, animals, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal",I am concerned about animal rights,I consider animal intelligence,My mom cares about animal welfare,I am an animal welfare advocate,I feel guilty about animal suffering
8,106,"expensive, meat, prices, meat prices, meat expensive, cost, choices, price, buy, buy meat",I include meat by personal choice,Rising meat prices may reduce consumption,High meat prices affect my habits,Financial limitations affect my meat choices,Meat can be expensive for me
9,81,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, social contacts eat, contacts eat meat, friends, meat",Social contacts are concerned about heart disease,Friends reduce meat for ethical reasons,Friends avoid chemical additives in food,Social contacts follow the same meat habits,My social contacts do not limit meat at all
10,78,"times, eat meat, eat meat times, meat times, eat, week, week eat meat, week eat, weekly eat meat, weekly eat",I sometimes avoid meat for days,I eat white meat twice a week,I eat meat two to three times weekly,I eat meat two or three times weekly,I eat one serving of meat per day
