key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,-1,0.021133867478505656,
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,-1,0.0052224805260087355,
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,1,0.5792441363089734,0.5792441363089734
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,1,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,1,0.21089801216061171,0.21089801216061171
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,-1,0.12611967606672214,
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,-1,0.10865051160470822,
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,-1,0.021133543850180663,
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.1234210875963112,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,2,0.2995088820616645,0.07582976690066821
242bdf6bc5bb0b94,1,I was raised on a farm,True,-1,0.005335133647316013,
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,1,0.2153565110023377,0.2153565110023377
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,3,0.1651298530047782,0.1651298530047782
242bdf6bc5bb0b94,1,I am chronically anemic,True,-1,0.29396311020081206,
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,1,0.26180568797798764,0.26180568797798764
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,3,0.6181103143607088,0.6181103143607088
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,10,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,-1,0.026229196695064794,
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.12277549500710486,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,4,1.0,1.0
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,4,0.6736219479627626,0.6736219479627626
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,3,0.776800298070266,0.776800298070266
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,-1,0.038537196498051034,
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,3,1.0,1.0
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,-1,0.06384118176029624,
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,1,0.0800133507341039,0.054014476202437184
8f96fa223f234180,1,I eat meat whenever I choose to,True,0,0.3313575145117611,0.3313575145117611
8f96fa223f234180,1,I eat more chicken and fish now,True,4,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on red meat,True,3,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,3,1.0,1.0
8f96fa223f234180,1,I am concerned about my health,True,9,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,9,0.26288407895348403,0.26288407895348403
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,2,0.2987314745870521,0.2987314745870521
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,4,1.0,1.0
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,-1,0.022086523695000432,
24e9f4a8dba444ba,1,I eat a lot of chicken,True,4,0.34843576415816163,0.34843576415816163
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,-1,0.11089311265373296,
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,0,0.5712220848959824,0.5712220848959824
24e9f4a8dba444ba,1,My parents cooked with meat,True,1,1.0,1.0
24e9f4a8dba444ba,1,Most friends and family eat meat,True,1,0.24055368953418438,0.24055368953418438
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,0,0.1170909801531277,0.1170909801531277
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,-1,0.19017322138074413,
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,5,1.0,1.0
24e9f4a8dba444ba,1,I get bored with the same meals,True,15,1.0,1.0
5d5930b9486b3aef,1,I eat mostly chicken,True,4,0.37220931505010973,0.37220931505010973
5d5930b9486b3aef,1,I prefer chicken and fish,True,4,1.0,1.0
5d5930b9486b3aef,1,I find chicken easier to digest than beef,True,4,0.44185713156496176,0.44185713156496176
5d5930b9486b3aef,1,I find steak hard to chew,True,2,0.21518728205421586,0.1280211807262744
5d5930b9486b3aef,1,Chicken and pork are less expensive than beef,True,4,0.34170197156454873,0.34170197156454873
5d5930b9486b3aef,1,I buy more meat when it is on sale,True,-1,0.16169135651243102,
c64e457f6d99d425,1,I eat meat when I feel like it,True,0,0.2271799511053012,0.2271799511053012
c64e457f6d99d425,1,My mood influences what meat I eat,False,-1,0.11586475953610943,
c64e457f6d99d425,1,I sometimes choose to cut back on meat,True,3,1.0,1.0
c64e457f6d99d425,1,Meat consumption is a personal preference,True,-1,0.12947402292768537,
0ec83457dd9ad9bb,1,I enjoy eating meat regularly,True,-1,0.09127748395384463,
0ec83457dd9ad9bb,1,I crave meat,True,0,0.16843251620968788,0.16843251620968788
0ec83457dd9ad9bb,1,Meat tastes delicious to me,True,0,1.0,1.0
0ec83457dd9ad9bb,1,Most people I know eat meat regularly,True,-1,0.054631707792670924,
cd254873c8c70b1f,1,I crave meat more during holidays,True,0,0.578715984947509,0.578715984947509
cd254873c8c70b1f,1,I enjoy eating meat,True,-1,0.08753729227426442,
cd254873c8c70b1f,1,I want to be healthier,True,12,1.0,1.0
cd254873c8c70b1f,1,I eat more meat at gatherings,True,0,1.0,1.0
cd254873c8c70b1f,1,My family are big meat eaters,True,1,1.0,1.0
cd254873c8c70b1f,1,My friends enjoy eating meat,True,1,0.17699047722974318,0.17699047722974318
cd254873c8c70b1f,1,My brother reduces meat for health reasons,True,6,1.0,1.0
673d057ee91b91d4,1,I eat predominantly meat with each meal,True,0,0.19130139432872206,0.19130139432872206
673d057ee91b91d4,1,I feel better when I eat more meat,True,-1,0.10807563789688428,
673d057ee91b91d4,1,I follow a low-carb diet,True,3,0.18368504894100332,0.07077011778454932
673d057ee91b91d4,1,I believe meat is essential for health,True,8,1.0,1.0
673d057ee91b91d4,1,I would like to eat less meat,False,3,1.0,1.0
673d057ee91b91d4,1,My family serves meat at meals,True,1,0.9676670540113139,0.9676670540113139
673d057ee91b91d4,1,Family habits from childhood influence my eating,True,1,0.23764077346002804,0.23764077346002804
7cf1b08e24b10350,1,I love eating meat,True,-1,0.09526799853075207,
7cf1b08e24b10350,1,I enjoy cooking meat at home,True,0,0.11233617610936032,0.0690471336250022
7cf1b08e24b10350,1,Meat is expensive for me,True,14,1.0,1.0
7cf1b08e24b10350,1,I eat a lot of chicken,True,4,0.3518010027729381,0.3518010027729381
7cf1b08e24b10350,1,I prefer real meat over substitutes,True,-1,0.12501904805992517,
7cf1b08e24b10350,1,I avoid fast food bacon,True,2,1.0,1.0
7cf1b08e24b10350,1,Chicken is cheap and convenient,True,4,0.34942166297631666,0.34942166297631666
7cf1b08e24b10350,1,My girlfriend loves bacon,True,0,0.2430550166115211,0.2430550166115211
7cf1b08e24b10350,1,Family eats more chicken for cost reasons,True,4,0.4095734737235799,0.4095734737235799
7cf1b08e24b10350,1,I got food poisoning from fast food bacon,True,-1,0.22443721825705043,
bd14752573c3fbed,1,I eat meat at most meals,True,0,0.2557618978269696,0.2557618978269696
bd14752573c3fbed,1,I like the taste of meat,True,-1,0.12313322234888595,
bd14752573c3fbed,1,I try to have some balance,False,15,1.0,1.0
