Topic,Count,Name,Representation,Representative_Docs
-1,719,-1_meat_eat meat_eat_enjoy,"['meat', 'eat meat', 'eat', 'enjoy', 'taste meat', 'taste', 'eating', 'eating meat', 'meat eat', 'times']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,395,0_meat_eat_eat meat_meals,"['meat', 'eat', 'eat meat', 'meals', 'meat meals', 'meal', 'regularly', 'habit', 'eat meat regularly', 'meat regularly']","['I sometimes eat no meat', 'I eat meat', 'I mostly eat meat']"
1,360,1_family_meat family_meat_social,"['family', 'meat family', 'meat', 'social', 'friends', 'eats', 'contacts', 'social contacts', 'family eats', 'eats meat']","['My family eats meat', 'Everyone in my family eats meat', 'My family eats more meat than I do']"
2,281,2_avoid_pork_meat_avoid eating,"['avoid', 'pork', 'meat', 'avoid eating', 'eating', 'red', 'red meat', 'meat avoid', 'alternatives', 'beef']","['I avoid eating red meat', 'I avoid eating red meat', 'I avoid eating red meat']"
3,251,3_meat_red meat_red_consumption,"['meat', 'red meat', 'red', 'consumption', 'try', 'meat consumption', 'limit', 'eat', 'cut', 'reducing']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
4,245,4_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'eat fish', 'prefer']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat mostly chicken']"
5,168,5_vegetarian_vegan_plantbased_vegetables,"['vegetarian', 'vegan', 'plantbased', 'vegetables', 'meals', 'vegetarian meals', 'vegetarians', 'options', 'plantbased meals', 'eat plantbased']","['I am vegetarian', 'I am vegetarian', 'I am a vegetarian']"
6,134,6_husband_wife_meat_red meat,"['husband', 'wife', 'meat', 'red meat', 'red', 'meat health', 'eats', 'reasons', 'friends', 'meat husband']","['Some social contacts avoid meat for health reasons', 'My mom eats less meat for health reasons', 'People avoid red meat for health reasons']"
7,123,7_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,120,8_protein_believe_protein meat_meat protein,"['protein', 'believe', 'protein meat', 'meat protein', 'believe meat', 'meat', 'source', 'eat meat protein', 'meat good', 'meat healthy']","['Meat is my go-to protein', 'I get protein from meat', 'I get most of my protein from meat']"
9,106,9_health_concerned health_cholesterol_concerned,"['health', 'concerned health', 'cholesterol', 'concerned', 'concerns', 'health concerns', 'health concerned', 'heart', 'cholesterol concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about health', 'I am concerned about my health']"
10,105,10_health_concerns_meat_environmental,"['health', 'concerns', 'meat', 'environmental', 'health concerns', 'red meat', 'red', 'unhealthy', 'impact', 'concerned']","['Health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
11,101,11_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
12,100,12_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'motivated health', 'healthy', 'lose weight', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
13,88,13_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
14,82,14_expensive_meat expensive_prices_cost,"['expensive', 'meat expensive', 'prices', 'cost', 'meat prices', 'expensive meat', 'choices', 'price', 'meat', 'meat expensive meat']","['Meat is expensive', 'Meat is expensive for me', 'Meat can be expensive for me']"
15,80,15_diet_balanced_food_balanced diet,"['diet', 'balanced', 'food', 'balanced diet', 'foods', 'want', 'picky', 'variety', 'picky eater', 'eat healthier']","['I want a balanced diet', 'I want a balanced diet', 'I want a more balanced diet']"
