Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,719,OUTLIER,I enjoy the taste of meat,I eat meat at least once a day,I grew up eating meat at meals,I feel guilty about eating animals,My religious beliefs justify eating animals
0,395,"meat, eat, eat meat, meals, meat meals, meal, regularly, habit, eat meat regularly, meat regularly",Meat keeps me feeling full longer,I eat meat regularly,I eat meat regularly at home,Meat makes me feel full,I eat mostly meat
1,360,"family, meat family, meat, social, friends, eats, contacts, social contacts, family eats, eats meat",My family members eat more meat than I do,All my family eats meat,My family eats meat regularly,Most of my family eat meat,My family eats meat frequently
2,281,"avoid, pork, meat, avoid eating, eating, red, red meat, meat avoid, alternatives, beef",I avoid red meat and pork,I avoid red meat on weekdays,I avoid steak and pork,I avoid meat raised with cruelty,I avoid pork for health reasons
3,251,"meat, red meat, red, consumption, try, meat consumption, limit, eat, cut, reducing",I have reduced how much meat I eat,I considered reducing meat for weight loss,I eat less red meat,I have reduced meat per meal,I have cut back on beef
4,245,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, chicken eat, eat fish, prefer",I eat more fish and chicken,I eat fish and chicken,I eat a lot of chicken and fish,Chicken and fish agree with me,I increase chicken and fish for weight loss
5,168,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, vegetarians, options, plantbased meals, eat plantbased",I sometimes have vegetarian meals,I sometimes try vegan or vegetarian meals,I prepare vegan meals for social occasions,I discuss meat-eating with vegans,My dad and stepmom are vegetarians
6,134,"husband, wife, meat, red meat, red, meat health, eats, reasons, friends, meat husband",Some family avoid red meat for health,My wife prefers red meat,My wife has similar eating habits,I enjoy eating meat with my husband,Working in restaurants discouraged red meat eating
7,123,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal lives,Exposure to animal rights documentaries,I am concerned about animal welfare,I am concerned about harming animals
8,120,"protein, believe, protein meat, meat protein, believe meat, meat, source, eat meat protein, meat good, meat healthy",I think meat is a complete protein,I eat meat for protein,I believe meat is healthy,I believe meat is good for you,I believe meat provides essential nutrients
9,106,"health, concerned health, cholesterol, concerned, concerns, health concerns, health concerned, heart, cholesterol concerned, concerned health concerned",I have health concerns,I have high cholesterol,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
10,105,"health, concerns, meat, environmental, health concerns, red meat, red, unhealthy, impact, concerned",Learning about the meat industry influenced me,Learning about health shaped my meat habits,I considered environmental impact of meat,I am aware of ecological concerns from cattle production,Eating too much meat is unhealthy
11,101,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I believe meals need a protein source,I struggle getting enough protein vegetarian,I have trouble getting protein elsewhere,I want to get enough protein,I want protein for energy and focus
12,100,"want, weight, motivated, weight want, lose, motivated health, healthy, lose weight, health, lose weight want",I want to be healthier,I want to be as healthy as possible,Social contacts watch their weight,I want to feel healthier,I want to be healthy
13,88,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I care about the environment,I am concerned about environmental impacts,I am concerned about environmental impact,I want to reduce environmental blueprint
14,82,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, meat, meat expensive meat",Red meat is expensive,The cost of beef is high,High meat prices affect my habits,Financial limitations affect my meat choices,Meat can be expensive for me
15,80,"diet, balanced, food, balanced diet, foods, want, picky, variety, picky eater, eat healthier",I am very conscious about my diet,I want a healthier diet,I eat foods I like,I am a picky eater,I value knowing what's in my food
