Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,540,OUTLIER,I enjoy the taste of meat,I eat meat at least once a day,Meat-eating is a family tradition,I eat meat at least once daily,I like the taste of meat
0,317,"avoid, red, meat, red meat, eating, avoid eating, pork, feel, meat avoid, meats",I sometimes avoid pork,I do not buy ground beef,I am concerned about health effects of meat,Health concerns could make me stop eating meat,I want to avoid buying beef
1,251,"friends, social, contacts, social contacts, eat meat, friends eat, people, meat, friends eat meat, eat",Social contacts also eat meat out of habit,Social contacts value taste in meat,My social contacts follow similar eating habits,Socializing increases likelihood of eating meat,Social contacts eat red meat frequently
2,231,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, parents, son",My family eats more meat than I do,My family eats meat all the time,I eat meat with mother and grandmother,My family members eat meat frequently,My family eats meat with every meal
3,211,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken turkey, prefer, eat fish, chicken eat",I think chicken is filling and low calorie,I eat fried chicken and fried fish,I eat beef and chicken regularly,I eat chicken and fish,Chicken and fish are more versatile
4,199,"red meat, red, consumption, meat, limit, meat consumption, cut, try, reducing, eat",I stopped eating lunch meats during COVID,I have cut down on meat,I have cut back on meat,I have reduced my beef consumption,I eliminated red meat from my diet
5,193,"want, weight, motivated, healthy, diet, healthier, lose, health, lose weight, motivated health",I want to keep muscle strong,I want a more balanced diet,I want to lose weight,I enjoy trying different foods,I choose meals based on what I make that day
6,173,"protein, want protein, want, meat protein, iron, protein want, eat meat protein, need, protein eat, protein meat",I prioritize eating high protein foods,I want foods high in protein,I need protein,I want to hit protein goals,I want enough protein and nutrients
7,164,"vegetarian, meals, plantbased, vegetables, vegan, vegetarian meals, plantbased meals, meatless, balance, balance meat",I enjoy the challenge of vegetarian cooking,I find plant-based meals easy and light,I balance meat intake for health,I have vegetarian dinners some days,I eat more vegetables as snacks
8,116,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I am concerned about animal welfare,Concern for animal welfare,I thought briefly about animal welfare,A friend is concerned about animal suffering
9,106,"meat, meat easy, easy, convenient, filling, meals, feel, filling meat, convenient meat, meat convenient",Meat tastes great with meals,Meat has variety for different meals,Meat is filling,Meat is convenient,Meat has appealing texture and seasoning
10,106,"health, concerned, concerned health, cholesterol, concerns, concerned health concerned, health concerned, health concerns, want reduce, want",I am concerned about health,My husband has health concerns,I am concerned about my health,I am concerned about health impacts,I have high blood pressure
11,93,"expensive, meat expensive, prices, cost, meat prices, expensive meat, choices, price, limited, meat expensive meat",Red meat is expensive,I am concerned about meat prices,Ethically-sourced meat is often too expensive,Meat is expensive at every meal,Eating vegetarian was expensive for me
12,85,"times, week, week eat, meat times, eat meat times, weekly, weekly eat, week eat meat, eat, times week",I eat meat five times per week,I eat meat four to five days weekly,I eat white meat twice a week,I eat red meat a few times yearly,I eat meat a few times a week
13,82,"wife, husband, partner, prefers, boyfriend, eats, meat husband, meat wife, eating, red meat",My husband avoids red meat,My wife cannot tolerate beef,My wife has similar eating habits,Significant other rarely eats meat,I enjoy eating meat with my husband
14,82,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impact,I am concerned about environmental impacts,I am concerned about the environment,I care about the environment
15,76,"meat meals, eat meat meals, eat meat, meals eat, meals, meat meals eat, meals eat meat, eat, include meat, meat",I eat red meat occasionally,I eat meat most meals,I eat meat with most dinners,I eat meat during dinner meals,I eat more meat during holidays
16,74,"meat regularly eat, eat meat, regularly eat, regularly eat meat, eat meat regularly, regularly, meat regularly, day eat, eat, meat day eat",I eat various meats regularly,I eat meat to maintain healthy weight,I eat meat regularly,I am a heavy meat eater,I eat meat daily
17,70,"grew, grew eating, raised, grew eating meat, raised eating, meat grew, eating meat, eating, raised eating meat, meat grew eating",I was raised vegetarian,I have never known vegetarians personally,I grew up eating meat,I was raised eating pork,I grew up eating meat regularly
18,67,"enjoy eating, enjoy, enjoy eating meat, meat enjoy, eating meat enjoy, meat enjoy eating, eating meat, eating, meat like, meat",I enjoy social meals with meat,I get satisfaction from eating meat,I am set in eating meat,I enjoy eating meat,I enjoy red meat
19,60,"buy, grassfed, buy meat, sale, prefer, affordable, ethically, meat, seek, grassfed meat",I prefer grass-fed or ethical meat,I prefer animal welfare-friendly meat,I buy fried chicken from stores,I buy pre-packaged meat for sandwiches,Meat is affordable
20,58,"crave, cook, home, crave meat, meat crave, cook meat, meat available, meat, meat crave meat, crave meat crave",I eat meat when craving it,I cook lean meat at home,I use smoked sausage when cooking,I cook pork chops at home,Cooking at home improves my health
21,54,"believe, believe meat, meat feels, eating meat feels, feels, natural, nutritious, meat, normal, eating meat",I think meat is a complete protein,I believe meat is necessary for health,I am health conscious about meat choice,Meat is believed essential for fitness in my group,I believe nutrients can come from non-meat sources
22,50,"friends, reasons, avoid, meat health, avoid meat, reasons friends, family, health, meat health reasons, health reasons",Some family avoid red meat for health,Health reasons prevent total meat elimination,People I know reduce meat for health reasons,Vegetarian friends avoid meat for health,Multiple friends eat less meat now
