Topic,Count,Name,Representation,Representative_Docs
-1,675,-1_meat_taste meat_enjoy_taste,"['meat', 'taste meat', 'enjoy', 'taste', 'eat meat', 'eat', 'enjoy taste meat', 'enjoy taste', 'day', 'people']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,236,0_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I eat chicken most often']"
1,229,1_vegetarian_vegan_plantbased_vegetables,"['vegetarian', 'vegan', 'plantbased', 'vegetables', 'meals', 'alternatives', 'vegetarian meals', 'meat alternatives', 'substitutes', 'vegetarians']","['I am a vegetarian', 'I am a vegetarian', 'I am vegetarian']"
2,207,2_avoid_pork_avoid eating_meat avoid,"['avoid', 'pork', 'avoid eating', 'meat avoid', 'beef', 'red', 'eating', 'red meat', 'meat', 'processed']","['I avoid pork', 'I sometimes avoid pork', 'I avoid pork']"
3,204,3_consumption_meat_red meat_red,"['consumption', 'meat', 'red meat', 'red', 'limit', 'meat consumption', 'cut', 'reducing', 'try', 'reduce']","['I try to limit my meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
4,190,4_family_friends_family eats_eats,"['family', 'friends', 'family eats', 'eats', 'meat family', 'family eats meat', 'eats meat', 'meat', 'friends eat', 'regularly']","['Everyone in my family eats meat', 'All my family eats meat', 'My family eats meat']"
5,159,5_expensive_meat expensive_meat_prices,"['expensive', 'meat expensive', 'meat', 'prices', 'choices', 'meat prices', 'cost', 'convenient', 'influences', 'price']","['Meat is expensive', 'Meat is expensive for me', 'Meat is sometimes expensive']"
6,132,6_protein_believe_protein meat_believe meat,"['protein', 'believe', 'protein meat', 'believe meat', 'meat protein', 'meat', 'source', 'eat meat protein', 'meat good', 'healthy']","['Meat is my go-to protein', 'I get most of my protein from meat', 'I get protein from meat']"
7,131,7_concerns_health_red meat_red,"['concerns', 'health', 'red meat', 'red', 'environmental', 'unhealthy', 'meat', 'health concerns', 'concerned', 'impact']","['I have health concerns about red meat', 'I have health concerns about red meat', 'Health concerns about red meat']"
8,126,8_habit_eating_eating meat_meat habit,"['habit', 'eating', 'eating meat', 'meat habit', 'eating meat habit', 'meat', 'ethical', 'meat feels', 'eating meat feels', 'feels']","['Eating meat is a habit for me', 'Eating meat is mostly out of habit', 'Eating meat is a habit for me']"
9,121,9_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'welfare concerned', 'animal welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,116,10_times_week_meat times_eat meat times,"['times', 'week', 'meat times', 'eat meat times', 'eat', 'week eat', 'weekly', 'eat meat', 'weekly eat', 'times week']","['I eat meat three or four times a week', 'I eat meat five times per week', 'I eat meat a few times a week']"
11,114,11_eat meat_eat_meat meals_eat meat regularly,"['eat meat', 'eat', 'meat meals', 'eat meat regularly', 'meat regularly', 'regularly', 'meals eat', 'meals eat meat', 'eat meat meals', 'meat regularly eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,101,12_health_cholesterol_concerned health_concerned,"['health', 'cholesterol', 'concerned health', 'concerned', 'concerns', 'health concerns', 'concerned health concerned', 'health concerned', 'heart', 'cholesterol concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
13,94,13_want_weight_weight want_motivated,"['want', 'weight', 'weight want', 'motivated', 'lose', 'lose weight', 'healthy', 'motivated health', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
14,93,14_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want protein', 'I want to get enough protein', 'I want to get enough protein']"
