Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,675,OUTLIER,I enjoy the taste of meat,I eat meat at least once a day,My parents served meat with dinner,I eat meat at least once daily,I like the taste of meat
0,236,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken eat, chicken turkey, eat fish, eat chicken fish",I mostly eat chicken,Chicken and fish agree with me,I eat a lot of chicken and fish,"I regularly eat chicken, fish, and turkey",I save money buying chicken and pork
1,229,"vegetarian, vegan, plantbased, vegetables, meals, alternatives, vegetarian meals, meat alternatives, substitutes, vegetarians",I tried being vegetarian,I occasionally eat vegan and meatless options,I became vegetarian,I am open to trying a vegan diet,I wish I could be vegetarian
2,207,"avoid, pork, avoid eating, meat avoid, beef, red, eating, red meat, meat, processed",I avoid red meat and pork,I sometimes avoid meat for days,I eat almost no beef,I avoid pork for health reasons,My mother avoids pork for health reasons
3,204,"consumption, meat, red meat, red, limit, meat consumption, cut, reducing, try, reduce",I have reduced my beef consumption,I wish to cut back on meat,I frequently think about reducing meat consumption,I am reducing meat consumption,I cut out red meat
4,190,"family, friends, family eats, eats, meat family, family eats meat, eats meat, meat, friends eat, regularly",My family eats meat as main portion,My family eats meat similarly,My children eat more meat than I do,My family likes to eat meat,My family includes meat in their meals
5,159,"expensive, meat expensive, meat, prices, choices, meat prices, cost, convenient, influences, price",Red meat is expensive,I have price concerns,I cannot afford expensive meats,I think meat prices are too high,Vegetarian options are unaffordable
6,132,"protein, believe, protein meat, believe meat, meat protein, meat, source, eat meat protein, meat good, healthy",I think meat is a complete protein,I eat meat for protein,I prefer meat protein sources,I find lean meats easiest for protein,I value meat's high protein content
7,131,"concerns, health, red meat, red, environmental, unhealthy, meat, health concerns, concerned, impact",I believe pork is unhealthy,I am concerned about altered meat products,Red meat is unhealthy,I am concerned about hormones in meat,Red meat upsets my stomach
8,126,"habit, eating, eating meat, meat habit, eating meat habit, meat, ethical, meat feels, eating meat feels, feels",Meat gets tiring when eaten too much,Eating meat is normal for me,I was forcing myself to eat meat,Exposure to different cultures might increase meat eating,Eating meat is a habit
9,121,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am an animal lover,I feel responsible for animal suffering,I am concerned about animal deaths,I am aware of cruelty in the meat industry,I would prefer less interaction with killing animals
10,116,"times, week, meat times, eat meat times, eat, week eat, weekly, eat meat, weekly eat, times week",I eat red meat up to twice weekly,I eat meat a few times weekly,I eat red meat 3-4 times weekly,I eat red meat once a week,I eat meat five to six days weekly
11,114,"eat meat, eat, meat meals, eat meat regularly, meat regularly, regularly, meals eat, meals eat meat, eat meat meals, meat regularly eat",I eat various meats regularly,I restrict my diet to mostly meat,I am used to eating meat,I eat meat regularly,I am a heavy meat eater
12,101,"health, cholesterol, concerned health, concerned, concerns, health concerns, concerned health concerned, health concerned, heart, cholesterol concerned",I have health concerns,My husband has health concerns,I am concerned about health impacts,I discuss health risks with my friend,I had colon cancer
13,94,"want, weight, weight want, motivated, lose, lose weight, healthy, motivated health, health, lose weight want",My friends are concerned about weight,I want healthy hair,I want to stay healthy,I want to avoid weight loss,I work out and lift weights
14,93,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I want to get enough protein,I want to consume enough protein,I want enough protein,I want to get more protein,I want foods high in protein
15,82,"diet, moderation, balanced, meat moderation, balanced diet, new, want, trying, new meats, variety",I am very conscious about my diet,I like variety in my food,I try to keep a balanced diet,I want to enjoy meals regardless of health advice,I want to eat healthier and add variety
16,70,"crave, like, crave meat, meat crave, meat, meat like, available, meat available, eat, like eating",I eat meat when craving it,I like eating meat,I eat what I crave,I enjoy eating different kinds of meat,I eat what is available
17,69,"community, tradition, family, family tradition, eating, meat family tradition, cultural, eating meat family, eating meat, gatherings",Red meat is traditional in my culture,Meat eating is normal in my community,Eating meat is family tradition,Eating meat is a cultural habit in my family,Meat is prevalent in my cultural cuisine
18,66,"reasons, friends, meat health, family, meat health reasons, health, meat friends, meat, avoid meat, avoid",Some family avoid red meat for health,My mom encourages eating less meat for health,Friends or family sometimes restrict meat for health,People I know reduce meat for health reasons,I care for my mother's diet
19,65,"husband, wife, partner, boyfriend, prefers, meat wife, eats, eating, meat partner, wife eats",My husband avoids red meat,My wife cannot tolerate beef,My husband loves steak and pork,My wife suggests eating less meat,My wife avoids red meat
20,64,"contacts, social contacts, social, meat social contacts, meat social, contacts eat, contacts eat meat, social contacts eat, eating meat social, health social contacts",Some social contacts are concerned about environment,Social contacts value convenience of meat consumption,My social contacts eat meat for nutrition,Social contacts also eat meat out of habit,Social contacts prefer eating meat
21,63,"grew, grew eating, raised, grew eating meat, eating, raised eating, eating meat, meat grew, raised eating meat, meat grew eating",I was raised eating pork,I was raised eating meat regularly,I grew up eating meat,Southern cuisine was central when growing up,I used to eat meat daily
22,51,"meat tastes, tastes, incomplete meat, incomplete, filling, filling meat, meat tastes good, tastes good, feel, meat",Meat tastes great with meals,I think meat is delicious,Meat-centered meals feel complete,Meat fills me up,Meat tastes better than alternatives
