Topic,Count,Name,Representation,Representative_Docs
-1,777,-1_meat_eating_feel_eating meat,"['meat', 'eating', 'feel', 'eating meat', 'eat', 'meals', 'habit', 'family', 'love taste', 'love']","['Eating meat is a habit', 'Eating meat is a habit for me', 'Eating meat is mostly out of habit']"
0,190,0_easy_meat easy_good_believe,"['easy', 'meat easy', 'good', 'believe', 'meat', 'prefer', 'meat tastes', 'tastes', 'meat feels', 'meat good']","['Meat tastes good to me', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
1,181,1_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'chicken turkey', 'chicken eat', 'eat', 'prefer', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
2,118,2_times_week_week eat_weekly,"['times', 'week', 'week eat', 'weekly', 'meat times', 'eat meat times', 'weekly eat', 'times week', 'times week eat', 'eat']","['I eat meat four times a week', 'I eat meat several times a week', 'I eat meat three times a week']"
3,110,3_vegetarian_vegan_vegetarian meals_meals,"['vegetarian', 'vegan', 'vegetarian meals', 'meals', 'years', 'vegetarians', 'friends', 'vegetarian vegetarian', 'vegan vegetarian', 'vegetarian vegan']","['I am vegetarian', 'I became vegetarian', 'I am vegetarian']"
4,104,4_family_tradition_meat family_eating meat family,"['family', 'tradition', 'meat family', 'eating meat family', 'family tradition', 'meat family tradition', 'cultural', 'eating meat', 'meat', 'eating']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
5,100,5_health_concerned health_health concerns_concerned,"['health', 'concerned health', 'health concerns', 'concerned', 'concerns', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
6,87,6_food_habits_eating habits_meals,"['food', 'habits', 'eating habits', 'meals', 'similar', 'family', 'consider cost', 'eats cook', 'wife', 'eats']","['My social contacts follow similar eating habits', 'My family has similar eating habits', 'My wife has similar eating habits']"
7,85,7_eat meat_meat meals_eat meat meals_people,"['eat meat', 'meat meals', 'eat meat meals', 'people', 'eat', 'people know', 'people know eat', 'know eat', 'know', 'know eat meat']","['Most people I know eat meat', 'Most people I know eat meat', 'Most people I know eat meat']"
8,84,8_want_healthy_weight_want healthy,"['want', 'healthy', 'weight', 'want healthy', 'want healthier', 'healthier', 'weight want', 'stay', 'healthier want', 'healthy want']","['I want to stay healthy', 'I want to be healthy', 'I want to be healthy']"
9,80,9_protein_want protein_protein want_want,"['protein', 'want protein', 'protein want', 'want', 'want protein want', 'protein want protein', 'need', 'need protein', 'high protein', 'protein diet']","['I want to get enough protein', 'I want to get enough protein', 'I want enough protein']"
10,79,10_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
11,70,11_red meat_red_limit red_limit red meat,"['red meat', 'red', 'limit red', 'limit red meat', 'red meat consumption', 'cut red', 'cut red meat', 'limit', 'consumption', 'cut']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
12,68,12_enjoy taste meat_enjoy taste_meat enjoy taste_enjoy,"['enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'enjoy', 'taste meat enjoy', 'taste meat', 'meat enjoy', 'taste', 'flavor', 'enjoy flavor']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
13,66,13_protein_meat protein_eat meat protein_protein eat meat,"['protein', 'meat protein', 'eat meat protein', 'protein eat meat', 'protein meat', 'protein eat', 'meat protein eat', 'meat provides', 'provides', 'eat meat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
14,64,14_crave_crave meat_eat meat_meat available,"['crave', 'crave meat', 'eat meat', 'meat available', 'meat', 'people eat', 'meat filling', 'people', 'people eat meat', 'meat crave']","['People around me eat meat', 'People around me eat more meat', 'People around me eat meat']"
15,63,15_meat eat_stopped_eat red meat_eat red,"['meat eat', 'stopped', 'eat red meat', 'eat red', 'stopped eating', 'red meat', 'red', 'meat eat red', 'eat', 'meat stopped']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat']"
16,58,16_enjoy eating_enjoy eating meat_meat enjoy eating_eating meat enjoy,"['enjoy eating', 'enjoy eating meat', 'meat enjoy eating', 'eating meat enjoy', 'meat enjoy', 'enjoy', 'eating meat', 'eating', 'meat love', 'eating meat love']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
17,57,17_day eat_day_eat meat day_meat day,"['day eat', 'day', 'eat meat day', 'meat day', 'meat day eat', 'day eat meat', 'daily eat', 'daily', 'meat daily eat', 'meat daily']","['I eat meat almost every day', 'I eat meat every day', 'I eat meat every day']"
18,55,18_reduce meat_reduce_consumption_reducing,"['reduce meat', 'reduce', 'consumption', 'reducing', 'reducing meat', 'meat consumption', 'meat health', 'reasons', 'reduce meat consumption', 'health']","['I try to reduce meat consumption', 'I try to reduce meat consumption', 'I try to reduce meat consumption']"
19,53,19_rarely_rarely eat_eat_meals,"['rarely', 'rarely eat', 'eat', 'meals', 'meatless', 'rarely eats meat', 'rarely eats', 'meat rarely eat', 'rarely eat meat', 'meat rarely']","['I rarely eat meat at home', 'I rarely eat beef', 'I rarely eat meat']"
20,52,20_expensive_meat expensive_expensive meat_prices,"['expensive', 'meat expensive', 'expensive meat', 'prices', 'meat prices', 'meat expensive meat', 'expensive meat expensive', 'high', 'red meat expensive', 'high meat prices']","['Meat is expensive for me', 'Meat can be expensive for me', 'Meat is expensive for me']"
21,51,21_avoid_meats avoid_avoid eating_pork avoid,"['avoid', 'meats avoid', 'avoid eating', 'pork avoid', 'processed', 'meats avoid eating', 'avoid processed', 'meats', 'pork', 'meat avoid']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
22,49,22_concerned animal_concerned animal welfare_welfare_animal welfare,"['concerned animal', 'concerned animal welfare', 'welfare', 'animal welfare', 'animal', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal', 'concerned', 'animal rights']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
23,49,23_choices_meat choices_influences_important,"['choices', 'meat choices', 'influences', 'important', 'price', 'sourced', 'ethically sourced meat', 'ethically sourced', 'sourced meat', 'health']","['Cost influences my meat choices', 'Availability influences my meat choices', 'Price influences my meat choices']"
24,48,24_considered_reducing meat_considered reducing meat_considered reducing,"['considered', 'reducing meat', 'considered reducing meat', 'considered reducing', 'reducing', 'eat pork', 'influence', 'meat social contacts', 'social', 'meat social']","['I have not considered reducing meat consumption', 'I have not considered reducing meat', 'I have not considered reducing meat']"
25,47,25_meat family_enjoys_family_enjoys eating meat,"['meat family', 'enjoys', 'family', 'enjoys eating meat', 'enjoys eating', 'loves', 'eating meat', 'likes', 'family enjoys', 'eating']","['Family enjoys eating meat', 'My family enjoys eating meat', 'My family also enjoys eating meat']"
26,47,26_environmental_concerns_impact_environmental impact,"['environmental', 'concerns', 'impact', 'environmental impact', 'concerns meat', 'health', 'concerned', 'environmental impact meat', 'impact meat', 'health concerns']","['I am concerned about environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
27,47,27_unhealthy_meat unhealthy_red meat unhealthy_feel,"['unhealthy', 'meat unhealthy', 'red meat unhealthy', 'feel', 'believe', 'red meat', 'red', 'believe red', 'believe red meat', 'think']","['Red meat is unhealthy', 'I believe red meat is unhealthy', 'I believe red meat is unhealthy']"
28,43,28_dislike_like_meat dislike_dislike taste,"['dislike', 'like', 'meat dislike', 'dislike taste', 'dislikes', 'taste', 'dont like', 'did', 'taste like', 'dont like eating']","['I dislike the taste of fish', 'I dislike the taste of beef and pork', 'I dislike the taste of some meats']"
29,42,29_plantbased_plantbased foods_vegetables_eat plantbased,"['plantbased', 'plantbased foods', 'vegetables', 'eat plantbased', 'eat vegetables', 'foods', 'eat plantbased foods', 'try plantbased', 'fish', 'include plantbased']","['I am trying to eat more vegetables', 'I try to eat more vegetables', 'I eat more vegetables now']"
30,40,30_occasionally_usually_eat meat lunch_meat lunch,"['occasionally', 'usually', 'eat meat lunch', 'meat lunch', 'lunch', 'meat occasionally', 'eat meat occasionally', 'dinner', 'eat meat', 'eat']","['I eat meat for lunch and dinner', 'I occasionally eat meat for lunch', 'I occasionally eat meat with lunch']"
