Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,405,OUTLIER,I like the taste of meat,I am chronically anemic,I do not control grocery shopping or meal planning,I eat a lot of chicken,I have always eaten and cooked with meat
0,213,"family, family eats, meat family, eats, family eats meat, eats meat, eat meat family, meat family eats, meat, community",Family finds meat heavy or hard to digest,My family eats meat regularly,My family eats meat frequently,My family has always eaten meat,My family eats meat every day
1,197,"red, red meat, eat red, eat red meat, cut, eating red, meat, eating red meat, avoid red meat, avoid red",My uncles and father limit red meat,Red meat in moderation is acceptable,I eat less red meat,I cook less red meat for my family,My partner believes avoiding red meat is healthier
2,186,"protein, want protein, want, source, protein meat, protein want, meat protein, high protein, high, need",I feel sick without protein,I enjoy the protein in meat,I want to get enough protein,I value meat for protein and nutrition,I find lean meats easiest for protein
3,135,"vegetarian, vegan, vegetarian meals, vegetarians, meals, options, pescatarian, vegetarian options, years, friends",I sometimes have vegetarian meals,I have been vegetarian for 13 years,I lack confidence cooking vegetarian meals,I am vegetarian,I was vegan or vegetarian for years
4,129,"reducing, reducing meat, consumption, considered, reduced, meat consumption, reduce, meat health, meat, reduce meat",Vegetarian coworker encourages meat reduction,I am eating less meat,I have reduced eating meat to every other day,I try to reduce meat consumption,I eat more poultry and less pork
5,101,"expensive, prices, meat prices, meat expensive, alternatives, substitutes, meat alternatives, meat substitutes, tofu, high",The cost of beef is high,I cannot afford expensive meats,I am aware meat costs can be high,Meat is expensive at every meal,Meat is expensive
6,87,"animals, animal, eating animals, animal welfare, welfare, care, animal rights, rights, care animal, concerned animal",I am concerned about animal rights,I feel moral unease about eating animals,God permits eating animals in Genesis,I am concerned about harming animals,I feel guilty eating animals
7,80,"times, eat meat times, meat times, week eat meat, week, weekly eat meat, days, weekly eat, week eat, eat meat",I eat meat at least once a day,I eat meat a couple times a day,I eat multiple meat products daily,I eat meat at least twice a day,I eat meat once or twice daily
8,72,"health, concerned health, concerned, health concerns, concerns, concerned health concerned, health concerned, diabetes, heart, health concerned health",I am concerned about health,I am concerned about kidney health,I am concerned about my health,I am concerned about health impacts,I am concerned about health effects
9,71,"contacts, social contacts, social, meat social, meat social contacts, contacts eat, contacts eat meat, social contacts eat, eating meat social, taste meat social",Most social contacts eat meat,Social contacts also enjoy poultry,Social contacts enjoy my well-cooked meat,My social contacts enjoy the taste of meat,My social contacts eat meat for nutrition
10,71,"feel, filling, moderation, feel better, better, meat filling, filling meat, meat feel, meat moderation, eat meat moderation",Meat helps me feel full,Meat helps me feel energized and healthy,Meat keeps me feeling full longer,I feel less full without eating meat,Meat leaves me feeling satiated
11,69,"eat meat day, meat day, day, meat day eat, day eat, meat daily, day eat meat, eat meat daily, daily, eat meat",I eat meat almost every day,I eat meat daily,I eat meat almost daily,I eat a lot of meat daily,I eat some kind of meat daily
12,67,"chicken, prefer, eat chicken, prefer beef, chicken prefer, taste chicken, buy, eating chicken, chicken beef, beef",I like the taste of chicken and fish,I am happy with the chicken I eat,My family prefers eating chicken,Chicken is more sustainable and healthier,Chicken is easy to cook
