key,wave,stance,canvas,topic,topic_conf,assigned_prob
3d1ddc23b606b8c8,1,I eat meat at least once a day,True,-1,0.04554399360491315,
3d1ddc23b606b8c8,1,I grew up eating meat at meals,True,17,1.0,1.0
3d1ddc23b606b8c8,1,My parents served meat with dinner,True,3,1.0,1.0
3d1ddc23b606b8c8,1,My family eats meat as main portion,True,3,1.0,1.0
3d1ddc23b606b8c8,1,Meat-eating is a family tradition,True,1,0.12540189500465093,0.06859545483317728
3d1ddc23b606b8c8,1,I feel guilty about eating animals,True,0,0.12365234827307575,0.12365234827307575
3d1ddc23b606b8c8,1,My religious beliefs justify eating animals,True,2,0.07937596166352225,0.07937596166352225
242bdf6bc5bb0b94,1,I eat meat at least once daily,True,-1,0.04451527803133564,
242bdf6bc5bb0b94,1,I like the taste of meat,True,-1,0.03069463022680494,
242bdf6bc5bb0b94,1,I have no moral issues eating meat,True,-1,0.015325725728870037,
242bdf6bc5bb0b94,1,I was raised on a farm,True,17,1.0,1.0
242bdf6bc5bb0b94,1,Eating meat is a family tradition,True,1,0.12859415570624108,0.0679942464353015
242bdf6bc5bb0b94,1,Doctor recommended I eat lean beef,True,2,1.0,1.0
242bdf6bc5bb0b94,1,I am chronically anemic,True,7,0.10773960871852112,0.049470320149103415
242bdf6bc5bb0b94,1,Some relatives hunt and eat game meats,True,3,0.2896390580732359,0.2896390580732359
242bdf6bc5bb0b94,1,I sometimes reduce meat due to health issues,True,2,0.4938604695724229,0.4938604695724229
242bdf6bc5bb0b94,1,I believe too much meat can harm health,True,0,1.0,1.0
c0ac91fae56c6ec3,1,I eat meat every day,True,15,1.0,1.0
c0ac91fae56c6ec3,1,I like the taste of meat,True,-1,0.031141419433896814,
c0ac91fae56c6ec3,1,I choose chicken and turkey for health,True,4,0.2991598682151079,0.2991598682151079
c0ac91fae56c6ec3,1,I think chicken and turkey are healthier,True,4,0.20652400456926887,0.20652400456926887
c0ac91fae56c6ec3,1,I eat lean beef to reduce fat,True,-1,0.11068454288433267,
c0ac91fae56c6ec3,1,I prefer beef for hamburgers and sloppy joes,True,4,0.21441676090416228,0.06391040986521174
c0ac91fae56c6ec3,1,I reduce beef or pork when dieting,True,2,0.5214240055443111,0.5214240055443111
c0ac91fae56c6ec3,1,Those around me eat meat regularly,True,1,0.28452523843872213,0.28452523843872213
c0ac91fae56c6ec3,1,Social contacts like the taste of meat,True,1,1.0,1.0
8f96fa223f234180,1,I eat meat whenever I choose to,True,21,1.0,1.0
8f96fa223f234180,1,I eat more chicken and fish now,True,4,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on red meat,True,2,1.0,1.0
8f96fa223f234180,1,I have tried to cut back on processed meat,True,2,1.0,1.0
8f96fa223f234180,1,I am concerned about my health,True,11,1.0,1.0
8f96fa223f234180,1,I want to improve cholesterol and blood work,True,-1,0.016031255524523873,
8f96fa223f234180,1,I do not control grocery shopping or meal planning,True,1,0.15727138406269034,0.15727138406269034
8f96fa223f234180,1,"I am fond of chicken, turkey, and fish",True,4,0.24342488359039605,0.24342488359039605
24e9f4a8dba444ba,1,I eat meat 1-2 times a day,True,-1,0.046533483943168835,
24e9f4a8dba444ba,1,I eat a lot of chicken,True,-1,0.07422047735208515,
24e9f4a8dba444ba,1,Eating meat feels natural to me,True,-1,0.014085581980988549,
24e9f4a8dba444ba,1,I have always eaten and cooked with meat,True,17,0.5540379519123412,0.5540379519123412
24e9f4a8dba444ba,1,My parents cooked with meat,True,3,1.0,1.0
24e9f4a8dba444ba,1,Most friends and family eat meat,True,-1,0.12734801610953023,
24e9f4a8dba444ba,1,Eating meat is a habit for me,True,2,0.04372444587133362,0.04372444587133362
24e9f4a8dba444ba,1,I reduce meat when it is expensive,True,2,0.4626149350932719,0.4626149350932719
24e9f4a8dba444ba,1,I enjoy the challenge of vegetarian cooking,True,6,1.0,1.0
24e9f4a8dba444ba,1,I get bored with the same meals,True,-1,0.37522660896542187,
