Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,666,OUTLIER,I enjoy the taste of meat,I eat meat at least once a day,I eat meat at least once daily,I like the taste of meat,I have no moral issues eating meat
0,354,"avoid, meat, eating, red, red meat, feel, avoid eating, pork, meat avoid, meats",I do not support cutting out meat,I find non-meat foods unsatisfying,I have health concerns about red meat,I have food aversion to meat,I am concerned about health effects of meat
1,284,"social, contacts, social contacts, friends, meat, people, eat meat, family, community, people eat",My social contacts prefer taste and satiety,Most social contacts eat all types of meat,Exposure to different cultures might increase meat eating,Social contacts follow the same meat habits,Social contacts value animal life
2,263,"meat, consumption, red meat, red, meat consumption, eating, limit, reducing, cut, eating meat",Doctors recommend eating lean beef,I have cut back on beef,Doctor advised me to reduce red meat,I try to cut down on red meat,I reduce red meat consumption
3,225,"family, eats, family eats, meat family, eats meat, family eats meat, meat, meat family eats, parents, members",My parents served meat with dinner,My family included meat in daily meals,My family eats meat,My family ate healthy growing up,My family prefers steak
4,157,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, prefer, eat chicken fish, eat fish",I eat beef and chicken regularly,I eat more chicken and fish,I eat chicken and turkey often,"I eat chicken, beef, and pork",I eat fish and chicken
5,132,"protein, believe, believe meat, meat protein, meat, source, protein meat, eat meat protein, protein eat, protein eat meat",I eat meat for protein,I eat meat for protein and athletic performance,Meat is my main protein source,I include meat for nutrients,I like meat's protein content
6,125,"meals, plantbased, vegetables, vegetarian, vegetarian meals, plantbased meals, balance, balance meat, meatless, eat",I enjoy the challenge of vegetarian cooking,Sometimes I make meals with just vegetables,I enjoy vegetable-based meals,I find vegetable dishes hard to cook for one,I have vegetarian dinners some days
7,121,"protein, want, want protein, protein want, protein want protein, want protein want, need, iron, high, need protein",I want proper nutrition,I want protein for energy and focus,I want more protein,I want more protein for athletic needs,I need protein for workouts
8,117,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I am concerned about animal welfare,Concern for animal welfare,I thought briefly about animal welfare,A friend is concerned about animal suffering
9,111,"expensive, meat expensive, prices, cost, meat prices, choices, alternatives, expensive meat, meat, limited",Red meat is expensive,Cost of meat is expensive,Grocery costs are increasing,Prices of beef have gone up,Red meat is more expensive than chicken
10,98,"motivated, diet, motivated health, balanced, health, balanced diet, motivated health concerns, food, health concerns, mindful",I follow a low-carb diet,I value knowing what's in my food,I am more mindful about portion sizes,I like variety in my diet,I am on a low-carb diet
11,89,"health, concerned, concerned health, concerns, health concerned, concerned health concerned, cholesterol, health concerns, health concerned health, heart",I have health concerns,I am concerned about cholesterol,Coronary heart disease risk concerns me,I am concerned about my health,I am concerned about health effects
12,82,"environmental, concerned, impact, environmental impact, concerned environmental, concerned environmental impact, environment, environmental impact concerned, impact concerned, environment concerned",My sons are concerned about environment,I am concerned about environmental impact,I am concerned about the environment,I am concerned about environmental impacts,I am concerned about food processing and pollution
13,81,"buy, buy meat, prefer, grassfed, sale, meat, affordable, ethically, seek, grassfed meat",I prefer grass-fed or ethical meat,Meat is affordable for me,I try to buy ethically sourced meat,I plan to buy a whole cow,"I prefer grass-fed, ethically treated beef"
14,77,"wife, husband, partner, prefers, meat wife, boyfriend, eats, meat husband, eating, red meat wife",My husband avoids red meat,My wife changed her eating habits with me,My wife prefers red meat,My wife has digestion issues,My wife eats the same as I do
15,74,"eat meat, regularly eat, meat regularly eat, eat meat regularly, regularly, regularly eat meat, meat regularly, day eat, eat, meat day eat",I eat various meats regularly,I eat meat to maintain healthy weight,I eat meat regularly,I am a heavy meat eater,I eat meat daily
16,73,"times, week, week eat, meat times, eat meat times, weekly, weekly eat, week eat meat, times week eat, times week",I eat meat five times per week,I eat meat two or three times weekly,I eat red meat two times a week,I eat meat one to three times weekly,I eat meat three days a week
17,71,"grew, grew eating, raised, grew eating meat, eating, eating meat, raised eating, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I grew up eating meat,I was raised eating pork,I grew up eating meat regularly,I grew up eating a lot of meat
18,69,"meat meals, eat meat meals, meals, meals eat meat, eat meat, meals eat, meat meals eat, eat, include meat, include",I eat meat with most dinners,I eat meat at most meals,I eat meat most days,Most recipes I know use meat,I eat meat for dinner most days
19,65,"meat tastes, tastes, meat, meat easy, easy, tastes good, meat tastes good, filling, filling meat, convenient",Meat tastes great with meals,Well-cooked meat increases enjoyment,Meat goes well with foods like pasta or rice,Meat makes meals easier to eat and enjoyable,Eating meat prevents animal food waste
20,65,"enjoy eating, enjoy eating meat, enjoy, meat enjoy, eating meat enjoy, meat enjoy eating, eating meat, eating, meat like, meat",I think meat is delicious,I enjoy eating meat,I am set in eating meat,I enjoy red meat,I like eating meat
21,59,"crave, home, cook, crave meat, meat crave, available, meat available, meat, home crave, eat meat available",I eat meat when craving it,I feel addicted to meat taste,I use smoked sausage when cooking,I cook pork chops at home,Cooking at home improves my health
