Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,693,OUTLIER,I enjoy eating meat,I often do not eat any meat,I feel guilty about eating animals,My religious beliefs justify eating animals,I have no moral issues eating meat
0,281,"friends, social, contacts, social contacts, people, eat meat, meat, eat, friends eat, meat social",My social contacts eat meat for nutrition,Most people around me eat a lot of meat,Social contacts prefer eating meat,Social contacts eat meat out of habit,Social contacts eat meat similarly
1,261,"family, meat family, eats, family eats, eats meat, family eats meat, meat, eating meat family, eating, meat family eats",My parents served meat with dinner,My family eats meat frequently,Family finds meat heavy or hard to digest,My family all eat meat,My family are meat eaters
2,204,"chicken, fish, eat chicken, turkey, chicken fish, eat, chicken turkey, prefer, eat fish, eat chicken fish",I mostly eat chicken,I want to eat more fish,"I eat steak, chicken, pork, and lunch meat",I eat more chicken and fish,I still eat fish and chicken
3,201,"red meat, red, meat, consumption, limit, meat consumption, cut, try, reducing, eat",I eat red meat less frequently,Morning sickness made me eat less meat,I eat less meat than before,I eat less beef than I used to,I reduced pork consumption significantly
4,165,"protein, want protein, want, meat protein, protein want, protein eat, iron, eat meat protein, need, protein eat meat",I need high protein intake,I want to get enough protein,I try to include more protein,I want more protein,I want stronger muscles
5,164,"avoid, avoid eating, pork, meat avoid, eating, red, dislike, red meat, pork avoid, meats avoid",I avoid red meat and pork,I avoid eating red meat,I avoid processed meat,I avoid high animal fat options,I avoid eating red meat and pork
6,139,"plantbased, meals, vegetables, vegetarian, new, vegetarian meals, plantbased meals, meatless, balance, balance meat",I enjoy the challenge of vegetarian cooking,I balance meat and vegetarian products,I am trying to eat more vegetables,I eat more vegetables now,I eat a purely plant-based diet
7,124,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am in favor of animal rights,I approve eating animals if not cruel,My mom cares about animal welfare,I am concerned about animal welfare
8,117,"concerns, health, red meat, red, meat, environmental, health concerns, unhealthy, impact, concerned",Meat gets tiring when eaten too much,Health risks are associated with eating too much meat,Red meat is unhealthy,I am concerned about hormones in meat,I want to avoid disease from meat
9,108,"eat meat, eat, meat meals, meals eat, meat meals eat, eat meat meals, meals eat meat, meals, meat meal, meat",I eat lean beef to reduce fat,I eat meat with most dinners,I eat meat occasionally,I eat more meat during special occasions,I include meat in most meals
10,99,"expensive, meat expensive, prices, cost, meat prices, choices, expensive meat, meat, price, limited",Red meat is expensive,Prices of beef have gone up,Limited money sometimes reduces meat consumption,Financial limitations affect my meat choices,Meat can be expensive for me
11,98,"health, concerned, concerned health, concerns, cholesterol, health concerns, health concerned, concerned health concerned, concerned cholesterol, heart",I have health concerns,Health concerns about diabetes,I had colon cancer,A doctor advised me about cholesterol,I am concerned about my health
12,97,"meat, protein meat, meat easy, easy, protein, source, meals, easier, good, source protein",Meat tastes great with meals,Meat provides a lot of nutrition,Meat is a part of everyday life,Meat is affordable,Meat is available to cook
13,96,"want, weight, motivated, weight want, lose, lose weight, health, motivated health, healthy, want lose",I am motivated by health concerns,I want to feel healthier,I want better health,I want healthy hair,I want to stay healthy
14,95,"times, week, week eat, meat times, eat meat times, weekly, weekly eat, eat, week eat meat, eat meat",I have meat-free days each week,I eat meat a few times a week,I eat meat about three times a week,I eat meat two or three days weekly,I eat pork maybe once a month
15,92,"buy, cook, home, choose, grassfed, prefer, meat, buy meat, meats, try",I buy meat when it looks good,I enjoy the versatility of meat,I enjoy eating a variety of meats,I cook lean meat at home,I am the main household cook
16,89,"diet, food, balanced, balanced diet, picky, variety, picky eater, foods, mindful, eater",I am very conscious about my diet,"We focus on a varied, balanced diet",I try to eat more sustainably,I eat what I crave,I eat foods I like
17,88,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environment concerned, impact concerned, environmental impact concerned",I care about sustainability,I care about the environment,I want a smaller environmental footprint,I am concerned about environmental impacts,I am concerned about environmental impact
18,86,"taste meat, taste, enjoy taste meat, enjoy taste, meat enjoy, taste meat enjoy, meat enjoy taste, enjoy, like taste meat, like taste",I like the taste of meat,I enjoy the taste of meat,I enjoy the flavor of meat,I enjoy pleasant meat aromas during cooking,Meat tastes good to me
19,82,"wife, husband, partner, prefers, boyfriend, eats, meat wife, meat husband, eating, meat",My husband avoids red meat,My wife suggests eating less meat,My eating habits influenced by my partner,My wife cannot tolerate beef,My wife makes veggie dishes sometimes
20,79,"grew, grew eating, raised, grew eating meat, eating, eating meat, raised eating, meat grew, raised eating meat, meat grew eating",I was raised vegetarian,I have always eaten meat,I grew up eating meat,I learned meat-eating from childhood,I was raised eating meat
