Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,850,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I feel guilty about eating animals,My religious beliefs justify eating animals,I like the taste of meat
0,429,"family, meat, friends, meat family, social, eats, contacts, social contacts, family eats, eats meat",My family eats meat all the time,My household needs meat to live,Most family members eat meat,My family and friends eat meat regularly,My family regularly eats meat
1,242,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken eat, chicken turkey, eat fish, prefer",I mostly eat chicken,I buy fried chicken from stores,I interchange meats with fish and chicken,I eat a lot of chicken,I switch to poultry for burgers
2,238,"protein, want protein, want, believe, meat protein, protein meat, source, meat, believe meat, iron",I am trying to eat healthier proteins,I aim to meet protein goals,I need protein for workouts,I want more protein for athletic needs,I want to get enough protein
3,203,"expensive, meat expensive, diet, choices, prices, meat, meat prices, cost, food, influences",Red meat is expensive,Meat affordability influences my choices,Cost influences my food choices,Rising meat prices affect my purchases,Eating vegetarian was expensive for me
4,201,"meat, red meat, red, consumption, limit, meat consumption, cut, try, reducing, eating",I feel healthier eating less meat,I believe not eating meat is deprivation,I have tried to cut back on processed meat,I considered reducing meat for my health,I want to eat less meat
5,182,"avoid, pork, avoid eating, meat avoid, beef, meat, red, eating, red meat, processed",I avoid red meat and pork,I sometimes avoid meat for days,I abstain from red meat for months,I avoid steak and pork,I avoid red meat on weekdays
6,177,"vegetarian, vegan, plantbased, vegetables, meals, vegetarian meals, plantbased meals, balance, vegetarians, options",My family is vegetarian,I ignore advice from vegetarians and vegans,I discuss meat-eating with vegans,No vegetarians in my social circle,I am happy with vegetarian meals
7,167,"concerns, meat, health, red meat, red, environmental, health concerns, unhealthy, ethical, concerned",I believe pork is unhealthy,News about poor meat production conditions,I have health concerns about red meat,I am concerned about health problems from meat,Family has concerns about red meat health effects
8,123,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about harming animals,I worry about animal welfare,I am concerned about factory farming ethics,I am concerned about animal welfare
9,106,"health, concerned health, cholesterol, concerned, concerns, health concerns, health concerned, heart, cholesterol concerned, concerned health concerned",I have health concerns,I have dental problems,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
10,101,"eat, regularly, eat meat regularly, eat meat, regularly eat, meat regularly, meat regularly eat, regularly eat meat, meat, meat eat",I eat red meat occasionally,I eat meat regularly,I have always eaten meat,I eat meat often,I still eat meat at restaurants
11,100,"want, weight, motivated, weight want, lose, motivated health, healthy, lose weight, health, want lose",I am motivated by health concerns,I have gained weight during menopause,I want to lose weight,I want better health,I want healthy hair
12,88,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I care about the environment,I am concerned about environmental impacts,I am concerned about environmental impact,I want to reduce environmental blueprint
13,88,"meat, meat tastes, tastes, meat easy, easy, convenient, filling, filling meat, convenient meat, meat tastes good",Meat tastes great with meals,Meat fills me up,Meat tastes better to me,Meat is available to cook,I buy pre-packaged meat for sandwiches
14,86,"meat meals, meals, eat meat, meat meal, meals eat meat, eat meat meals, meat meals eat, meals eat, meal, meat",I eat meat for dinner most days,I eat meat for dinner every night,Meat is part of almost every meal locally,I eat meat with most meals,My meals usually include meat
15,77,"day eat, day, day eat meat, meat day eat, meat day, eat meat day, daily eat, daily, eat meat, daily eat meat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
