Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,199,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I was raised on a farm,I enjoy eating meat regularly,I enjoy eating meat
0,2262,"meat, eat, eat meat, eating, family, red, red meat, meals, eating meat, avoid",My parents served meat with dinner,My family has mixed meat preferences,I am a philosophical Buddhist,I have meatless meals to save money,High meat prices affect my habits
1,244,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken eat, chicken turkey, prefer, eat fish","I eat chicken, beef, and pork",I interchange meats with fish and chicken,"I enjoy eating beef, pork, chicken, seafood",I eat more chicken and fish,I still eat fish and chicken
2,154,"protein, meat, believe, meat protein, protein meat, believe meat, source, iron, eat meat protein, eat meat",I eat meat for protein,"I was told to eat protein, vegetable, and starch",Meat provides a lot of nutrition,I need meat for protein,Easier to get protein from meat
3,123,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,I am concerned about animal welfare,I am concerned about animal cruelty,I am sad about animal treatment on large farms,I want to limit animal suffering
4,111,"want, weight, motivated, weight want, lose, health, motivated health, healthy, lose weight, lose weight want",I am motivated by health concerns,Social contacts watch their weight,I want better health,I want healthy hair,I want stronger muscles
5,107,"health, concerned, cholesterol, concerned health, concerns, health concerns, health concerned, heart, cholesterol concerned, concerned health concerned",I have health concerns,I have high cholesterol,I am concerned about my health,I am concerned about health impacts,I discuss health risks with my friend
6,94,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, high protein, protein diet",I need high protein intake,I want to get enough protein,I have trouble getting protein elsewhere,I want protein for energy and focus,I try to include more protein
7,88,"environmental, concerned, impact, environmental impact, environment, concerned environmental, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I care about the environment,I am concerned about environmental impacts,I am concerned about environmental impact,I want to reduce environmental blueprint
8,76,"day eat, day, day eat meat, eat meat, meat day, meat day eat, eat meat day, daily eat, daily, eat",I eat meat every day,I eat meat most days,I eat meat almost every day,I eat meat almost daily,I eat meat daily
