Topic,Count,Name,Representation,Representative_Docs
-1,199,-1_enjoy_meat enjoy_taste meat_taste,"['enjoy', 'meat enjoy', 'taste meat', 'taste', 'meat', 'eating', 'eating meat', 'enjoy taste meat', 'enjoy taste', 'love']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,2262,0_meat_eat_eat meat_eating,"['meat', 'eat', 'eat meat', 'eating', 'family', 'red', 'red meat', 'meals', 'eating meat', 'avoid']","['I eat meat regularly', 'I am eating less meat', 'I eat less meat than before']"
1,244,1_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken eat', 'chicken turkey', 'prefer', 'eat fish']","['I mostly eat chicken', 'I eat chicken most often', 'I eat mostly chicken']"
2,154,2_protein_meat_believe_meat protein,"['protein', 'meat', 'believe', 'meat protein', 'protein meat', 'believe meat', 'source', 'iron', 'eat meat protein', 'eat meat']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
3,123,3_animal_welfare_animal welfare_concerned animal,"['animal', 'welfare', 'animal welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
4,111,4_want_weight_motivated_weight want,"['want', 'weight', 'motivated', 'weight want', 'lose', 'health', 'motivated health', 'healthy', 'lose weight', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
5,107,5_health_concerned_cholesterol_concerned health,"['health', 'concerned', 'cholesterol', 'concerned health', 'concerns', 'health concerns', 'health concerned', 'heart', 'cholesterol concerned', 'concerned health concerned']","['I am concerned about my health', 'I am concerned about my health', 'I am concerned about my health']"
6,94,6_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'high protein', 'protein diet']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
7,88,7_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'environment', 'concerned environmental', 'concerned environmental impact', 'impact concerned', 'environmental impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
8,76,8_day eat_day_day eat meat_eat meat,"['day eat', 'day', 'day eat meat', 'eat meat', 'meat day', 'meat day eat', 'eat meat day', 'daily eat', 'daily', 'eat']","['I eat meat every day', 'I eat meat every day', 'I eat meat at least once a day']"
