Topic,Count,Name,Representation,Representative_Docs
-1,596,-1_meat_eating_eating meat_meals,"['meat', 'eating', 'eating meat', 'meals', 'crave', 'habit', 'meats', 'cook', 'processed', 'eat']","['Eating meat is a habit for me', 'Eating meat is a habit', 'Eating meat is a habit for me']"
0,243,0_chicken_fish_eat chicken_turkey,"['chicken', 'fish', 'eat chicken', 'turkey', 'eat', 'chicken fish', 'chicken turkey', 'eat fish', 'prefer', 'eat chicken fish']","['I eat chicken and fish', 'I eat more chicken and fish now', 'I eat chicken and fish']"
1,225,1_family_meat family_family eats_eats,"['family', 'meat family', 'family eats', 'eats', 'eats meat', 'family eats meat', 'meat', 'eating meat family', 'eating', 'tradition']","['My family eats more meat', 'My family eats more meat than I do', 'Everyone in my family eats meat']"
2,186,2_red_red meat_eat red_eat red meat,"['red', 'red meat', 'eat red', 'eat red meat', 'meat', 'cut', 'eating red', 'eating red meat', 'avoid red meat', 'avoid red']","['I eat less red meat', 'I eat less red meat', 'I eat less red meat now']"
3,146,3_want_weight_motivated_diet,"['want', 'weight', 'motivated', 'diet', 'healthy', 'healthier', 'lose', 'motivated health', 'health', 'lose weight']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
4,140,4_reducing_reducing meat_consumption_feel,"['reducing', 'reducing meat', 'consumption', 'feel', 'meat consumption', 'meat', 'limit meat', 'limit', 'try', 'reduce']","['I try to limit meat consumption', 'I am reducing meat consumption', 'I have not considered reducing meat consumption']"
5,137,5_expensive_prices_meat prices_meat expensive,"['expensive', 'prices', 'meat prices', 'meat expensive', 'meat', 'choices', 'cost', 'alternatives', 'buy', 'meat substitutes']","['Meat is very expensive', 'Meat is expensive for me', 'Meat is expensive']"
6,137,6_vegetarian_vegan_vegetarian meals_vegetarians,"['vegetarian', 'vegan', 'vegetarian meals', 'vegetarians', 'meals', 'options', 'pescatarian', 'vegetarian options', 'friends', 'years']","['I am a vegetarian', 'I am vegetarian', 'I am vegetarian']"
7,125,7_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'animals', 'concerned', 'animal welfare concerned', 'welfare concerned', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
8,109,8_health_concerned_concerned health_cholesterol,"['health', 'concerned', 'concerned health', 'cholesterol', 'concerns', 'health concerns', 'concerned health concerned', 'health concerned', 'diabetes', 'heart']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about health']"
9,107,9_avoid_pork_beef_eat beef,"['avoid', 'pork', 'beef', 'eat beef', 'avoid pork', 'pork avoid', 'beef avoid', 'avoid eating', 'avoid beef', 'eat']","['I avoid pork', 'I sometimes avoid pork', 'I avoid pork']"
10,90,10_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'protein diet', 'need protein', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
11,86,11_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
12,84,12_meals_meals meat_include_incomplete,"['meals', 'meals meat', 'include', 'incomplete', 'include meat', 'meat easy', 'incomplete meat', 'easy', 'convenient', 'meat']","['I include meat in most meals', 'I include meat in most meals', 'I always include meat in my meals']"
13,83,13_protein_protein meat_meat protein_source,"['protein', 'protein meat', 'meat protein', 'source', 'eat meat protein', 'protein source', 'high protein', 'source protein', 'meat', 'meat good']","['Meat is my go-to protein', 'I get protein from meat', 'I get most of my protein from meat']"
14,83,14_times_eat meat times_week_meat times,"['times', 'eat meat times', 'week', 'meat times', 'week eat', 'week eat meat', 'eat meat', 'weekly eat', 'weekly eat meat', 'weekly']","['I eat meat three times a week', 'I eat meat several times a week', 'I eat meat three or four times a week']"
15,82,15_enjoy eating_enjoy eating meat_enjoy_meat enjoy eating,"['enjoy eating', 'enjoy eating meat', 'enjoy', 'meat enjoy eating', 'meat enjoy', 'eating meat', 'eating', 'eating meat enjoy', 'meat', 'meat like']","['I enjoy eating meat', 'I enjoy eating meat', 'I enjoy eating meat']"
16,81,16_friends_friends eat_friends eat meat_meat friends,"['friends', 'friends eat', 'friends eat meat', 'meat friends', 'friends family', 'eat meat friends', 'friends family eat', 'family', 'family friends', 'eat meat']","['Family and friends eat meat regularly', 'My family and friends eat meat regularly', 'Family and friends eat meat regularly']"
17,81,17_vegetables_plantbased_foods_plantbased meals,"['vegetables', 'plantbased', 'foods', 'plantbased meals', 'plantbased foods', 'eat plantbased', 'eat vegetables', 'vegetable', 'meals', 'veggie']","['I try to eat more vegetables', 'I enjoy few vegetables', 'I eat more vegetables now']"
18,79,18_believe_believe meat_health_meat believe,"['believe', 'believe meat', 'health', 'meat believe', 'meat', 'think', 'nutritious', 'meat believe meat', 'meat healthy', 'health concerns']","['I believe meat is nutritious', 'I believe meat is nutritious', 'I believe meat is nutritious']"
19,75,19_meat regularly eat_eat meat regularly_meat regularly_regularly eat,"['meat regularly eat', 'eat meat regularly', 'meat regularly', 'regularly eat', 'regularly', 'eat meat', 'regularly eat meat', 'eat', 'meat eat', 'meat eat meat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
20,74,20_eat meat day_meat day_day_day eat,"['eat meat day', 'meat day', 'day', 'day eat', 'meat day eat', 'day eat meat', 'eat meat', 'meat daily', 'daily', 'eat meat daily']","['I eat meat every day', 'I eat meat almost every day', 'I eat meat almost every day']"
21,65,21_enjoy taste_enjoy taste meat_enjoy_meat enjoy,"['enjoy taste', 'enjoy taste meat', 'enjoy', 'meat enjoy', 'taste meat enjoy', 'meat enjoy taste', 'taste meat', 'taste', 'texture', 'texture meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
22,61,22_ethical_environmental_impact_environmental impact,"['ethical', 'environmental', 'impact', 'environmental impact', 'ethically', 'farming', 'concerns', 'impact meat', 'environmental impact meat', 'aware']","['I am concerned about the environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
23,59,23_grew_grew eating_raised_grew eating meat,"['grew', 'grew eating', 'raised', 'grew eating meat', 'raised eating', 'eating meat', 'meat grew', 'eating', 'raised eating meat', 'meat grew eating']","['I grew up eating meat', 'I grew up eating meat', 'I grew up eating meat']"
24,59,24_contacts_social contacts_social_meat social contacts,"['contacts', 'social contacts', 'social', 'meat social contacts', 'meat social', 'contacts eat', 'contacts eat meat', 'social contacts eat', 'taste meat social', 'eating meat social']","['Social contacts eat meat regularly', 'My social contacts eat meat regularly', 'Most social contacts eat meat']"
25,59,25_eat meat meals_meals eat_meat meals eat_meat meal,"['eat meat meals', 'meals eat', 'meat meals eat', 'meat meal', 'eat meat', 'meals eat meat', 'eat meat meal', 'meat meal eat', 'meal eat', 'meat meals']","['I eat meat in most meals', 'I eat meat with most meals', 'I eat meat at most meals']"
26,56,26_taste_taste meat_like taste_like taste meat,"['taste', 'taste meat', 'like taste', 'like taste meat', 'love taste', 'love', 'meat like taste', 'love taste meat', 'taste meat love', 'taste meat like']","['I like the taste of meat', 'I like the taste of meat', 'I like the taste of meat']"
27,50,27_people_meat people_know_people eat,"['people', 'meat people', 'know', 'people eat', 'people eat meat', 'eat meat people', 'people know', 'know eat', 'people know eat', 'meat people eat']","['Most people I know eat meat', 'Most people I know eat meat regularly', 'Most people I know eat meat regularly']"
