Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,531,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,Doctor recommended I eat lean beef,I eat meat every day
0,936,"meat, eat meat, family, eat, eating, eating meat, meals, protein, eats, eats meat",My parents served meat with dinner,I try to balance meat with other foods,Eating meat feels normal and comfortable,Meat-centered meals feel complete,My family eats meat with every meal
1,354,"meat, expensive, feel, eating, meat expensive, health, concerned, choices, dislike, red meat",Red meat is expensive,I do not like beans,Meat by-products grossed me out,I do not like limiting what I eat,I sometimes feel self-conscious eating all meats
2,307,"want, plantbased, vegetables, meals, healthy, diet, healthier, food, foods, eat",I like variety in my diet,I feel healthier after plant-based meals,Childhood habits shape my eating choices,I make recipes to satisfy family preferences,Some social contacts focus on taste
3,251,"meat, reduce, avoid, reasons, meat health, want, health, consumption, try, eat",I want to eat less meat,I encourage my sister to reduce beef,Discussions with family prompt eating less meat,People I know reduce meat for health reasons,I want to eat less meat for health
4,211,"chicken, eat chicken, fish, eat, turkey, chicken fish, beef, chicken turkey, prefer, eat chicken fish",I mostly eat chicken,Chicken is familiar in my meals,My significant other mostly eats chicken,"I prefer beef, pork, and chicken","I eat chicken, beef, and pork"
5,195,"avoid, avoid eating, meat avoid, rarely, meat, eating, red, pork, red meat, rarely eat",I believe not eating meat is deprivation,I meet nutrition without meat,I avoid eating too much of one meat type,I avoid deli meats,I lack vegan recipes I like
6,112,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegan vegetarian, vegetarian vegetarian, vegetarian vegan",I often choose vegetarian options,Exposure to vegetarian recipes through social contacts,My eldest is a vegetarian,I know vegetarians or vegans,I am a philosophical Buddhist
7,101,"week, times, week eat, eat, meat times, times week, weekly, eat meat times, eat meat, times week eat",I eat meat a few times a week,I eat red meat a few times yearly,I eat red meat 3-4 times weekly,I eat meat at least once daily,I try to limit meat to once daily
8,101,"animal, welfare, animal welfare, concerned animal, concerned animal welfare, concerned, welfare concerned, animal welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,I believe animals should have ethical lives,I am aware of ecological concerns from cattle production,I am in favor of animal rights,I consider animal intelligence
9,100,"health, concerned health, concerned, health concerns, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I care about my health,Some social contacts have heart conditions,I am concerned about health,I am motivated by recent health concerns,I am more cautious about health as I age
10,77,"concerned, environmental, impact, environmental impact, environment, concerned environmental, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",I care about sustainability,I am concerned about environmental impacts,I care about the environment,I am concerned about environmental impact,I am concerned about the environment
11,73,"red meat, red, meat, limit red, limit red meat, red meat consumption, limit, cut red, cut red meat, consumption",Red meat is traditional in my culture,I wish more people would stop eating red meat,My doctor recommended cutting red meat,My family prefers red meat for flavor,I reduce red meat consumption
12,57,"protein, want, need, need protein, protein diet, high protein, protein want, high, want protein, protein want protein",I prioritize eating high protein foods,I need protein,I need more protein,I want optimal health from protein and iron,My spouse values protein for fitness
13,52,"better, meat, meals, portions, eat, limit meat eat, feel, healthier, feel better, meatless",I eat smaller portions of meat,Sometimes I eat meals without meat,I only eat certain kinds of meat,My partner believes avoiding red meat is healthier,I feel better eating less red meat
