Topic,Count,Name,Representation,Representative_Docs
-1,707,-1_meat_eat_love_eat meat,"['meat', 'eat', 'love', 'eat meat', 'family', 'red', 'red meat', 'eating', 'meat eat', 'love taste']","['I love the taste of meat', 'I love the taste of meat', 'I love the taste of meat']"
0,207,0_chicken_eat chicken_fish_turkey,"['chicken', 'eat chicken', 'fish', 'turkey', 'chicken fish', 'chicken turkey', 'eat', 'prefer', 'beef', 'eat chicken fish']","['I eat more chicken and fish', 'I eat chicken and fish', 'I eat chicken and fish']"
1,109,1_vegetarian_vegan_vegetarian meals_years,"['vegetarian', 'vegan', 'vegetarian meals', 'years', 'vegetarians', 'vegan vegetarian', 'vegetarian vegetarian', 'friends', 'meals', 'vegetarian vegan']","['I became vegetarian', 'I am a vegetarian', 'I am a vegetarian']"
2,101,2_week_times_week eat_meat times,"['week', 'times', 'week eat', 'meat times', 'times week', 'weekly', 'eat meat times', 'times week eat', 'week eat meat', 'weekly eat']","['I eat meat a few times a week', 'I eat meat 2-3 times a week', 'I eat meat about three times a week']"
3,100,3_health_concerned health_health concerns_concerns,"['health', 'concerned health', 'health concerns', 'concerns', 'concerned', 'motivated health', 'motivated', 'heart', 'health concerned', 'concerned health concerned']","['I am concerned about health', 'I am concerned about health', 'I am concerned about health']"
4,96,4_food_habits_eating habits_meals,"['food', 'habits', 'eating habits', 'meals', 'similar', 'family', 'foods', 'cost', 'consider cost', 'eats cook']","['I consider cost when choosing food', 'My family has similar eating habits', 'My wife has similar eating habits']"
5,89,5_unhealthy_feel_meat unhealthy_animal,"['unhealthy', 'feel', 'meat unhealthy', 'animal', 'red meat', 'red', 'animal cruelty', 'cruelty', 'animals', 'guilty']","['Red meat is unhealthy', 'I believe red meat is unhealthy', 'I believe red meat is unhealthy']"
6,83,6_avoid_avoid eating_meats avoid_processed,"['avoid', 'avoid eating', 'meats avoid', 'processed', 'avoid processed', 'meat avoid', 'meats', 'pork', 'processed meats avoid', 'meats avoid eating']","['I avoid processed meats', 'I avoid processed meats', 'I avoid processed meats']"
7,83,7_protein_meat protein_eat meat protein_protein meat,"['protein', 'meat protein', 'eat meat protein', 'protein meat', 'meat provides', 'provides', 'protein eat', 'protein eat meat', 'balance meat', 'iron']","['I eat meat for protein', 'I eat meat for protein', 'I eat meat for protein']"
8,78,8_plantbased_vegetables_new_eat vegetables,"['plantbased', 'vegetables', 'new', 'eat vegetables', 'plantbased foods', 'eat plantbased', 'trying new', 'foods', 'trying', 'new meats']","['I eat more vegetables now', 'I am open to trying new meats', 'I am open to trying new meats']"
9,78,9_environmental_concerned_impact_environmental impact,"['environmental', 'concerned', 'impact', 'environmental impact', 'concerned environmental', 'environment', 'concerned environmental impact', 'environmental impact concerned', 'impact concerned', 'environment concerned']","['I am concerned about environmental impact', 'I am concerned about environmental impact', 'I am concerned about environmental impact']"
10,74,10_red meat_red_limit red_limit red meat,"['red meat', 'red', 'limit red', 'limit red meat', 'red meat consumption', 'cut red meat', 'cut red', 'limit', 'consumption', 'cut']","['I limit red meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
11,70,11_eat meat regularly_meat regularly_regularly_eat meat,"['eat meat regularly', 'meat regularly', 'regularly', 'eat meat', 'occasionally', 'eat', 'usually', 'friends eat meat', 'friends', 'friends eat']","['My friends eat meat regularly', 'My friends eat meat regularly', 'My friends eat meat regularly']"
12,56,12_normal_meat good_meat feels_eating meat feels,"['normal', 'meat good', 'meat feels', 'eating meat feels', 'feels', 'healthy', 'good', 'source', 'natural', 'protein']","['Meat is a good source of protein', 'Eating meat feels normal to me', 'Eating meat feels normal to me']"
13,56,13_family_tradition_eating meat family_family tradition,"['family', 'tradition', 'eating meat family', 'family tradition', 'meat family tradition', 'meat family', 'meat cultural', 'eating meat', 'cultural', 'tradition eating']","['Eating meat is a family tradition', 'Eating meat is a family tradition', 'Eating meat is a family tradition']"
14,54,14_easy_meat easy_easy cook_cheap,"['easy', 'meat easy', 'easy cook', 'cheap', 'easier', 'better', 'meat easy cook', 'cook', 'meats', 'easy cook meat']","['Meat is easy to cook for everyone', 'Meat is easy to cook', 'Meat is easy to cook']"
15,53,15_environmental_impact_concerns_environmental impact,"['environmental', 'impact', 'concerns', 'environmental impact', 'meat aware', 'concerned meat', 'concerned', 'health', 'environmental impact meat', 'impact meat']","['I am concerned about environmental impact of beef', 'I consider environmental impact of meat', 'I consider environmental impact of meat']"
16,52,16_concerned animal_concerned animal welfare_welfare_animal welfare,"['concerned animal', 'concerned animal welfare', 'welfare', 'animal welfare', 'animal', 'welfare concerned', 'animal welfare concerned', 'welfare concerned animal', 'concerned', 'rights']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
17,52,17_better_portions_meatless_limit meat eat,"['better', 'portions', 'meatless', 'limit meat eat', 'meatless meals', 'meals', 'feel better', 'healthier', 'feel', 'believe meat better']","['I sometimes eat smaller portions of meat', 'I feel better eating less meat', 'I feel better eating less meat']"
18,50,18_enjoys_meat family_family_enjoys eating meat,"['enjoys', 'meat family', 'family', 'enjoys eating meat', 'enjoys eating', 'loves', 'eating meat', 'likes', 'eating', 'family enjoys']","['Family enjoys eating meat', 'My family also enjoys eating meat', 'Family enjoys eating meat']"
19,48,19_expensive_meat expensive_expensive meat_prices,"['expensive', 'meat expensive', 'expensive meat', 'prices', 'meat expensive meat', 'meat prices', 'expensive meat expensive', 'high', 'red meat expensive', 'high meat prices']","['Meat can be expensive for me', 'Meat is too expensive', 'Meat is expensive for me']"
20,48,20_meat choices_choices_influences_ethical,"['meat choices', 'choices', 'influences', 'ethical', 'price', 'sourced meat', 'ethically sourced meat', 'sourced', 'ethically sourced', 'influences meat']","['Cost influences my meat choices', 'Availability influences my meat choices', 'Price influences my meat choices']"
21,47,21_enjoy taste meat_enjoy taste_meat enjoy taste_taste meat enjoy,"['enjoy taste meat', 'enjoy taste', 'meat enjoy taste', 'taste meat enjoy', 'taste meat', 'meat enjoy', 'taste', 'enjoy', 'taste meat people', 'meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
22,46,22_family eats meat_family eats_eats meat_eats,"['family eats meat', 'family eats', 'eats meat', 'eats', 'family', 'eats meat regularly', 'lot meat family', 'meat family eats', 'eaters', 'meat eaters']","['My family eats meat regularly', 'My family eats meat regularly', 'My family eats meat regularly']"
