Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,707,OUTLIER,I love the taste of meat,My family eats meat as main portion,I was raised on a farm,Doctor recommended I eat lean beef,I sometimes reduce meat due to health issues
0,207,"chicken, eat chicken, fish, turkey, chicken fish, chicken turkey, eat, prefer, beef, eat chicken fish",I mostly eat chicken,I eat chicken and turkey often,"I eat mainly fish, shrimp, or chicken",I prefer to eat chicken,"I regularly eat chicken, fish, and turkey"
1,109,"vegetarian, vegan, vegetarian meals, years, vegetarians, vegan vegetarian, vegetarian vegetarian, friends, meals, vegetarian vegan",My family is vegetarian,I have thought about veganism or vegetarianism,I eat mostly vegetarian dinners,Many social contacts are vegetarian,My eldest is a vegetarian
2,101,"week, times, week eat, meat times, times week, weekly, eat meat times, times week eat, week eat meat, weekly eat",I eat meat a few times a week,I eat meat once or twice a week,I incorporate fish weekly,I eat beef about twice a week,I alternate beef and turkey weekly
3,100,"health, concerned health, health concerns, concerns, concerned, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I have stomach issues,I am concerned about my health,I am concerned about health impacts,My child is anemic
4,96,"food, habits, eating habits, meals, similar, family, foods, cost, consider cost, eats cook",My family values eating in moderation,I enjoy familiar comforting foods,I am flexible with my food choices,I want to enjoy meals regardless of health advice,Convenience influences what I eat
5,89,"unhealthy, feel, meat unhealthy, animal, red meat, red, animal cruelty, cruelty, animals, guilty",I believe pork is unclean,Red meat is unhealthy,I hear meat is bad for the planet,I believe seafood is risky due to toxins,I believe red meat is hard to digest
6,83,"avoid, avoid eating, meats avoid, processed, avoid processed, meat avoid, meats, pork, processed meats avoid, meats avoid eating",I missed variety in vegetarian menus,I avoid processed meat,I avoid fatty meats,I avoid big portions of meat,I lack recipes for other meats
7,83,"protein, meat protein, eat meat protein, protein meat, meat provides, provides, protein eat, protein eat meat, balance meat, iron",I eat meat for protein and iron,I eat meat to get protein,I try to buy organic meat,I believe meat has unique nutrients,"I seek organic, pasture-raised, grass-fed meat"
8,78,"plantbased, vegetables, new, eat vegetables, plantbased foods, eat plantbased, trying new, foods, trying, new meats",One friend eats more fruits and vegetables,I want to eat more plant-based foods,I plan to eat more vegetables,I eat more yams during holiday season,I consume more plant-based foods
9,78,"environmental, concerned, impact, environmental impact, concerned environmental, environment, concerned environmental impact, environmental impact concerned, impact concerned, environment concerned",Social contacts are motivated by environmental concerns,I am concerned about environmental impact,I am motivated by environmental concerns,I am concerned about environmental impacts,I hear about environmental impact in the news
10,74,"red meat, red, limit red, limit red meat, red meat consumption, cut red meat, cut red, limit, consumption, cut",Red meat is traditional in my culture,My wife prefers red meat,I crave red meat occasionally,My family values red meat as prosperity,My family finds red meat convenient
11,70,"eat meat regularly, meat regularly, regularly, eat meat, occasionally, eat, usually, friends eat meat, friends, friends eat",I eat meat occasionally,I eat meat for lunch and dinner,Community often eats meat together,Social gatherings often include meat,I eat more beef in summer for grilling
12,56,"normal, meat good, meat feels, eating meat feels, feels, healthy, good, source, natural, protein",Eating meat feels natural to me,Eating meat is normal for me,Eating meat feels more natural to me,I find meat healthy and nutritious,Eating meat feels normal to me
13,56,"family, tradition, eating meat family, family tradition, meat family tradition, meat family, meat cultural, eating meat, cultural, tradition eating",Eating meat is family tradition,Eating meat is part of my upbringing,Eating meat is a family tradition,Meat is a cultural tradition,My family sees meat as a meal staple
14,54,"easy, meat easy, easy cook, cheap, easier, better, meat easy cook, cook, meats, easy cook meat",Environmental concerns about eating beef are minimal,Cheap meat products are widely available,Eating meat makes me feel better,"Tender, soft meats are easier to eat",I prefer easy-to-cook meats
15,53,"environmental, impact, concerns, environmental impact, meat aware, concerned meat, concerned, health, environmental impact meat, impact meat",Environmental concerns about beef production,I sometimes think about health risks of meat,Eating meat may cause physical illness,I have acid reflux from some meats,I am concerned about meat cost
16,52,"concerned animal, concerned animal welfare, welfare, animal welfare, animal, welfare concerned, animal welfare concerned, welfare concerned animal, concerned, rights",I am concerned about animal welfare,I worry about animal welfare,Concern for animal welfare,I am concerned about animal rights,I thought briefly about animal welfare
17,52,"better, portions, meatless, limit meat eat, meatless meals, meals, feel better, healthier, feel, believe meat better",I eat smaller portions of meat,Meatless meals occur when busy or saving time,Some meals do not need meat,I eat smaller meat portions,I sometimes choose meat with fewer antibiotics
18,50,"enjoys, meat family, family, enjoys eating meat, enjoys eating, loves, eating meat, likes, eating, family enjoys",My husband loves steak and pork,My daughter loves meat,My family likes meat,My friends and family like eating meat,My family enjoys eating meat
19,48,"expensive, meat expensive, expensive meat, prices, meat expensive meat, meat prices, expensive meat expensive, high, red meat expensive, high meat prices",Non-meat alternatives are often expensive,Red meat is more expensive than chicken,Meat is expensive at every meal,Eating vegetarian was expensive for me,Meat is expensive
20,48,"meat choices, choices, influences, ethical, price, sourced meat, ethically sourced meat, sourced, ethically sourced, influences meat",Learning about health shaped my meat habits,I choose meat for quality and health,I try to buy ethically sourced meat,I look for the best meat prices,I seek ethically sourced meat
21,47,"enjoy taste meat, enjoy taste, meat enjoy taste, taste meat enjoy, taste meat, meat enjoy, taste, enjoy, taste meat people, meat",I enjoy the taste of meat,People around me like the taste of meat,Housemates enjoy the taste of meat,I enjoy the fat and gristle in meat,People I know enjoy the taste of meat
22,46,"family eats meat, family eats, eats meat, eats, family, eats meat regularly, lot meat family, meat family eats, eaters, meat eaters",My family eats meat regularly,My family consumes lots of meat,My family eats meat with every meal,My mother eats a lot of meat,My family members eat meat frequently
23,46,"meat meals, eat meat meals, meat meals eat, meals eat meat, meals eat, meals, eat meat, night, eat, eat meat night",Most dinners I cook include meat,I include meat in most meals,I eat meat with most meals,I eat meat most meals,I eat meat with most dinners
24,46,"considered, considered reducing meat, reducing meat, considered reducing, reducing, eat pork, influence, meat social contacts, contacts influence, social contacts influence",My meals are not influenced by others,No social pressure to reduce meat,I have not considered reducing meat consumption,My family has not reduced meat consumption,I would never consider not eating meat
25,46,"protein, need, need protein, want, want protein, protein diet, meet protein, meet, protein sources, source",I look for alternative protein sources,I need a source of protein,I want dietary iron and protein,I want to meet protein requirements,I believe animal protein is necessary
26,43,"enjoy eating, meat enjoy eating, enjoy eating meat, eating meat enjoy, meat enjoy, enjoy, eating meat, eating, eating meat like, meat like",I enjoy eating meat,I get satisfaction from eating meat,I like eating meat,I eat meat because it is filling,I enjoy social meals with meat
27,42,"consumption, meat consumption, reducing, reducing meat, reduce meat consumption, reduce meat, limit meat, try limit, try limit meat, limit",I try to limit my meat consumption,I plan elimination and reintegration diets,I have thought about reducing meat,Doctor warning would make me stop meat,I try to limit meat consumption
28,42,"meat meal, meal, eat meat meal, know eats, know eats meat, know, eating meat regularly, meal eat meat, meat meal eat, meal eat",I eat meat at every meal,I eat every type of meat,I eat meat with every meal,Everyone I know eats a lot of meat,I have meat with every meal
29,41,"animal, animals, welfare, animal welfare, care animal, care, care animal welfare, respect, lives, treatment",I am a big animal lover,I love animals,I prefer animal welfare perspectives,I value animal welfare,I believe in ethical treatment of animals
30,41,"eat, eat meat, eat red, eat red meat, friends eat, used, friends, eat meat eat, meat eat meat, eat meat used",I eat less meat than I used to,I eat less beef and steak now,I eat less meat than before,Multiple friends eat less meat now,Social contacts choose less fatty meats
31,41,"meat tastes, tastes, convenient, meat convenient, tastes good, meat tastes good, nutritious, tastes good meat, meat nutritious, good meat",Meat tastes great with meals,I find meat convenient,Eating meat is convenient,Meat is familiar to me,Meat tastes good
32,41,"meat people, people, people know, people know eat, know eat, meat people know, know, eat meat people, know eat meat, eat meat",Most friends eat a lot of meat,Most social contacts eat meat,Most family and friends eat meat,Most people in my life eat meat,Most people I know eat meat regularly
33,41,"want reduce, want, reduce, want avoid, cholesterol, lower, avoid, want reduce environmental, lower cholesterol, want reduce cholesterol",I want to limit animal suffering,I want to reduce cholesterol,I want to reduce dietary fat,I want to reduce environmental impact,I want to prevent health issues
34,39,"day eat, meat day eat, day, day eat meat, eat meat day, meat day, daily eat, meat daily eat, daily eat meat, daily",I have meat-free days each week,I eat meat every day,I eat meat daily,I eat a lot of meat daily,I eat meat-based meals daily
35,38,"want, want healthier, healthier, healthier want, motivated, want feel, money want, want healthier want, health want, money",I want a clearer mind,I have budget considerations,Price is my main motivation,I want better health,I want to be healthier
36,35,"dislike, like, meat dislike, dislike taste, dislikes, husband dislikes, meats dont, eating meat dislike, meats dont like, dont like eating",I dislike the taste of fish,I dislike vegetables,Negative comments from service workers about not eating meat,I did not like pork or beef taste,I dislike tofu
37,35,"balanced, diet, balanced diet, eat healthier, healthier, want balanced, want eat healthier, want balanced diet, want eat, want","I want a balanced, healthy diet",I try to keep a balanced diet,I want to eat healthier,I am motivated to eat healthier,I aim for dietary balance
38,35,"crave, crave meat, meat filling, filling, attention meat, pay attention, pay, attention, pay attention meat, meat filling meat",I include meat by personal choice,I have access to meat alternatives,I am sensitive to meat texture,I have a sensitivity to beef,I am mindful of meat consumption
39,34,"meat available, available, eat meat available, buy meat, available eat meat, eat meat feel, available eat, meat available eat, buy, eat meat",I eat meat when craving it,I was brought up eating meat,I eat meat when I feel like it,I eat meat if I feel like it,I eat meat when I crave it
40,33,"rarely, rarely eat, rarely eat meat, meat rarely eat, rarely eats, rarely eats meat, meat rarely, eat, rarely eat beef, eat meat rarely",I rarely discuss meat-eating habits socially,My parents rarely ate red meat,I have not eaten red meat in 20 years,I rarely eat meat,"I rarely eat steak, only every few months"
41,31,"hard, getting, trouble, limited, difficult, getting protein, alternatives, difficulty, trouble getting, real meat",Limited access to ethical meat sources,It is hard to have a different diet,It's hard to know what is healthiest,Meat substitutes do not taste like real meat,Certain meats do not digest well for me
42,31,"grew, grew eating, meat grew, grew eating meat, eating meat grew, meat grew eating, raised eating, raised, meat raised, raised eating meat",I grew up eating meat,Social contacts grew up eating meat,I was raised to eat meat with meals,I was raised eating meat,I learned meat-eating from childhood
43,30,"choose leaner, leaner, gives, meat gives, increases, energy, meat gives energy, gives energy, energy meat, meat helps",Concern for nutrient density increases meat intake,Meat fits my active lifestyle,Buffet availability increases meat variety,Eating meat gives me more energy,Meat helps me feel full
44,28,"weight, weight want, lose, lose weight, want lose, lose weight want, want lose weight, weight want lose, trying lose weight, trying lose",I want to manage my weight,I am trying to lose weight,I want to lose or maintain weight,I want to gain weight,I have gained weight during menopause
45,27,"avoid, avoid meat, reasons, health reasons, avoid pork, meat health, social contacts avoid, contacts avoid, friends avoid, avoid meat health",Some family avoid red meat for health,Some people avoid meat for dietary reasons,Social contacts avoid beef for animal welfare,Some social contacts avoid meat for health reasons,People avoid red meat for health reasons
46,27,"meat regularly eat, regularly eat meat, regularly eat, eat meat regularly, meat regularly, regularly, eat meat, eat, meat, eat various",I eat various meats regularly,I eat meat regularly,I regularly eat meat,I eat common meat regularly,I am a regular meat eater
47,27,"meat health, considered eating meat, considered eating, want eat meat, considered, meat considered eating, want eat, meat considered, try eat meat, eat meat",I am trying to eat less meat,I want to eat less meat,I would like to eat less meat,I hear doctors advise less meat,I try to eat less meat
48,26,"like taste meat, like taste, taste meat like, meat like taste, meat like, like, taste meat, taste, like meat, meat like meat",I like the taste of meat,I like how meat is prepared,I really like processed meats,I like meat,I like how meat tastes
49,25,"want protein, protein want, want protein want, protein want protein, want, protein, protein want consume, protein try protein, want consume protein, try protein want",I want to get enough protein,I try to get enough protein,I want enough protein,I want to consume enough protein,I want enough protein and nutrients
50,25,"habit, meat habit, habit eating meat, habit eating, eating meat habit, meat habit eating, eat meat habit, eating meat, eating, meat habit social",Eating meat is a habit for me,Social contacts eat meat out of habit,Eating meat is mostly out of habit,I am picky about eating meat,I eat meat out of habit
51,25,"routine, meateating, culture meat, norm, meat routine, cultural, culture, meateating ingrained, eating meat routine, ingrained",Meat-eating is the norm around me,Meat-eating is common in my community,I have cultural traditions of eating meat,Family influences my meat-eating habits,My family argues for more meat for nutrition
