Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,790,OUTLIER,I enjoy the taste of meat,I grew up eating meat at meals,I like the taste of meat,I was raised on a farm,Doctor recommended I eat lean beef
0,462,"want, protein, want protein, weight, diet, plantbased, vegetables, meals, healthy, healthier",I want to be healthier,Fasting made me feel healthier,I need protein in my diet,I want to hit protein goals,I want healthy hair
1,254,"meat, easy, believe, good, prefer, meat easy, protein, eating, meat tastes, tastes",Meat tastes great with meals,Meat is versatile for meals,Eating meat is convenient,I want meat that is nutritious,Meat tastes great to me
2,201,"chicken, eat chicken, fish, turkey, chicken fish, eat, chicken turkey, chicken eat, prefer, fish eat",I mostly eat chicken,I prefer chicken over red meat,Beef and chicken are my most eaten meats,"I prefer beef, pork, and chicken","I eat chicken, beef, and pork"
3,169,"avoid, avoid eating, pork, meat avoid, eating, avoid meat, red, processed, meats avoid, meat",I avoid fatty meats,I avoid high animal fat options,I avoid steak and pork,I avoid eating dark meat,"I avoid high-carb, low-nutritional foods"
4,118,"want, want reduce, reduce, eat meat, eat, cholesterol, meat want, meat, want avoid, stopped",I want to avoid weight gain,I eat less meat than before,I want to avoid disease from meat,I wish I ate less meat,I would prefer less interaction with killing animals
5,117,"times, week, week eat, weekly, meat times, eat meat times, eat, weekly eat, times week, eat meat",I eat meat at least once a day,I incorporate fish weekly,I eat meat a few times a week,I eat meat at least twice a day,I eat meat several times a week
6,117,"regularly, meat regularly, eats, eats meat, meat meal, family, meal, family eats meat, family eats, eat meat regularly",My family eats meat with every meal,My family and friends eat meat regularly,My family and friends eat meat with every meal,My family regularly eats meat,My family eats meat at every meal
7,109,"family, meat family, tradition, meat, eating meat family, family tradition, eating meat, eating, family eats, meat family tradition",Eating meat is a cultural habit in my family,My parents taught me meat is important,Eating meat is a habit for my family,I prepare meat-based meals for my family,Meat is part of my family's culture
8,109,"vegetarian, vegan, vegetarian meals, meals, friends, years, vegetarians, vegetarian vegetarian, vegan vegetarian, vegetarian vegan",My family is vegetarian,I often choose vegetarian options,I was vegan or vegetarian for years,My family includes a vegetarian,I became vegetarian
9,106,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, welfare concerned animal, animals",I am concerned about animal rights,Concern for animal welfare,I am concerned about animal welfare,I worry about animal welfare,Wild game availability prompts discussions
10,101,"health, concerned health, health concerns, concerned, concerns, motivated health, motivated, heart, health concerned, concerned health concerned",I have health concerns,I am concerned about my health,I have heart disease in my family,I am concerned about health,I am concerned about diabetes
11,86,"eat meat, eat, meat meals, eat meat meals, people, people know, people know eat, know eat, know, know eat meat",Most friends eat a lot of meat,I eat meat with most meals,Most people I know eat meat,I eat meat for most meals,I include meat in most meals
12,82,"protein, meat protein, eat meat protein, meat, protein meat, eat meat, provides, meat provides, protein eat meat, protein eat",I eat meat for protein and iron,I eat meat for iron and B12,I believe meat has unique nutrients,I eat meat for nutrients,I eat meat for protein
13,78,"concerned, environmental, impact, environmental impact, concerned environmental, environment, concerned environmental impact, impact concerned, environmental impact concerned, environment concerned",I care about sustainability,I am environmentally conscious,I am concerned about the environment,I care about the environment,I am concerned about environmental impact
14,70,"red meat, red, limit red, limit red meat, red meat consumption, meat, limit, cut red, cut red meat, cut",Red meat is traditional in my culture,I substitute red meat with alternatives,I have cut back on red meat,My doctor recommended cutting red meat,My family prefers red meat for flavor
15,69,"meat, meat available, eat meat, crave, available, eat, people eat, crave meat, people, eat meat available",I eat meat when craving it,I have a deep desire for meat,People around me eat meat,I eat meat when I want to,Meat fills me up
16,66,"rarely, rarely eat, eat, meat eat, meals, meat, portions, meatless, limit meat eat, limited",I sometimes eat no meat,I limit how much meat I eat,I have limited money for other foods,I rarely eat chicken or fish,I often do not eat any meat
17,65,"dislike, like, hard, meat dislike, taste, getting, trouble, dislike taste, dislikes, difficult",I dislike the taste of fish,I do not like red meat taste,I have a hard time getting enough protein,Pork does not agree with my stomach,Changing family habits would be difficult
18,64,"unhealthy, meat unhealthy, feel, red meat, red, believe, meat, eating, feel guilty, red meat unhealthy",I believe pork is unclean,I feel moral unease about eating animals,I think eating a lot of meat is unhealthy,I believe pork is unhealthy,Health risks are associated with eating too much meat
19,61,"consumption, reduce meat, reduce, meat consumption, reducing, reducing meat, meat health, reasons, limit meat, health",I try to limit my meat consumption,People I know reduce meat for health reasons,I considered reducing meat for my health,I focus on reducing meat consumption,I try to limit beef and pork
20,57,"day eat, day, eat meat day, meat day, meat day eat, day eat meat, daily eat, daily, meat daily eat, meat daily",I have meat-free days each week,I eat meat almost every day,I eat protein every day,I eat meat daily,I eat meat every day
21,57,"environmental, concerns, impact, meat aware, concerned, health, environmental impact, aware, concerned meat, concerns meat",Environmental concerns about beef production,I am concerned about sustainability of meat,I care about environmental impact of meat sourcing,I have acid reflux from some meats,I am concerned about meat origins and labeling
22,50,"choices, meat choices, influences, meat, important, health, price, choices meat, ethically sourced meat, sourced meat",Learning about the meat industry influenced me,I consider health when choosing meat,I switch meat types due to cost,I choose meat for quality and health,I am health conscious about meat choice
