Topic,Count,Keywords,RepDoc1,RepDoc2,RepDoc3,RepDoc4,RepDoc5
-1,679,OUTLIER,I enjoy the taste of meat,I eat meat at least once a day,I grew up eating meat at meals,I eat meat at least once daily,I like the taste of meat
0,444,"family, social, meat, friends, contacts, social contacts, meat family, eats, family eats, eats meat",My family are meat eaters,My family likes to eat meat,My family has always eaten meat,My family prefers red meat for flavor,My family eats meat most nights
1,297,"vegetarian, plantbased, vegan, vegetables, meals, husband, wife, alternatives, vegetarian meals, meat alternatives",I sometimes have vegetarian meals,I alter meals if others want plant-based,I have vegetarian friends,I occasionally eat vegan and meatless options,I sometimes try vegan or vegetarian meals
2,281,"meat, expensive, meat expensive, meat meat, prices, crave, choices, meat prices, cost, meals",Red meat is expensive,I have price concerns,Rising meat prices may reduce consumption,I consider price when choosing meat,High meat prices reduce what I buy
3,236,"chicken, fish, eat chicken, eat, turkey, chicken fish, chicken eat, chicken turkey, eat fish, eat chicken fish",I mostly eat chicken,I crave chicken sometimes,I eat a lot of chicken,I prefer to eat chicken,I eat chicken daily
4,207,"avoid, pork, avoid eating, meat avoid, meat, beef, eating, red, red meat, processed",I avoid red meat and pork,I avoid foods that cause allergies,I avoid beef,I try to avoid red meat,I avoid uncommon meats like rabbit
5,204,"meat, consumption, red meat, red, limit, meat consumption, cut, reducing, try, reduce",I want to eat less meat,I am reducing meat consumption,I have considered reducing pork consumption,I want to eat less meat for health,I am cutting out red meat
6,132,"protein, believe, believe meat, protein meat, meat, meat protein, source, eat meat protein, meat good, healthy",I think meat is a complete protein,I believe eating meat is healthy,I get protein from meat,I eat meat for protein,I focus on meat for protein
7,131,"concerns, health, red meat, red, meat, environmental, unhealthy, health concerns, concerned, impact",I believe pork is unhealthy,Health risks are associated with eating too much meat,I want to improve my digestion,I am concerned about hormones in meat,Red meat upsets my stomach
8,126,"eating, eating meat, habit, meat habit, meat, eating meat habit, ethical, meat feels, eating meat feels, meat eating",Meat gets tiring when eaten too much,Meat-eating is ingrained in my lifestyle,Eating meat is normal for me,Eating meat is a habit for me,Eating meat is part of my routine
9,121,"animal, animal welfare, welfare, concerned animal, concerned animal welfare, concerned, animal welfare concerned, welfare concerned, animals, welfare concerned animal",I am concerned about animal rights,Exposure to animal rights documentaries,I am concerned about animal welfare,I am in favor of animal rights,I consider animal intelligence
10,116,"times, week, eat, meat times, eat meat times, week eat, weekly, eat meat, weekly eat, times week",I eat red meat occasionally,I eat meat occasionally,I eat meat multiple times a week,I eat red meat 3-4 times weekly,I eat beef occasionally
11,114,"eat meat, eat, eat meat regularly, meat meals, meat regularly, regularly, meat, meals eat meat, eat meat meals, meals eat",I eat various meats regularly,I eat meat regularly,I eat wild game meats,I am used to eating meat,I eat meat most nights
12,101,"health, cholesterol, concerned, concerned health, concerns, health concerns, health concerned, concerned health concerned, heart, cholesterol concerned",I have health concerns,I have high blood pressure,I have high cholesterol,I am concerned about health,I am concerned about my health
13,94,"want, weight, weight want, motivated, lose, healthy, lose weight, motivated health, health, lose weight want",My friends are concerned about weight,I want healthy hair,I want to stay healthy,I want to avoid weight loss,I work out and lift weights
14,93,"protein, want protein, want, protein want, protein want protein, want protein want, need, need protein, protein diet, high protein",I need high protein intake,I want more protein for athletic needs,I struggle getting enough protein vegetarian,I want to get enough protein,I want protein for energy and focus
15,82,"diet, moderation, balanced, meat moderation, balanced diet, want, new, trying, try, new meats",I am very conscious about my diet,"We focus on a varied, balanced diet",I consider my meat consumption average,I want to eat healthier,I am motivated to eat healthier
