Topic,Count,Name,Representation,Representative_Docs
-1,679,-1_meat_taste meat_taste_enjoy,"['meat', 'taste meat', 'taste', 'enjoy', 'eat meat', 'eat', 'eating', 'eating meat', 'day', 'enjoy taste meat']","['I enjoy the taste of meat', 'I enjoy the taste of meat', 'I enjoy the taste of meat']"
0,444,0_family_social_meat_friends,"['family', 'social', 'meat', 'friends', 'contacts', 'social contacts', 'meat family', 'eats', 'family eats', 'eats meat']","['My family eats meat', 'My family eats more meat', 'My family eats more meat than I do']"
1,297,1_vegetarian_plantbased_vegan_vegetables,"['vegetarian', 'plantbased', 'vegan', 'vegetables', 'meals', 'husband', 'wife', 'alternatives', 'vegetarian meals', 'meat alternatives']","['I am a vegetarian', 'I am vegetarian', 'I am a vegetarian']"
2,281,2_meat_expensive_meat expensive_meat meat,"['meat', 'expensive', 'meat expensive', 'meat meat', 'prices', 'crave', 'choices', 'meat prices', 'cost', 'meals']","['Meat can be expensive for me', 'Meat is very expensive', 'Meat is expensive for me']"
3,236,3_chicken_fish_eat chicken_eat,"['chicken', 'fish', 'eat chicken', 'eat', 'turkey', 'chicken fish', 'chicken eat', 'chicken turkey', 'eat fish', 'eat chicken fish']","['I mostly eat chicken', 'I mostly eat chicken', 'I mostly eat chicken']"
4,207,4_avoid_pork_avoid eating_meat avoid,"['avoid', 'pork', 'avoid eating', 'meat avoid', 'meat', 'beef', 'eating', 'red', 'red meat', 'processed']","['I avoid pork', 'I avoid pork', 'I sometimes avoid pork']"
5,204,5_meat_consumption_red meat_red,"['meat', 'consumption', 'red meat', 'red', 'limit', 'meat consumption', 'cut', 'reducing', 'try', 'reduce']","['I try to limit my meat consumption', 'I limit red meat consumption', 'I limit red meat consumption']"
6,132,6_protein_believe_believe meat_protein meat,"['protein', 'believe', 'believe meat', 'protein meat', 'meat', 'meat protein', 'source', 'eat meat protein', 'meat good', 'healthy']","['Meat is my go-to protein', 'I get protein from meat', 'I get most of my protein from meat']"
7,131,7_concerns_health_red meat_red,"['concerns', 'health', 'red meat', 'red', 'meat', 'environmental', 'unhealthy', 'health concerns', 'concerned', 'impact']","['I have health concerns about red meat', 'I have health concerns about red meat', 'I have health concerns about red meat']"
8,126,8_eating_eating meat_habit_meat habit,"['eating', 'eating meat', 'habit', 'meat habit', 'meat', 'eating meat habit', 'ethical', 'meat feels', 'eating meat feels', 'meat eating']","['Eating meat is a habit', 'Eating meat is a habit for me', 'Eating meat is a habit for me']"
9,121,9_animal_animal welfare_welfare_concerned animal,"['animal', 'animal welfare', 'welfare', 'concerned animal', 'concerned animal welfare', 'concerned', 'animal welfare concerned', 'welfare concerned', 'animals', 'welfare concerned animal']","['I am concerned about animal welfare', 'I am concerned about animal welfare', 'I am concerned about animal welfare']"
10,116,10_times_week_eat_meat times,"['times', 'week', 'eat', 'meat times', 'eat meat times', 'week eat', 'weekly', 'eat meat', 'weekly eat', 'times week']","['I eat meat 2-4 times a week', 'I eat meat a few times a week', 'I eat meat several times a week']"
11,114,11_eat meat_eat_eat meat regularly_meat meals,"['eat meat', 'eat', 'eat meat regularly', 'meat meals', 'meat regularly', 'regularly', 'meat', 'meals eat meat', 'eat meat meals', 'meals eat']","['I eat meat regularly', 'I eat meat regularly', 'I eat meat regularly']"
12,101,12_health_cholesterol_concerned_concerned health,"['health', 'cholesterol', 'concerned', 'concerned health', 'concerns', 'health concerns', 'health concerned', 'concerned health concerned', 'heart', 'cholesterol concerned']","['I am concerned about health', 'I am concerned about my health', 'I am concerned about my health']"
13,94,13_want_weight_weight want_motivated,"['want', 'weight', 'weight want', 'motivated', 'lose', 'healthy', 'lose weight', 'motivated health', 'health', 'lose weight want']","['I want to lose weight', 'I want to lose weight', 'I want to lose weight']"
14,93,14_protein_want protein_want_protein want,"['protein', 'want protein', 'want', 'protein want', 'protein want protein', 'want protein want', 'need', 'need protein', 'protein diet', 'high protein']","['I want to get enough protein', 'I want to get enough protein', 'I want to get enough protein']"
15,82,15_diet_moderation_balanced_meat moderation,"['diet', 'moderation', 'balanced', 'meat moderation', 'balanced diet', 'want', 'new', 'trying', 'try', 'new meats']","['I want a more balanced diet', 'I want a balanced diet', 'I want a balanced diet']"
